MERRA_ID,YEAR,MONTH,REL_HUM_AVG_AVG
136620,2014,9,39
136621,2014,9,41
137241,2014,11,70
138347,2014,7,36
138348,2014,11,42
137194,2014,10,28
137243,2014,11,69
138922,2014,9,38
138922,2014,10,31
148770,2014,8,70
134943,2014,12,86
133787,2014,8,70
133790,2014,1,81
134319,2014,1,32
134319,2014,5,19
137819,2014,2,82
134361,2014,7,75
134943,2014,6,71
136620,2014,2,33
137194,2014,2,28
149922,2014,6,68
134896,2014,5,19
137194,2014,4,20
137241,2014,9,70
138347,2014,5,21
138348,2014,6,15
138349,2014,6,16
144732,2014,4,74
137243,2014,8,65
138922,2014,5,18
144732,2014,9,68
151077,2014,9,76
134896,2014,7,47
134896,2014,9,58
134943,2014,7,72
138924,2014,8,49
136621,2014,6,12
138349,2014,8,51
138346,2014,11,30
137243,2014,7,69
137243,2014,10,73
137194,2014,11,29
135515,2014,12,85
138924,2014,10,41
148770,2014,12,84
133786,2014,3,82
133787,2014,10,72
134319,2014,2,36
134319,2014,6,18
134895,2014,1,33
134319,2014,8,56
133790,2014,3,79
134361,2014,4,84
137819,2014,6,78
137819,2014,9,72
137819,2014,12,84
137241,2014,1,74
136090,2014,3,80
138347,2014,2,36
134943,2014,3,76
138349,2014,3,37
151077,2014,4,77
134896,2014,3,35
136620,2014,4,20
149346,2014,6,70
134943,2014,8,75
136045,2014,8,38
136620,2014,11,30
137243,2014,6,77
144732,2014,8,69
148770,2014,6,71
134896,2014,8,53
136090,2014,8,66
137194,2014,7,26
138347,2014,9,45
138924,2014,12,63
134896,2014,10,50
133786,2014,2,85
133787,2014,1,80
133786,2014,4,84
133786,2014,5,81
133786,2014,6,82
133786,2014,7,75
133787,2014,7,73
133786,2014,9,77
134319,2014,4,24
133790,2014,4,81
133790,2014,6,74
137819,2014,1,75
134895,2014,9,54
134895,2014,11,44
151077,2014,3,88
133790,2014,9,82
134361,2014,8,71
137241,2014,2,83
137243,2014,2,83
135515,2014,2,86
136620,2014,6,14
138347,2014,3,30
138349,2014,5,27
138922,2014,2,32
151077,2014,5,73
151077,2014,7,74
134896,2014,2,39
135515,2014,4,83
137241,2014,8,66
149346,2014,7,69
136090,2014,10,72
137194,2014,6,15
137243,2014,9,72
138346,2014,7,30
138924,2014,6,16
149346,2014,8,70
149922,2014,8,68
149922,2014,9,73
134896,2014,6,17
136621,2014,7,26
138346,2014,8,40
138922,2014,11,32
138922,2014,12,57
144732,2014,11,73
134896,2014,11,47
136090,2014,12,84
136621,2014,10,36
138924,2014,11,44
148770,2014,11,81
133787,2014,2,85
133790,2014,2,84
134319,2014,10,55
134319,2014,11,49
134895,2014,2,36
137819,2014,3,79
137819,2014,4,80
137819,2014,8,66
137819,2014,11,69
134895,2014,10,48
134895,2014,12,56
138349,2014,1,39
144732,2014,1,77
151077,2014,1,84
134943,2014,1,77
136045,2014,1,37
138347,2014,1,31
138346,2014,2,30
138348,2014,2,41
136045,2014,3,32
136045,2014,5,18
138346,2014,4,21
138922,2014,3,28
138922,2014,4,23
149922,2014,4,71
136620,2014,5,18
138349,2014,4,33
138347,2014,4,25
138347,2014,6,14
148770,2014,1,82
136090,2014,11,69
138346,2014,10,30
138349,2014,7,41
138349,2014,9,50
138922,2014,6,12
138348,2014,7,39
148770,2014,4,78
148770,2014,5,77
135515,2014,10,68
136621,2014,11,31
138924,2014,9,47
133786,2014,1,80
133787,2014,5,81
133786,2014,8,70
133787,2014,9,78
133786,2014,11,70
133787,2014,11,71
133787,2014,12,87
134895,2014,5,18
134361,2014,1,79
137819,2014,10,75
144732,2014,2,79
133790,2014,10,76
134361,2014,5,81
134943,2014,2,83
136620,2014,1,34
137241,2014,3,79
137241,2014,5,79
149346,2014,3,75
137243,2014,3,79
137243,2014,4,81
138348,2014,3,34
138924,2014,3,36
138924,2014,4,32
144732,2014,5,76
149346,2014,4,76
149922,2014,3,70
149922,2014,7,70
151077,2014,6,74
134943,2014,4,77
136045,2014,4,20
137241,2014,7,70
136090,2014,7,70
136621,2014,3,31
136621,2014,5,17
137241,2014,10,72
135515,2014,9,74
136045,2014,10,40
136090,2014,9,73
137194,2014,9,35
138349,2014,10,44
138349,2014,11,46
149922,2014,10,80
151077,2014,10,81
136620,2014,8,38
138348,2014,8,49
137194,2014,8,36
138922,2014,8,40
138346,2014,12,54
138347,2014,8,47
138348,2014,12,61
138924,2014,5,25
148770,2014,2,82
136045,2014,11,34
149922,2014,12,80
151077,2014,12,80
133787,2015,7,73
133786,2015,10,70
133787,2015,10,72
133786,2015,11,83
133790,2015,4,81
134319,2015,6,30
135515,2015,4,83
135515,2015,11,83
136090,2015,2,76
134361,2015,8,70
134896,2015,5,34
134896,2015,6,30
134896,2015,10,55
136045,2015,4,23
136090,2015,1,80
135515,2015,8,69
136045,2015,1,49
136045,2015,8,32
137241,2015,9,72
136045,2015,10,41
136620,2015,11,36
136621,2015,6,20
136621,2015,11,37
137194,2015,12,34
138347,2015,1,53
138347,2015,12,44
137819,2015,5,75
138349,2015,8,44
138922,2015,10,44
138922,2015,11,41
138924,2015,3,42
144732,2015,2,74
138348,2015,10,53
149346,2015,10,73
133786,2015,2,82
133787,2015,2,83
133787,2015,4,85
133787,2015,8,73
133790,2015,5,68
133790,2015,7,75
134319,2015,10,55
135515,2015,3,83
135515,2015,10,75
137243,2015,9,75
134361,2015,6,72
136620,2015,8,30
136045,2015,7,31
136090,2015,8,71
136090,2015,9,77
137241,2015,1,81
138346,2015,1,48
136090,2015,6,72
136621,2015,3,34
137194,2015,11,32
137243,2015,3,81
138347,2015,3,39
137243,2015,4,81
138347,2015,4,30
137243,2015,8,71
137243,2015,10,79
137243,2015,11,86
137819,2015,7,74
138346,2015,4,23
138922,2015,8,28
138922,2015,9,32
144732,2015,1,77
144732,2015,8,70
144732,2015,5,75
138348,2015,8,41
138924,2015,10,54
148770,2015,4,76
148770,2015,6,72
151077,2015,10,72
149346,2015,4,73
149346,2015,9,68
149346,2015,12,87
151077,2015,4,70
133786,2015,5,75
133786,2015,6,74
133786,2015,7,71
133790,2015,9,86
134319,2015,3,42
134319,2015,8,51
136090,2015,3,82
136090,2015,12,89
137194,2015,4,23
134361,2015,3,83
134361,2015,9,73
136620,2015,10,41
134895,2015,2,48
134895,2015,9,52
134895,2015,10,51
134895,2015,11,44
134943,2015,2,76
134943,2015,6,71
137241,2015,7,72
134943,2015,11,85
135515,2015,5,74
136045,2015,3,35
138346,2015,9,33
137241,2015,11,85
136045,2015,12,40
137241,2015,12,89
136090,2015,4,83
136620,2015,7,31
136620,2015,12,36
137194,2015,2,36
138347,2015,2,41
138347,2015,7,36
137819,2015,3,80
137819,2015,9,73
137819,2015,10,79
137819,2015,12,89
138346,2015,7,30
138347,2015,9,40
138348,2015,5,43
138348,2015,9,47
138349,2015,2,48
138349,2015,5,46
138924,2015,4,34
144732,2015,4,74
144732,2015,7,78
149346,2015,11,81
151077,2015,8,76
148770,2015,12,89
149346,2015,1,77
149346,2015,5,68
149922,2015,7,65
133787,2015,11,81
133786,2015,12,87
133790,2015,1,84
134319,2015,1,55
135515,2015,6,70
135515,2015,7,66
134361,2015,5,73
137819,2015,2,73
134895,2015,6,27
137819,2015,11,85
134896,2015,4,34
136045,2015,5,32
137241,2015,8,70
136045,2015,9,39
138346,2015,11,37
136620,2015,3,33
136620,2015,6,21
136621,2015,4,22
136621,2015,8,29
136621,2015,12,38
137241,2015,5,76
138347,2015,11,43
138348,2015,2,44
138349,2015,4,37
138349,2015,7,43
138349,2015,11,53
138922,2015,4,25
138922,2015,5,34
144732,2015,6,81
144732,2015,9,68
148770,2015,1,79
148770,2015,2,79
149346,2015,6,72
151077,2015,2,80
151077,2015,6,74
133786,2015,1,84
133786,2015,3,84
133787,2015,3,84
134319,2015,2,51
133790,2015,6,69
133790,2015,10,82
134319,2015,5,33
134319,2015,11,46
135515,2015,12,88
136090,2015,11,85
137194,2015,7,28
134361,2015,1,83
136620,2015,1,45
137819,2015,4,81
137819,2015,8,72
134896,2015,1,57
137241,2015,4,82
134943,2015,9,83
134943,2015,12,87
138346,2015,3,35
137241,2015,10,78
138346,2015,10,42
136620,2015,2,38
137194,2015,3,32
137194,2015,6,20
138346,2015,5,32
137243,2015,5,75
137243,2015,12,89
137819,2015,1,79
138348,2015,3,42
138922,2015,2,40
138922,2015,6,18
138924,2015,6,30
144732,2015,3,77
144732,2015,10,69
138924,2015,7,41
138924,2015,12,52
148770,2015,8,67
148770,2015,11,83
149922,2015,2,71
149922,2015,4,68
149922,2015,6,69
149922,2015,10,71
133787,2015,1,84
133786,2015,4,85
133790,2015,3,82
134319,2015,4,33
134319,2015,9,56
136090,2015,10,76
137194,2015,10,37
134361,2015,12,88
134895,2015,3,40
134896,2015,3,44
134896,2015,12,50
134943,2015,1,81
136045,2015,6,22
137241,2015,6,72
137241,2015,2,75
138346,2015,8,27
138346,2015,12,37
136620,2015,4,23
136620,2015,9,36
136621,2015,2,39
136621,2015,7,29
136621,2015,9,36
136621,2015,10,40
137243,2015,1,80
137243,2015,2,75
137243,2015,6,72
138347,2015,8,34
138349,2015,12,54
138922,2015,1,52
138924,2015,2,45
144732,2015,11,72
138924,2015,11,50
151077,2015,12,87
148770,2015,10,73
149346,2015,2,75
149346,2015,8,68
151077,2015,9,73
151077,2015,11,80
133786,2015,8,70
133787,2015,12,85
133790,2015,2,80
134319,2015,7,52
134319,2015,12,46
135515,2015,2,78
136090,2015,7,69
137194,2015,9,32
134361,2015,2,80
134361,2015,4,83
134361,2015,7,70
134361,2015,11,84
134895,2015,4,31
134895,2015,5,31
134895,2015,12,46
134896,2015,7,49
134896,2015,8,50
134896,2015,11,48
134943,2015,4,80
134943,2015,7,72
134943,2015,8,76
134943,2015,10,83
135515,2015,1,82
136090,2015,5,76
136045,2015,2,42
138346,2015,2,37
137241,2015,3,81
136620,2015,5,32
137194,2015,5,31
138347,2015,6,24
137243,2015,7,71
137819,2015,6,71
138348,2015,4,33
138348,2015,6,29
138348,2015,7,40
138922,2015,3,38
138922,2015,7,31
138922,2015,12,42
138924,2015,8,43
148770,2015,7,63
148770,2015,9,69
149922,2015,3,68
149922,2015,5,67
149922,2015,12,84
151077,2015,5,70
133787,2015,5,73
133787,2015,6,72
133786,2015,9,74
133787,2015,9,77
133790,2015,8,79
133790,2015,11,85
133790,2015,12,85
137194,2015,1,45
137194,2015,8,25
138347,2015,10,48
134361,2015,10,72
134895,2015,1,54
134895,2015,7,47
134895,2015,8,46
134896,2015,2,51
134896,2015,9,55
134943,2015,3,82
134943,2015,5,71
135515,2015,9,74
136045,2015,11,36
136621,2015,1,47
136621,2015,5,30
138347,2015,5,38
138346,2015,6,18
138348,2015,11,48
138348,2015,12,50
138349,2015,1,61
138349,2015,3,47
138349,2015,6,32
138349,2015,9,48
138349,2015,10,56
138924,2015,1,59
138924,2015,5,44
138924,2015,9,47
144732,2015,12,85
138348,2015,1,57
149346,2015,3,73
148770,2015,3,77
148770,2015,5,68
149346,2015,7,65
149922,2015,1,75
149922,2015,8,69
149922,2015,9,66
149922,2015,11,79
151077,2015,1,80
151077,2015,3,77
151077,2015,7,71
133786,2016,3,84
133787,2016,5,74
133786,2016,6,73
133786,2016,8,75
133786,2016,10,60
133786,2016,11,56
133787,2016,12,81
133790,2016,1,78
133790,2016,8,73
133790,2016,10,80
133790,2016,11,71
134319,2016,10,38
135515,2016,8,66
136620,2016,3,23
134895,2016,7,38
137241,2016,3,82
138346,2016,3,26
136090,2016,6,64
137241,2016,5,76
136621,2016,2,30
138346,2016,4,33
137241,2016,6,65
137241,2016,11,52
138347,2016,9,37
138349,2016,5,39
138349,2016,6,27
138349,2016,10,44
138924,2016,6,25
138924,2016,12,63
144732,2016,2,79
144732,2016,7,69
144732,2016,12,80
148770,2016,3,82
148770,2016,5,73
149346,2016,8,64
149346,2016,11,82
149922,2016,4,63
149922,2016,6,62
149922,2016,10,72
133787,2016,2,83
133786,2016,7,70
133790,2016,4,70
133790,2016,7,65
134319,2016,5,28
134319,2016,9,50
137243,2016,10,59
138347,2016,8,43
134361,2016,2,84
134895,2016,8,47
134896,2016,5,26
136045,2016,7,25
137241,2016,9,62
136045,2016,11,36
134943,2016,12,81
137241,2016,1,82
138346,2016,1,51
137241,2016,10,57
136620,2016,10,27
136620,2016,12,48
137194,2016,1,47
138346,2016,11,33
137243,2016,6,63
137243,2016,7,64
138347,2016,7,26
137819,2016,2,81
137819,2016,7,64
138349,2016,2,44
138349,2016,8,51
138924,2016,4,42
138924,2016,9,44
144732,2016,3,80
144732,2016,8,69
138348,2016,5,37
148770,2016,8,62
148770,2016,9,66
149346,2016,3,81
149346,2016,6,63
149922,2016,8,64
149922,2016,9,65
151077,2016,1,88
151077,2016,4,72
133787,2016,3,83
133786,2016,5,76
133787,2016,6,73
133787,2016,7,69
133787,2016,8,75
133786,2016,9,74
133786,2016,12,81
133790,2016,6,72
134319,2016,3,31
134319,2016,8,49
135515,2016,5,74
137243,2016,3,82
134361,2016,1,83
134361,2016,8,72
137819,2016,1,82
134895,2016,10,35
134896,2016,2,34
134896,2016,10,39
136045,2016,4,27
134943,2016,8,70
134943,2016,10,77
135515,2016,4,79
135515,2016,11,51
136620,2016,4,26
136620,2016,7,23
136621,2016,8,35
136621,2016,12,48
137194,2016,6,19
138346,2016,7,21
138347,2016,1,54
138347,2016,12,57
137819,2016,4,76
138346,2016,8,33
138348,2016,7,31
138348,2016,9,43
138922,2016,4,37
138922,2016,11,36
144732,2016,9,68
144732,2016,10,73
144732,2016,4,75
151077,2016,6,69
149346,2016,1,83
149922,2016,3,76
151077,2016,7,73
151077,2016,11,85
133786,2016,4,80
133787,2016,4,79
133787,2016,10,65
133787,2016,11,58
133790,2016,12,80
134319,2016,6,25
134319,2016,7,42
137194,2016,3,24
138347,2016,4,37
136620,2016,2,28
134361,2016,11,51
134896,2016,8,51
134896,2016,11,46
134896,2016,12,55
134943,2016,2,81
134943,2016,7,65
136045,2016,8,34
135515,2016,6,64
136045,2016,1,49
136620,2016,1,47
136620,2016,9,32
136621,2016,1,48
137243,2016,1,83
138347,2016,2,34
137243,2016,5,76
137819,2016,10,60
138348,2016,11,46
138922,2016,3,28
138922,2016,8,34
138922,2016,10,31
144732,2016,1,79
138924,2016,8,49
138924,2016,10,44
148770,2016,12,83
149922,2016,2,75
151077,2016,2,86
134319,2016,1,49
134319,2016,4,31
135515,2016,1,84
135515,2016,10,58
135515,2016,12,79
136090,2016,5,75
136090,2016,8,68
137194,2016,8,29
137194,2016,10,26
137243,2016,4,76
138347,2016,10,36
136620,2016,5,27
134361,2016,7,68
134361,2016,9,69
134361,2016,12,82
134895,2016,2,30
134895,2016,4,29
134895,2016,5,26
134895,2016,6,23
134943,2016,9,77
136090,2016,11,52
136045,2016,5,26
138346,2016,10,29
136621,2016,10,27
137194,2016,4,28
137194,2016,12,45
138346,2016,12,50
138347,2016,5,33
137819,2016,11,56
138348,2016,3,36
138348,2016,12,62
138922,2016,1,54
138922,2016,2,37
138922,2016,6,17
138922,2016,7,23
138924,2016,2,40
138924,2016,5,39
144732,2016,5,78
144732,2016,11,76
151077,2016,12,84
148770,2016,1,83
148770,2016,6,61
149346,2016,4,71
149922,2016,1,80
149922,2016,12,79
151077,2016,10,75
133786,2016,1,84
133787,2016,9,77
133790,2016,2,79
133790,2016,3,77
135515,2016,3,83
136090,2016,1,83
136090,2016,10,60
137194,2016,9,28
137243,2016,8,69
134361,2016,4,80
134361,2016,5,75
134361,2016,6,71
134895,2016,11,39
134896,2016,3,32
134896,2016,4,33
134896,2016,6,25
134896,2016,7,42
134896,2016,9,50
134943,2016,1,79
134943,2016,3,81
134943,2016,4,74
134943,2016,11,70
136045,2016,12,48
135515,2016,7,60
136090,2016,3,81
136621,2016,4,26
136621,2016,6,17
136621,2016,11,35
137241,2016,2,82
138346,2016,2,33
137243,2016,9,65
137243,2016,12,78
138348,2016,1,59
138348,2016,10,42
138349,2016,1,64
138349,2016,11,50
138922,2016,5,30
138922,2016,9,30
138922,2016,12,54
138924,2016,7,32
144732,2016,6,71
138348,2016,6,24
148770,2016,7,59
148770,2016,10,76
149346,2016,7,62
149346,2016,10,74
149922,2016,7,63
151077,2016,3,84
133786,2016,2,83
134319,2016,2,30
134319,2016,11,41
136090,2016,9,66
136090,2016,12,80
137194,2016,2,26
137194,2016,5,28
138347,2016,11,40
134361,2016,3,84
134361,2016,10,57
137819,2016,5,77
134895,2016,9,46
134895,2016,12,50
134896,2016,1,53
136045,2016,3,23
137241,2016,8,67
136045,2016,9,33
138346,2016,9,29
136090,2016,2,82
