MERRA_ID,YEAR,MONTH,CLOUD_COVER_AVG,SHORTWAVE_SURFACE_AVG
148770,2016,2,0.65,2403.5
149346,2016,7,0.43,6892.8
149346,2016,11,0.57,1889.1
149922,2016,2,0.65,2234.6
149922,2016,6,0.38,7487
149922,2016,12,0.69,990.3
151077,2016,3,0.68,3460.9
151077,2016,4,0.56,5359.7
133786,2016,3,0.49,5082.3
133790,2016,1,0.51,3050.4
133790,2016,2,0.31,4615.1
133787,2016,4,0.39,6134.9
134319,2016,5,0.15,8574.8
134319,2016,11,0.26,4154.2
134361,2016,10,0.3,5163
134895,2016,7,0.35,7094.9
134896,2016,6,0.28,7637.9
134943,2016,7,0.42,6622.1
134943,2016,9,0.45,5212.1
135515,2016,3,0.49,5224.1
135515,2016,4,0.44,6147.9
136045,2016,8,0.16,7015
137194,2016,3,0.38,6127.4
137194,2016,4,0.38,6891.4
137194,2016,5,0.15,8187.2
137241,2016,2,0.39,3769.2
137243,2016,5,0.42,6846
137243,2016,8,0.45,6339.6
137819,2016,2,0.41,3731.4
137819,2016,11,0.42,3383.1
138346,2016,4,0.4,6792
138347,2016,5,0.23,8083.7
138347,2016,8,0.19,6894.4
138347,2016,9,0.19,6074
138346,2016,10,0.33,4903.6
138346,2016,11,0.27,3702.7
138349,2016,3,0.42,6084.1
138349,2016,4,0.42,6902.1
138349,2016,6,0.27,8355.4
138349,2016,12,0.48,3070.1
138922,2016,1,0.51,3010.6
138924,2016,3,0.47,5907.6
138924,2016,5,0.26,7963.9
138924,2016,6,0.26,8411.1
138924,2016,10,0.35,4855.7
138924,2016,12,0.49,2946.8
144732,2016,5,0.53,5956.6
144732,2016,8,0.5,5756.5
151077,2016,12,0.68,1026
148770,2016,11,0.55,1958.7
149346,2016,2,0.67,2316.6
149346,2016,3,0.65,3414.9
149346,2016,4,0.55,5429.3
149922,2016,1,0.71,1290.3
151077,2016,1,0.75,1248
133786,2016,1,0.48,3194.8
133787,2016,2,0.27,4659.6
133787,2016,3,0.49,5067.9
133787,2016,8,0.48,6004.7
133786,2016,10,0.31,5165.3
133790,2016,8,0.5,5681.6
134319,2016,12,0.52,3327.5
134361,2016,8,0.45,6090.5
134895,2016,6,0.26,7687.2
134896,2016,3,0.28,6480.5
134896,2016,8,0.26,6494.8
134943,2016,5,0.45,6330.2
135515,2016,2,0.35,4193.5
135515,2016,5,0.4,6958.2
136045,2016,6,0.23,8011.3
136045,2016,7,0.25,7923
136090,2016,1,0.51,2823.8
136090,2016,7,0.43,6611.2
136090,2016,10,0.28,5085.8
136090,2016,11,0.45,3507.5
136620,2016,2,0.16,4957
136620,2016,5,0.14,8241
136620,2016,6,0.23,8039
136621,2016,8,0.19,6971.5
137194,2016,1,0.46,3217.7
137194,2016,8,0.1,7172.7
137194,2016,9,0.19,6166.3
137194,2016,11,0.25,3802.6
137241,2016,1,0.5,2836.7
137241,2016,4,0.44,6252.1
137243,2016,4,0.42,6319.2
137241,2016,6,0.49,7015
137243,2016,12,0.54,2594.4
137819,2016,4,0.43,6353
138348,2016,4,0.44,6807.5
138348,2016,11,0.31,3729.9
138349,2016,5,0.24,8013.9
138349,2016,7,0.31,7557.1
138922,2016,6,0.25,8518.1
138922,2016,8,0.17,7001.1
138922,2016,11,0.27,3659.5
138922,2016,12,0.47,2824.2
144732,2016,4,0.5,5305.9
144732,2016,12,0.62,1772.8
148770,2016,1,0.67,1414.9
148770,2016,3,0.65,3323.7
149346,2016,12,0.66,1111.9
149922,2016,5,0.45,6587.2
151077,2016,9,0.37,4677.5
151077,2016,11,0.68,1563
133790,2016,4,0.39,6180
133787,2016,5,0.42,6834.1
133787,2016,6,0.49,6308.5
133787,2016,11,0.43,3902.4
133790,2016,7,0.42,6560.7
134319,2016,2,0.25,5263.9
134319,2016,9,0.27,6006.1
134896,2016,2,0.22,5247.9
134361,2016,5,0.4,6993.4
134361,2016,7,0.44,6508.1
134896,2016,1,0.34,3932.9
134895,2016,5,0.15,8456.9
134895,2016,12,0.5,3286.3
134896,2016,11,0.25,4072.9
138349,2016,2,0.21,4939.5
136045,2016,1,0.41,3501.7
136090,2016,4,0.44,6183.1
136090,2016,9,0.36,5636.4
136620,2016,1,0.44,3358.6
136621,2016,3,0.35,6290.9
136620,2016,4,0.33,7174.3
136620,2016,8,0.16,7033
136621,2016,9,0.22,5929.3
136621,2016,10,0.26,5018.6
137194,2016,10,0.28,5021.8
137243,2016,1,0.48,2899.3
137241,2016,3,0.51,5000.7
137241,2016,9,0.3,5752.7
137241,2016,11,0.44,3437.6
137819,2016,1,0.47,2917.1
138346,2016,1,0.5,3084
138347,2016,1,0.52,3110.5
138346,2016,2,0.26,4817.9
138348,2016,5,0.23,8050.6
138347,2016,12,0.5,2916.6
138924,2016,1,0.54,3108.2
138924,2016,8,0.26,6577.4
138924,2016,9,0.2,5972.1
138922,2016,10,0.36,4847.7
144732,2016,11,0.46,2495.3
148770,2016,7,0.42,6821.7
149346,2016,8,0.41,6051.5
149346,2016,10,0.46,3066.8
149922,2016,4,0.55,5448.9
151077,2016,8,0.43,5731.4
133786,2016,5,0.4,6928.4
133786,2016,8,0.47,6070.1
133787,2016,9,0.44,5340.1
133790,2016,11,0.43,3701
134319,2016,3,0.28,6505.4
134319,2016,10,0.31,5325.8
134361,2016,1,0.47,3231.9
134361,2016,3,0.48,5086.4
134361,2016,11,0.44,3843
134895,2016,1,0.34,3902.8
134943,2016,4,0.41,6215.5
134943,2016,11,0.42,3649.4
135515,2016,1,0.49,2944.6
135515,2016,7,0.42,6575.5
135515,2016,8,0.46,6060.7
135515,2016,11,0.43,3713.3
136045,2016,2,0.16,5022.3
136045,2016,11,0.23,3914.1
136090,2016,2,0.36,4079.7
136090,2016,8,0.43,6266.8
136090,2016,12,0.51,2720.2
136621,2016,1,0.44,3366.4
136621,2016,2,0.16,4929.4
136621,2016,4,0.33,7156.5
136621,2016,11,0.24,3840.1
137194,2016,2,0.21,4929
137243,2016,2,0.38,3800.6
137243,2016,6,0.47,7196.2
137241,2016,7,0.45,6645.9
137241,2016,8,0.45,6270.7
137243,2016,11,0.44,3388
137241,2016,12,0.53,2597.6
137819,2016,3,0.5,5171.4
137819,2016,10,0.27,4962.3
138347,2016,3,0.46,5994.3
138346,2016,6,0.23,8477.9
138346,2016,7,0.18,8146.3
138348,2016,7,0.28,7710.5
138348,2016,8,0.26,6559.6
138346,2016,9,0.15,6185
138348,2016,9,0.22,5930.8
138349,2016,10,0.3,4906.7
144732,2016,6,0.43,7168.6
148770,2016,5,0.45,6525.1
149922,2016,8,0.4,6028
149922,2016,10,0.48,2965.2
149922,2016,11,0.61,1786.3
151077,2016,5,0.48,6294.6
151077,2016,6,0.42,7171.1
133786,2017,3,0.41,5620
133790,2017,6,0.72,4916.8
133786,2017,8,0.6,5458.5
133786,2017,9,0.43,5157.9
133787,2017,10,0.3,4684.6
133786,2017,12,0.53,2985.3
134319,2017,2,0.47,4680
134361,2017,8,0.58,5608
134895,2017,4,0.27,7633.9
134895,2017,5,0.17,8445.5
134943,2017,4,0.39,6607.2
135515,2017,2,0.38,4203.2
135515,2017,11,0.35,3524
135515,2017,12,0.55,2710.6
136045,2017,4,0.32,7499.5
136045,2017,10,0.17,5342.7
136045,2017,12,0.36,3265.2
136090,2017,5,0.47,6531.8
136090,2017,7,0.35,6793.6
136090,2017,9,0.3,5782.5
136090,2017,10,0.27,4763.3
136621,2017,2,0.5,4041.3
136620,2017,3,0.35,5998
136620,2017,5,0.25,8184.5
136621,2017,6,0.15,8668.6
136621,2017,10,0.15,5278.7
137194,2017,4,0.35,7384.1
137241,2017,5,0.47,6480.2
137243,2017,6,0.59,6030.8
137243,2017,11,0.38,3330
137819,2017,5,0.46,6579.1
137819,2017,7,0.34,6972.9
138348,2017,1,0.51,2940.2
138348,2017,2,0.57,3793.3
138349,2017,2,0.54,3944.7
138347,2017,3,0.4,5904
138346,2017,8,0.19,7079.7
138347,2017,8,0.21,7063.6
138346,2017,12,0.31,3324.1
138349,2017,6,0.15,8812.1
138924,2017,4,0.4,7426.5
138922,2017,12,0.31,3283
144732,2017,9,0.33,5159.2
148770,2017,2,0.68,2287.5
148770,2017,8,0.41,5600.9
149922,2017,5,0.66,5132.6
149922,2017,10,0.58,2869.8
149922,2017,12,0.73,1057
133786,2017,7,0.5,6070.5
133787,2017,7,0.49,6089.9
133787,2017,9,0.45,5057.6
133787,2017,11,0.31,3865.7
133790,2017,11,0.32,3806.8
133790,2017,12,0.52,2989
134896,2017,2,0.46,4655.5
134361,2017,2,0.34,4439.8
134361,2017,5,0.45,6381.7
134896,2017,1,0.37,3650.7
134895,2017,3,0.31,6300.4
134895,2017,6,0.21,8568.4
134896,2017,9,0.16,6354.8
134943,2017,6,0.72,5272.7
135515,2017,3,0.44,5418
136090,2017,1,0.51,3133.4
136621,2017,8,0.16,7182.9
136621,2017,12,0.35,3278.6
137194,2017,6,0.13,8697.5
137194,2017,11,0.53,3364.6
137243,2017,4,0.47,6030.4
137241,2017,6,0.57,6011.9
137243,2017,10,0.26,4670.2
137241,2017,11,0.42,3264.6
138346,2017,2,0.51,3847.2
138346,2017,6,0.11,8810.7
138347,2017,7,0.37,6993
138922,2017,1,0.43,2997.2
138924,2017,5,0.25,8320.5
144732,2017,2,0.64,2922.4
144732,2017,5,0.53,6205.1
148770,2017,1,0.69,1413.3
148770,2017,12,0.72,1117.6
149346,2017,7,0.39,6601
151077,2017,8,0.46,5464.6
151077,2017,11,0.69,1581.9
133786,2017,1,0.44,3469.2
133787,2017,4,0.37,6713.9
133787,2017,3,0.41,5638.3
133790,2017,3,0.42,5496.1
134361,2017,1,0.45,3390.5
134361,2017,12,0.53,2902
134895,2017,1,0.37,3573.9
134896,2017,4,0.27,7676.6
134896,2017,7,0.54,5603.2
138349,2017,5,0.23,8372.3
134943,2017,3,0.41,5431
134943,2017,7,0.48,5981.1
134943,2017,10,0.3,4690.7
134943,2017,11,0.35,3695
135515,2017,4,0.38,6563.6
135515,2017,9,0.33,5642.6
136090,2017,6,0.65,5854.6
136620,2017,1,0.42,3392.8
136621,2017,1,0.43,3301.9
136620,2017,7,0.37,7263.1
136620,2017,8,0.15,7235.6
137194,2017,3,0.38,5974.5
137194,2017,8,0.16,7201.1
137243,2017,5,0.46,6529.3
137819,2017,4,0.5,5910.2
137819,2017,12,0.56,2592.6
138346,2017,4,0.37,7305.6
138346,2017,9,0.15,6262.8
138348,2017,8,0.22,6941.3
138349,2017,11,0.47,3537.3
138922,2017,2,0.51,3856.6
138922,2017,8,0.2,6945.5
138924,2017,9,0.24,6089.7
138922,2017,11,0.49,3481.8
138924,2017,11,0.5,3525.8
144732,2017,4,0.66,5193.3
149346,2017,1,0.72,1363.7
149346,2017,5,0.63,5161
149922,2017,1,0.73,1348.2
149922,2017,7,0.4,6603.2
149922,2017,11,0.64,1644.8
151077,2017,1,0.71,1469.4
151077,2017,10,0.57,2834
133790,2017,8,0.63,5352
133787,2017,5,0.45,6576.5
133790,2017,5,0.45,6751.8
133787,2017,6,0.68,5156.8
133787,2017,8,0.59,5453.8
134319,2017,4,0.25,7736.3
134895,2017,10,0.17,5511.7
134943,2017,1,0.49,3245.6
134943,2017,12,0.51,2792.1
135515,2017,7,0.37,6393.1
135515,2017,8,0.57,5715.3
136045,2017,1,0.4,3403
136045,2017,2,0.49,4217.6
136045,2017,3,0.34,6004.2
136045,2017,6,0.17,8640.7
136090,2017,2,0.43,4032.6
136090,2017,3,0.46,5235.9
136621,2017,4,0.31,7442
136621,2017,5,0.23,8191.7
136620,2017,11,0.53,3450.9
136620,2017,12,0.33,3350.7
137241,2017,2,0.48,3871.7
137241,2017,9,0.26,5744.6
137243,2017,9,0.26,5844.2
137241,2017,12,0.56,2556.7
137819,2017,2,0.48,3871.6
138347,2017,2,0.55,3759.2
138346,2017,3,0.39,5921.2
138349,2017,4,0.35,7583.4
138348,2017,7,0.42,6596.9
138348,2017,9,0.22,6168.4
138346,2017,11,0.5,3445.6
138924,2017,2,0.56,3831.3
138924,2017,1,0.5,2889.7
138924,2017,3,0.4,5875.1
138922,2017,4,0.39,7280.3
138922,2017,6,0.12,8818.6
138924,2017,7,0.4,6798
138924,2017,8,0.25,6838.2
138922,2017,10,0.15,5209.2
138924,2017,10,0.15,5337.3
138924,2017,12,0.31,3355.3
144732,2017,8,0.4,6153.8
148770,2017,3,0.65,3455.2
148770,2017,6,0.51,6517.6
149346,2017,3,0.65,3425.9
151077,2017,3,0.68,3554.7
151077,2017,6,0.6,5992.1
133786,2017,2,0.31,4531
133787,2017,2,0.3,4568.6
133787,2017,12,0.53,2972.8
133790,2017,9,0.49,4809.9
133790,2017,10,0.33,4770.2
134319,2017,3,0.34,6402.4
134319,2017,7,0.58,5296.4
134319,2017,8,0.26,6890.1
134361,2017,9,0.37,5380.1
134361,2017,11,0.33,3645.2
134895,2017,9,0.16,6307
134895,2017,11,0.52,3838.7
134896,2017,8,0.27,6712.1
134896,2017,10,0.18,5513.8
134943,2017,2,0.34,4372.9
134943,2017,8,0.63,5435.5
134943,2017,9,0.49,4986
136045,2017,5,0.24,8256.9
136045,2017,7,0.41,6962.3
136045,2017,8,0.16,7229
136045,2017,9,0.13,6351
136090,2017,12,0.56,2681.9
136620,2017,9,0.13,6326.5
136621,2017,11,0.52,3484.9
137194,2017,2,0.51,3967.5
137243,2017,7,0.33,6959.9
137243,2017,12,0.56,2635.1
137819,2017,1,0.59,2842.1
138347,2017,6,0.13,8897.6
138346,2017,7,0.31,7348
138347,2017,11,0.51,3465.2
138349,2017,10,0.13,5378.3
138922,2017,3,0.4,5863.4
144732,2017,7,0.45,6345.4
149922,2017,4,0.64,5002.6
151077,2017,5,0.68,4738.1
133790,2017,4,0.39,6638.8
133786,2017,5,0.45,6470.1
133790,2017,7,0.52,6007.7
133786,2017,11,0.32,3819.5
134319,2017,5,0.17,8515.1
134319,2017,9,0.15,6328.9
134361,2017,4,0.36,6551.9
134361,2017,7,0.48,6310.7
134895,2017,8,0.26,6949.3
134896,2017,5,0.17,8508.2
134896,2017,12,0.42,3167.7
135515,2017,1,0.49,3251.8
135515,2017,5,0.46,6484.1
136620,2017,4,0.32,7471
137194,2017,5,0.25,8174.7
137194,2017,9,0.13,6286
137194,2017,10,0.14,5296.2
137243,2017,3,0.46,5147.6
137241,2017,7,0.32,6821.4
137241,2017,8,0.57,5733.5
137241,2017,10,0.28,4715.6
137819,2017,6,0.59,6035.4
138346,2017,1,0.43,3043.5
138348,2017,4,0.38,7488
138348,2017,6,0.15,8900.8
138347,2017,9,0.19,6240.4
138347,2017,10,0.14,5325.3
138348,2017,10,0.14,5372
138349,2017,9,0.23,6176.9
138922,2017,5,0.2,8322.3
138922,2017,7,0.3,7320.6
144732,2017,3,0.6,3843.5
144732,2017,10,0.47,3568.1
144732,2017,11,0.54,2509.4
151077,2017,12,0.74,1106.7
148770,2017,4,0.65,5037.3
148770,2017,5,0.6,5455.5
148770,2017,10,0.53,3073.6
148770,2017,11,0.62,1889.7
149346,2017,4,0.65,4997
149346,2017,12,0.77,1020.1
149922,2017,8,0.44,5532
133787,2017,1,0.44,3494.8
133786,2017,6,0.68,5003.1
134319,2017,1,0.39,3624.7
134319,2017,6,0.21,8518.1
134319,2017,10,0.17,5552.4
134319,2017,11,0.55,3926.6
134895,2017,2,0.46,4562.9
134895,2017,7,0.55,5759.4
134896,2017,3,0.3,6371.8
134896,2017,6,0.22,8469.1
135515,2017,6,0.67,5636.5
135515,2017,10,0.29,4782.4
136620,2017,2,0.49,4053.6
136621,2017,3,0.34,5929.3
136621,2017,9,0.14,6308.8
137194,2017,1,0.41,3181.9
137194,2017,12,0.32,3356.9
137243,2017,1,0.56,2971.7
137241,2017,3,0.47,5035.4
137243,2017,8,0.55,5762.6
137819,2017,8,0.53,5786.1
137819,2017,11,0.38,3239.4
138347,2017,1,0.49,2937.5
138348,2017,3,0.39,5898.3
138346,2017,10,0.13,5269.9
138348,2017,12,0.31,3381.1
138349,2017,7,0.43,6489.3
138924,2017,6,0.15,8925.7
138922,2017,9,0.18,6192.6
144732,2017,1,0.74,1649.9
144732,2017,12,0.65,1632.7
148770,2017,7,0.38,6640.1
149346,2017,8,0.42,5617.9
149346,2017,9,0.31,4772.6
149346,2017,10,0.56,2907.5
149346,2017,11,0.63,1738.6
149922,2017,6,0.57,6241.9
149922,2017,9,0.33,4701.2
133790,2017,1,0.44,3517.9
133786,2017,4,0.36,6646
133786,2017,10,0.31,4702.8
133790,2017,2,0.31,4548.4
134319,2017,12,0.42,3139.6
134361,2017,3,0.43,5526.7
134361,2017,6,0.7,5153.5
134361,2017,10,0.32,4719.5
134895,2017,12,0.41,3104.6
134896,2017,11,0.51,3895.3
134943,2017,5,0.45,6750.9
136045,2017,11,0.53,3582.3
136090,2017,4,0.43,6275.6
136090,2017,8,0.57,5777.3
136090,2017,11,0.37,3479.9
136620,2017,6,0.14,8704.8
136621,2017,7,0.39,7003.6
136620,2017,10,0.14,5297.9
137194,2017,7,0.31,7395.7
137241,2017,1,0.57,2900.3
137243,2017,2,0.44,4009.5
137241,2017,4,0.49,6026.1
137819,2017,3,0.47,5037.8
137819,2017,9,0.26,5767.2
137819,2017,10,0.28,4628.2
138349,2017,1,0.48,3081.8
138349,2017,3,0.34,5910.8
138347,2017,4,0.39,7379
138346,2017,5,0.2,8256.4
138347,2017,5,0.23,8247.3
138348,2017,5,0.24,8314.2
138348,2017,11,0.51,3488.1
138347,2017,12,0.31,3358.6
138349,2017,8,0.22,6814.1
138349,2017,12,0.3,3392.6
144732,2017,6,0.44,7014.7
148770,2017,9,0.32,4890.8
149346,2017,2,0.71,2094.8
149346,2017,6,0.54,6311
149922,2017,2,0.71,1978.7
149922,2017,3,0.62,3634.6
151077,2017,2,0.72,2058.3
151077,2017,4,0.65,4689
151077,2017,7,0.43,6238.5
151077,2017,9,0.35,4458
133787,2018,6,0.58,5800.3
133786,2018,8,0.52,5525
133786,2018,11,0.64,2998.7
134319,2018,2,0.35,4810.7
134319,2018,7,0.55,5896.3
134361,2018,2,0.48,3987.8
134895,2018,2,0.32,4794.6
134895,2018,10,0.26,5073.8
134943,2018,7,0.55,5884.9
134943,2018,11,0.61,3100
135515,2018,2,0.52,3808
136090,2018,1,0.42,3315
136090,2018,5,0.58,5721.3
137194,2018,1,0.54,3488.9
138347,2018,3,0.48,5670.7
138347,2018,4,0.43,7181.7
138348,2018,4,0.43,7216.6
138347,2018,8,0.24,6922.9
138347,2018,10,0.3,4662.6
138348,2018,11,0.35,3866.2
138347,2018,12,0.36,2857.8
138349,2018,7,0.49,6607.6
138922,2018,5,0.22,8074.6
138922,2018,7,0.46,7064.5
138922,2018,11,0.32,3746.2
148770,2018,10,0.54,2815.3
149346,2018,1,0.78,1299.2
149346,2018,2,0.72,2082.2
149346,2018,4,0.62,4364.3
149346,2018,6,0.47,6854.3
149346,2018,8,0.52,5296.6
149922,2018,1,0.76,1225.3
149922,2018,10,0.58,2727.7
151077,2018,8,0.48,5362.7
133786,2018,1,0.44,3493.4
133786,2018,5,0.6,5617
133787,2018,7,0.49,5971
133787,2018,8,0.54,5513.2
133787,2018,2,0.45,4052.4
133790,2018,11,0.64,3105.7
134319,2018,8,0.59,5362.3
134361,2018,3,0.43,5386.2
134361,2018,7,0.46,6425.6
134361,2018,12,0.59,2569.6
134895,2018,1,0.4,4018.3
134896,2018,1,0.39,4037.8
134895,2018,5,0.24,8355.3
134895,2018,9,0.16,6378.1
134896,2018,8,0.58,5518.5
134943,2018,8,0.52,5765.2
134943,2018,10,0.4,4743.4
136045,2018,1,0.48,3620
136045,2018,6,0.21,8358.4
136045,2018,7,0.48,7132.2
136045,2018,12,0.33,3024.6
136621,2018,1,0.49,3543.1
136620,2018,8,0.3,6914.9
136620,2018,10,0.23,4879.9
136621,2018,12,0.32,2961.6
137194,2018,4,0.42,7152.7
137194,2018,10,0.22,4824.2
137243,2018,12,0.64,2090.1
137243,2018,8,0.46,5977.6
138346,2018,3,0.46,5636.4
138349,2018,3,0.45,5732.9
138349,2018,4,0.41,7272.9
138347,2018,7,0.48,6799
138347,2018,9,0.12,6501.9
138348,2018,10,0.34,4564.8
138347,2018,11,0.35,3830.6
138924,2018,7,0.49,6652.3
144732,2018,9,0.47,4432.7
144732,2018,10,0.49,3561.7
144732,2018,12,0.6,1611.6
149346,2018,7,0.43,6699.2
149346,2018,10,0.56,2704.5
149922,2018,9,0.48,4521.6
149922,2018,11,0.7,1344.1
151077,2018,9,0.48,4386.9
151077,2018,10,0.63,2683.2
133786,2018,7,0.49,6014.7
133786,2018,12,0.6,2681.7
133787,2018,12,0.6,2717.3
133790,2018,10,0.4,4823.8
134319,2018,3,0.49,6083
134319,2018,9,0.21,6329.3
134895,2018,3,0.48,5987.4
134895,2018,4,0.33,7645.4
134895,2018,12,0.36,3371.7
134896,2018,7,0.51,6222.6
135515,2018,3,0.42,5191.4
135515,2018,8,0.5,5756.7
136045,2018,3,0.48,5632.3
136045,2018,10,0.24,4901.7
136090,2018,3,0.44,5068.7
136090,2018,8,0.49,5921.7
136090,2018,10,0.47,4531.6
136621,2018,2,0.31,4646.1
136620,2018,3,0.46,5677.8
136620,2018,6,0.19,8395.9
136620,2018,9,0.13,6258.9
136621,2018,11,0.35,3856.7
137194,2018,12,0.32,2976.3
137241,2018,1,0.39,3143.9
137241,2018,2,0.61,3594.1
137243,2018,2,0.59,3578.4
137241,2018,3,0.45,4875.7
137241,2018,4,0.45,6099.2
137241,2018,10,0.48,4349.4
137243,2018,10,0.47,4505.3
137819,2018,2,0.63,3365.5
137819,2018,4,0.45,5916.6
138347,2018,1,0.56,3464.7
138347,2018,2,0.31,4666.5
138348,2018,3,0.49,5659.1
138346,2018,6,0.13,8731
138349,2018,9,0.15,6291.1
138924,2018,6,0.15,8869.3
148770,2018,1,0.76,1458.7
148770,2018,6,0.48,6864.5
148770,2018,9,0.49,4502.7
149346,2018,3,0.54,3889.6
149922,2018,2,0.72,1911.9
149922,2018,3,0.55,3855.4
149922,2018,5,0.55,6405.1
149922,2018,8,0.51,5305.6
149922,2018,12,0.68,1199.9
151077,2018,1,0.75,1270.3
133790,2018,5,0.67,5530
133786,2018,6,0.58,5832.2
133787,2018,9,0.43,5216.6
134319,2018,1,0.39,4121.2
134319,2018,11,0.35,4267.6
134319,2018,12,0.38,3446.5
134361,2018,5,0.61,5617.4
134895,2018,8,0.54,5720.3
134896,2018,9,0.2,6318.3
135515,2018,1,0.43,3355.4
135515,2018,7,0.43,6481.2
135515,2018,10,0.45,4587.5
136045,2018,4,0.37,7381
136620,2018,4,0.4,7233.9
136621,2018,5,0.18,8218.1
137194,2018,5,0.17,8198
137243,2018,3,0.44,4860
137243,2018,5,0.57,5873.5
137241,2018,8,0.49,5926.9
137241,2018,12,0.66,2073.8
137819,2018,12,0.63,2040.9
138348,2018,2,0.35,4645.2
138346,2018,4,0.42,7158.2
138348,2018,8,0.29,6709.6
138349,2018,10,0.34,4509.6
138924,2018,10,0.34,4561.2
144732,2018,2,0.76,2394.1
148770,2018,12,0.64,1284
149346,2018,11,0.68,1348.6
151077,2018,4,0.66,4210.4
151077,2018,5,0.49,6492.4
151077,2018,6,0.49,6584.7
133786,2018,3,0.42,5510.5
133790,2018,3,0.4,5522
133786,2018,4,0.39,6490
133786,2018,10,0.41,4779.9
133790,2018,2,0.43,4112.4
133790,2018,8,0.53,5696.5
133790,2018,12,0.6,2698
134896,2018,2,0.34,4785
134361,2018,4,0.37,6508
134895,2018,7,0.52,6325.2
134896,2018,10,0.29,5021.9
138349,2018,6,0.17,8639.7
134943,2018,1,0.43,3293.4
134943,2018,12,0.57,2592.1
135515,2018,5,0.61,5562
135515,2018,9,0.42,5441.7
135515,2018,11,0.6,3046.3
136045,2018,8,0.37,6799.9
136620,2018,5,0.17,8259.9
136620,2018,7,0.48,7096.7
136621,2018,9,0.13,6234.1
137194,2018,11,0.36,3880.8
137243,2018,4,0.43,6081.5
137241,2018,6,0.44,6569.4
137243,2018,6,0.43,6609.9
137241,2018,9,0.44,5387.2
137241,2018,11,0.56,2810.3
138347,2018,6,0.14,8789.1
138348,2018,6,0.16,8755.2
138346,2018,7,0.47,7091.2
138346,2018,8,0.21,7047.9
138346,2018,10,0.27,4763.8
138924,2018,2,0.35,4574
138922,2018,8,0.2,7028.4
138924,2018,9,0.14,6447.9
138922,2018,10,0.27,4783.1
138922,2018,12,0.35,2856.1
144732,2018,6,0.54,6306.3
144732,2018,8,0.46,5741.8
148770,2018,3,0.53,3863
148770,2018,5,0.56,6635.4
149346,2018,12,0.66,1245.1
149922,2018,7,0.43,6708.7
151077,2018,2,0.69,1901.5
133787,2018,1,0.44,3450
133786,2018,9,0.41,5321.7
133790,2018,6,0.61,5868.3
134319,2018,4,0.33,7662.5
134319,2018,10,0.26,5163.7
134361,2018,1,0.44,3490.5
134361,2018,8,0.5,5626.5
134895,2018,6,0.23,8337
134896,2018,3,0.48,6042.7
134896,2018,6,0.25,8211.6
134943,2018,9,0.51,4762.8
135515,2018,6,0.48,6482.5
136045,2018,2,0.3,4721
136090,2018,2,0.56,3728.5
136090,2018,4,0.42,6330.1
136090,2018,6,0.45,6686.9
136620,2018,2,0.3,4687.5
136621,2018,4,0.4,7262.1
136621,2018,8,0.31,6879.1
137194,2018,8,0.22,7179.6
137194,2018,9,0.08,6480.5
137241,2018,7,0.45,6609.7
137243,2018,9,0.46,5374.2
137243,2018,11,0.55,2885.9
137819,2018,6,0.47,6507
137819,2018,9,0.49,5246.7
137819,2018,11,0.54,2847.6
138348,2018,5,0.22,8193.7
138348,2018,7,0.48,6637.2
138346,2018,11,0.33,3810.8
138349,2018,12,0.35,2912.2
138922,2018,3,0.47,5605.4
138924,2018,3,0.51,5681.1
138924,2018,8,0.28,6646.7
138922,2018,9,0.1,6463.4
144732,2018,3,0.55,4106.4
148770,2018,7,0.44,6726.4
149922,2018,6,0.46,6844.5
151077,2018,7,0.42,6700.3
133790,2018,1,0.42,3369.2
133790,2018,4,0.42,6272.6
133787,2018,11,0.64,3015.9
133790,2018,7,0.58,5725.8
134319,2018,5,0.25,8328.7
134319,2018,6,0.25,8324
134361,2018,6,0.56,6016.4
134361,2018,10,0.43,4699
134361,2018,11,0.6,3130.8
134896,2018,5,0.26,8348.6
134896,2018,11,0.34,4240.3
134943,2018,5,0.67,5635.8
135515,2018,12,0.58,2375.3
136045,2018,11,0.35,3930.6
136090,2018,7,0.44,6568.9
136090,2018,9,0.42,5452.7
136090,2018,11,0.59,2914.3
136090,2018,12,0.62,2258
136620,2018,1,0.49,3571.5
136621,2018,6,0.2,8324.5
136621,2018,7,0.49,7135.9
136621,2018,10,0.26,4836.5
137194,2018,2,0.29,4756.7
137194,2018,3,0.45,5630
137194,2018,6,0.14,8599.8
137194,2018,7,0.48,7061.3
137241,2018,5,0.55,5992.9
137819,2018,1,0.37,3098.3
137819,2018,5,0.58,5906.9
137819,2018,7,0.47,6600.1
137819,2018,8,0.44,6025.3
138349,2018,1,0.5,3585.8
138349,2018,2,0.35,4631.6
138346,2018,5,0.2,8139.7
138346,2018,9,0.09,6494.7
138349,2018,8,0.31,6576.1
138349,2018,11,0.33,3899.9
138922,2018,1,0.56,3340.8
138924,2018,1,0.56,3449.3
138922,2018,2,0.27,4578.2
138922,2018,4,0.43,7144.9
138924,2018,4,0.44,7202.9
138924,2018,12,0.38,2813.4
144732,2018,7,0.44,6703.8
151077,2018,12,0.76,1124
148770,2018,4,0.6,4471.7
149346,2018,9,0.49,4457.2
149922,2018,4,0.62,4372.3
151077,2018,3,0.65,3571
133786,2018,2,0.45,4067.5
133787,2018,3,0.42,5512.4
133787,2018,4,0.4,6453.7
133787,2018,5,0.62,5555.3
