MERRA_ID,YEAR,MONTH,CLOUD_COVER_AVG,SHORTWAVE_SURFACE_AVG
137194,2014,12,0.51,2763.2
148770,2014,6,0.55,6572.9
148770,2014,8,0.43,5882
149346,2014,7,0.42,6517.3
149346,2014,9,0.4,4588.2
133786,2014,3,0.5,5051.1
133787,2014,10,0.27,5116.6
133790,2014,4,0.5,5905.6
134319,2014,2,0.46,4746.1
134895,2014,9,0.24,5942
134895,2014,11,0.19,4270.3
133790,2014,11,0.4,3637.4
134896,2014,1,0.36,3927.2
134361,2014,7,0.53,6391
134943,2014,2,0.57,3921.5
136621,2014,3,0.36,5917.5
137243,2014,1,0.4,3110.1
137243,2014,3,0.5,4739.1
134943,2014,6,0.6,6486
136620,2014,5,0.26,8098.2
135515,2014,6,0.6,5905.6
136090,2014,2,0.61,3728.5
136090,2014,4,0.56,5595.5
138349,2014,1,0.37,3567.9
136620,2014,9,0.1,6321
136620,2014,12,0.49,2891
137241,2014,4,0.56,5718.4
137241,2014,5,0.48,6351.5
138924,2014,7,0.55,6278
137243,2014,9,0.44,5440.5
137243,2014,10,0.31,4521.1
137243,2014,11,0.36,3423.7
137194,2014,2,0.44,4540.1
144732,2014,9,0.32,5516.6
137241,2014,6,0.62,5677.5
137241,2014,8,0.54,6510.7
138347,2014,9,0.11,6251.7
138347,2014,10,0.28,4845.4
138347,2014,11,0.25,3962.4
138922,2014,2,0.42,4436.3
137819,2014,7,0.51,6870.8
149922,2014,2,0.7,2176.2
149922,2014,3,0.59,3707.7
149346,2014,5,0.6,5857.3
149922,2014,10,0.51,2690.6
133786,2014,1,0.5,3146.9
133786,2014,6,0.6,5404.3
133787,2014,7,0.55,6138.9
134319,2014,4,0.3,7547.9
134319,2014,10,0.25,5363.8
134895,2014,6,0.16,8749.1
133790,2014,9,0.65,4485.6
134361,2014,3,0.51,5049.7
134361,2014,5,0.48,6408.9
134361,2014,9,0.51,5194.8
134896,2014,10,0.25,5309.5
136620,2014,1,0.4,3641.5
136621,2014,5,0.26,8208.4
134361,2014,12,0.47,2992.9
136621,2014,10,0.23,4956.6
134896,2014,12,0.49,3219.6
135515,2014,5,0.47,6300.1
138347,2014,3,0.38,6031.6
136620,2014,10,0.24,4933.9
138924,2014,4,0.38,7077.1
136045,2014,6,0.18,8656.7
138347,2014,6,0.19,8871.5
138348,2014,8,0.3,6655.7
138348,2014,10,0.28,4861.7
144732,2014,6,0.57,6416.4
151077,2014,1,0.76,1407
144732,2014,11,0.6,2350.6
137241,2014,7,0.51,6787.2
138346,2014,7,0.43,7137.3
138346,2014,8,0.26,6812.4
