MERRA_ID,YEAR,MONTH,PRECIPITATION,EVAPORATION,PRECIP_DAYS
136621,2016,5,0.96,4.99,31
136621,2016,9,15.66,12.39,30
137243,2016,3,73.24,107.89,31
137243,2016,10,4.68,29.95,31
137819,2016,1,118.96,48.7,31
137819,2016,11,49.74,15.61,30
138346,2016,10,0.84,7.32,31
138347,2016,11,30.64,9.94,30
134896,2016,10,2.07,36.01,31
134943,2016,2,96.35,69.53,29
137241,2016,2,137.54,67.7,29
137241,2016,6,38.27,101.42,30
137241,2016,8,46.28,77.43,31
134943,2016,9,198.2,107.48,30
138346,2016,12,46.58,9.17,31
136620,2016,4,4.64,7.81,30
137194,2016,4,7.84,13.07,30
138347,2016,12,67.73,12.54,31
138348,2016,7,16.08,32.22,31
138349,2016,2,6.36,31.28,29
138349,2016,4,42.33,37.01,30
138924,2016,4,49.12,28.4,30
144732,2016,4,117.11,83.92,30
148770,2016,1,70.6,18.5,31
148770,2016,11,59.06,23.5,30
149346,2016,9,162.13,53.75,30
149922,2016,9,136.4,35.54,30
133786,2016,11,8.13,16.3,30
133787,2016,3,87.21,105.41,31
133787,2016,11,6.02,18.04,30
134319,2016,6,48.67,9.81,30
134319,2016,2,3.78,30.58,29
134896,2016,3,0.32,30.25,31
135515,2016,1,96.14,49.9,31
136045,2016,7,7.06,10.49,31
136620,2016,7,10.71,4.1,31
136621,2016,6,8.52,1.56,30
137241,2016,3,109.9,107.18,31
137241,2016,4,75.81,132.89,30
137243,2016,4,108.1,133.82,30
137243,2016,11,41.67,14.32,30
137819,2016,2,173.02,63.61,29
137819,2016,9,30.13,60.85,30
138347,2016,10,11.08,16.62,31
138348,2016,8,157.93,53.25,31
134896,2016,9,91.38,51.33,30
134943,2016,4,78.57,111.41,30
138346,2016,6,1.57,2.74,30
136045,2016,8,106.34,31.04,31
134943,2016,12,67.91,50.78,31
137241,2016,9,18.7,53.27,30
136090,2016,10,4.01,33.01,31
136620,2016,5,3.42,7.21,31
138348,2016,5,17.39,35.62,31
136621,2016,4,10.17,10.85,30
136621,2016,10,0.39,5.2,31
138347,2016,8,59.42,52.05,31
144732,2016,1,44.44,15.95,31
144732,2016,3,175.33,56.88,31
144732,2016,6,45.1,142.69,30
138924,2016,5,20.01,37.58,31
144732,2016,12,143.58,12.28,31
149346,2016,4,95.93,49.31,30
149346,2016,12,121.8,30.02,31
148770,2016,7,83.52,55.77,31
149346,2016,7,97.34,55.11,31
149922,2016,6,57.58,51.53,30
149922,2016,11,61.94,14.83,30
133786,2016,5,72.66,166.75,31
133786,2016,8,94.44,136.78,31
133787,2016,1,150.91,48.8,31
133787,2016,2,54.5,77.96,29
133787,2016,8,105.45,130.79,31
134319,2016,1,43.33,23.17,31
134319,2016,3,1.85,26.29,31
133786,2016,10,6.26,46.91,31
133790,2016,2,76.09,81.62,29
134361,2016,4,119.18,138.23,30
134361,2016,8,85.11,119.8,31
134895,2016,4,3.22,17.67,30
134361,2016,7,32.29,106.9,31
134896,2016,1,43.1,22.35,31
134896,2016,8,93.79,62.05,31
134896,2016,11,14.31,17.29,30
134943,2016,1,86.85,55.31,31
134943,2016,7,51.84,114.39,31
135515,2016,2,83.35,72.7,29
135515,2016,9,162.87,69.44,30
136090,2016,6,38.89,84.16,30
137194,2016,5,4.53,4.77,31
137194,2016,8,27.4,16.48,31
137241,2016,7,39.92,74.98,31
138346,2016,7,5.67,17.16,31
138347,2016,4,42.33,22.27,30
138348,2016,2,9.08,24.22,29
138348,2016,4,59.62,27.79,30
134896,2016,4,4.45,28.83,30
134943,2016,11,6.34,53.2,30
137241,2016,12,110.4,38.56,31
136090,2016,5,97.22,152.95,31
136045,2016,1,20.27,15.29,31
136620,2016,11,11.82,7.67,30
136621,2016,8,69.19,39.51,31
137194,2016,2,0.15,10.38,29
137194,2016,3,0.48,1.86,31
137194,2016,11,3.86,3.16,30
138349,2016,1,43.86,18.17,31
138349,2016,11,34.9,18.5,30
138922,2016,8,66.06,35.46,31
138924,2016,8,91.41,52.5,31
138349,2016,9,49.46,39.75,30
148770,2016,12,97.46,22.65,31
149922,2016,7,130.14,50.8,31
149922,2016,12,126.55,16.92,31
151077,2016,2,115.13,18.49,29
151077,2016,12,74.53,14.83,31
148770,2016,10,68.93,39.61,31
149346,2016,3,215.86,29.11,31
149346,2016,5,62.79,59.8,31
149346,2016,8,79.08,48.66,31
149922,2016,10,83.04,22.7,31
133787,2016,4,75.57,141.5,30
133790,2016,8,107.58,98.18,31
134319,2016,10,3.56,35.72,31
134319,2016,5,0.48,2.65,31
133786,2016,9,167.07,104.62,30
133787,2016,9,160.37,122.61,30
133790,2016,6,159.93,131.16,30
134361,2016,12,68.18,50.52,31
134895,2016,10,3.09,28.48,31
136090,2016,4,118.13,140.24,30
136621,2016,12,25.72,13.63,31
137194,2016,10,0.03,3.56,31
137241,2016,5,73.04,150.44,31
137819,2016,3,83.49,104.71,31
138346,2016,4,21.66,24.72,30
138348,2016,6,17.95,26.35,30
134896,2016,6,30.2,15.21,30
134943,2016,3,89.44,85.49,31
136045,2016,3,1.41,4.44,31
138346,2016,1,47.5,13.01,31
138346,2016,9,35.75,12.08,30
136621,2016,11,12.31,10.33,30
137243,2016,1,121.81,49.32,31
138347,2016,1,78.01,13.48,31
138347,2016,9,50.67,26.71,30
137819,2016,8,54.88,104.09,31
138349,2016,12,38.61,17.19,31
138922,2016,2,5.74,20.93,29
138922,2016,6,1.65,3.62,30
138922,2016,12,52.25,9.1,31
144732,2016,8,123.8,81.13,31
138922,2016,11,7.93,6.57,30
149922,2016,2,113.91,12.16,29
151077,2016,3,128.19,27.81,31
133790,2016,11,7.42,48.77,30
134319,2016,4,4.13,18.7,30
134319,2016,9,108.28,51.43,30
134361,2016,11,11.7,6.34,30
134895,2016,11,6.86,9.77,30
134896,2016,2,4.47,29.66,29
135515,2016,11,11.36,8.92,30
135515,2016,12,119.56,41.79,31
136045,2016,5,1.12,4.56,31
136090,2016,2,119.56,73.58,29
136620,2016,12,22.1,12.6,31
137194,2016,1,29.57,12.48,31
137243,2016,5,87.6,152.25,31
137243,2016,7,34.39,86.63,31
137819,2016,7,31.2,83.15,31
138346,2016,3,1.51,6.88,31
138346,2016,5,13.87,17.64,31
138346,2016,8,18.55,32.57,31
138347,2016,5,28.63,26.19,31
138347,2016,7,8.74,24.13,31
138348,2016,12,70.87,14.61,31
134896,2016,7,42.07,56.31,31
134943,2016,8,61.8,97.88,31
137241,2016,1,118.82,47.43,31
136045,2016,9,13.69,14.98,30
138348,2016,11,45.01,14.76,30
136621,2016,3,0.26,6.71,31
137243,2016,9,33.42,62.38,30
137243,2016,12,105.55,39.14,31
137819,2016,12,113.8,37.04,31
138349,2016,6,21.91,45.11,30
138349,2016,7,19.59,49.48,31
138922,2016,10,1.2,8.76,31
144732,2016,9,174.92,61.93,30
138922,2016,5,12.96,25.18,31
148770,2016,3,167.4,33.12,31
148770,2016,4,82.15,63.99,30
149922,2016,8,141.51,42.24,31
151077,2016,6,97.05,145.02,30
151077,2016,8,179.75,123.37,31
151077,2016,5,69.52,104.85,31
148770,2016,8,57.44,50.57,31
149922,2016,3,212.08,19.48,31
151077,2016,7,140.67,155.36,31
133786,2016,6,149.21,133.48,30
133787,2016,6,145.22,135.07,30
133787,2016,12,41.89,51.72,31
134319,2016,7,33.41,46.56,31
133790,2016,1,139.57,49.17,31
133790,2016,5,73.49,88.69,31
133790,2016,12,39.32,52.02,31
134319,2016,12,57.3,11.82,31
134361,2016,6,240.68,124.03,30
134361,2016,9,99.81,84.42,30
134895,2016,7,23.31,45.01,31
134896,2016,12,48.28,13.75,31
135515,2016,4,106.01,140.15,30
135515,2016,6,69.4,102.88,30
135515,2016,10,11.57,27.07,31
136620,2016,8,13.6,30.61,31
136621,2016,1,25.84,16.28,31
136621,2016,2,0.23,23.92,29
136621,2016,7,5.52,8.21,31
137194,2016,6,0.38,1.66,30
137241,2016,11,42.06,9.03,30
136045,2016,2,0.16,20.09,29
134943,2016,6,221.28,142.08,30
136045,2016,6,12.43,1.64,30
136045,2016,12,30.47,9.14,31
136090,2016,3,75.87,112.81,31
137243,2016,6,25.21,101.63,30
138347,2016,6,6.85,9.61,30
137243,2016,8,43.74,97.33,31
138346,2016,2,4.2,19.15,29
138349,2016,3,3.68,33.76,31
138922,2016,3,2.63,9.55,31
138922,2016,7,47.68,22.72,31
138924,2016,1,55.04,13.57,31
138924,2016,6,34.06,29.86,30
138924,2016,7,21.51,36.25,31
138922,2016,9,32.3,12.93,30
138922,2016,1,40.7,12.31,31
138924,2016,9,50.64,35.43,30
148770,2016,2,95.85,22.43,29
148770,2016,6,56.55,79.94,30
149346,2016,10,70.77,41.13,31
151077,2016,9,113.44,75.12,30
151077,2016,11,84.36,18.56,30
149922,2016,5,60.14,42.09,31
151077,2016,10,93.26,36.56,31
133786,2017,4,18.32,117.15,30
133787,2017,2,37.99,78.44,28
133787,2017,3,27.48,102.97,31
133790,2017,10,39.46,132.97,31
133790,2017,12,56.3,52.57,31
134361,2017,9,94.53,99.39,30
134895,2017,4,0.02,12.65,30
135515,2017,8,111.39,114.35,31
135515,2017,10,38.93,66.48,31
136045,2017,1,19.85,16.03,31
136090,2017,10,66.68,88.04,31
136620,2017,5,1.23,4.7,31
136621,2017,7,133.4,33.15,31
137241,2017,4,155.35,129.94,30
137243,2017,5,189.67,142.16,31
137819,2017,11,28.73,53.22,30
138346,2017,6,0,1.81,30
138347,2017,4,1.1,38.18,30
138347,2017,5,20.92,29.08,31
138347,2017,8,20.39,38.24,31
138348,2017,1,115.25,20.73,31
136090,2017,2,86.31,70.84,28
136620,2017,7,44.68,31.52,31
136620,2017,9,4.16,5.12,30
136621,2017,10,0,0.54,31
138922,2017,3,7.57,40.76,31
138922,2017,4,0.64,28.3,30
138924,2017,2,65.18,20.21,28
138924,2017,4,6.86,40.83,30
138924,2017,12,0.9,8.78,31
138922,2017,11,0.79,0.33,30
138924,2017,10,0.1,20.95,31
144732,2017,7,161.79,147.64,31
148770,2017,7,126.67,92.64,31
151077,2017,6,216.52,134.98,30
151077,2017,9,64.73,86.43,30
148770,2017,3,95.3,42.42,31
148770,2017,8,112.32,63.47,31
149346,2017,1,117.55,21.12,31
149346,2017,3,105.81,37.54,31
149922,2017,1,118.33,13.35,31
149922,2017,3,122.74,20.61,31
149922,2017,6,232.58,62.77,30
151077,2017,7,222.88,160.7,31
133787,2017,5,37.45,89.91,31
133790,2017,5,47.75,89.32,31
133787,2017,10,52.86,74.37,31
134361,2017,5,74.52,113.05,31
134361,2017,12,106.91,31.21,31
134895,2017,2,8.86,23.51,28
134943,2017,11,35.27,43.52,30
135515,2017,3,35.36,104.81,31
135515,2017,4,32.22,120.68,30
135515,2017,7,69.18,146.64,31
135515,2017,9,163.86,102.32,30
135515,2017,11,17.08,38.11,30
136045,2017,4,0,5.71,30
136090,2017,3,60.03,106.94,31
136620,2017,1,27.46,17.98,31
136621,2017,4,0,26.57,30
137194,2017,2,70.66,22.97,28
137243,2017,6,201.42,144.42,30
137243,2017,7,60.08,160.75,31
138346,2017,10,0,2.1,31
138347,2017,12,0.15,2.13,31
138348,2017,12,0.51,5.78,31
138348,2017,4,3.45,47.79,30
135515,2017,5,111.23,118.2,31
137194,2017,3,0.92,39.86,31
138347,2017,3,17.52,43.75,31
138347,2017,11,4.55,2.51,30
137819,2017,7,56.35,163.48,31
138349,2017,8,60.23,68.33,31
138922,2017,10,0,2.45,31
144732,2017,8,32.8,99.77,31
138924,2017,11,6.27,10.25,30
144732,2017,11,115.3,26.27,30
149346,2017,2,93.42,22.61,28
148770,2017,1,101.39,18.26,31
148770,2017,11,143.68,28.87,30
133787,2017,1,77.64,61.57,31
133787,2017,4,16.76,102.23,30
133787,2017,11,26.68,35.73,30
134319,2017,6,0.04,1.86,30
134319,2017,10,0.02,25.21,31
133790,2017,11,64.62,67.19,30
134319,2017,1,62.02,20.36,31
134319,2017,11,7.07,7.17,30
134895,2017,10,0,10.65,31
134361,2017,2,67.04,75.86,28
134895,2017,11,3.73,2.94,30
134943,2017,1,40.88,56.95,31
136045,2017,2,15.03,19.92,28
136045,2017,9,3.29,3.07,30
137194,2017,4,0.01,23.4,30
137241,2017,2,82.24,63.6,28
137243,2017,8,82.28,113.28,31
137819,2017,4,231.09,123.9,30
137819,2017,5,172.26,156.95,31
137819,2017,6,169.35,155.05,30
138346,2017,2,58.59,22.35,28
138346,2017,4,0.16,24.97,30
138346,2017,7,83.09,22.2,31
138347,2017,6,0,12.64,30
138347,2017,9,12.4,30.24,30
134896,2017,2,12.73,22.93,28
136090,2017,6,147.75,141.3,30
136620,2017,6,0,0.8,30
138348,2017,6,0,35.35,30
138348,2017,7,100.47,49.18,31
138348,2017,11,5.83,7.9,30
136621,2017,6,0,0.79,30
136621,2017,11,0.11,0.13,30
138349,2017,2,52.67,28.35,28
138349,2017,4,4.21,64.45,30
138349,2017,5,18.06,60.62,31
138349,2017,9,32.56,41.55,30
138922,2017,2,39.74,23.27,28
138922,2017,6,0,2.25,30
144732,2017,4,202.5,92.32,30
138349,2017,11,3.39,12.07,30
138924,2017,1,94.21,18.47,31
144732,2017,12,45.61,17.1,31
148770,2017,2,77.5,22.04,28
149922,2017,5,154.73,43.6,31
151077,2017,10,81.96,58.49,31
149346,2017,6,166.11,78.68,30
149346,2017,11,125.52,37.18,30
149922,2017,7,92.69,72.21,31
133786,2017,11,17.19,27.82,30
133787,2017,6,261.34,123.81,30
133790,2017,3,37.44,58.57,31
133790,2017,7,186.75,160.69,31
133786,2017,7,62.28,147.56,31
133790,2017,4,28.54,65.73,30
134319,2017,8,24.93,94.11,31
134319,2017,12,8.84,7.75,31
134361,2017,10,54.95,59.56,31
134895,2017,6,2.34,1.75,30
134895,2017,12,3.07,6.31,31
134896,2017,7,260.07,44.76,31
134896,2017,12,5.64,5.17,31
134943,2017,2,19.71,64.11,28
134943,2017,4,27.89,77.54,30
136621,2017,5,0.35,4.59,31
136621,2017,12,0.24,0.71,31
137194,2017,5,3.08,10.4,31
137194,2017,12,0,0.29,31
137243,2017,9,111.2,112.06,30
137819,2017,8,94.09,117.62,31
137819,2017,12,70.16,40.12,31
138346,2017,1,52.59,19,31
138346,2017,5,20.06,11.35,31
138347,2017,2,104.99,21.86,28
134896,2017,5,1.97,6.4,31
136045,2017,3,0.27,29.67,31
137241,2017,8,156.89,96.08,31
136045,2017,12,0.41,1.99,31
137241,2017,11,30.33,46.23,30
136620,2017,4,0.01,21.66,30
137243,2017,11,18.51,50.46,30
138349,2017,6,0.01,54.62,30
138922,2017,8,72.7,34.77,31
138922,2017,9,31.29,26.61,30
138924,2017,6,0.01,38.42,30
144732,2017,5,174.9,121.33,31
144732,2017,3,142.02,48.46,31
148770,2017,4,151.65,66.69,30
148770,2017,9,49.42,46.47,30
148770,2017,10,130.73,41.12,31
149346,2017,5,162.89,62.06,31
149346,2017,10,115.95,46.31,31
149922,2017,4,150.6,31.09,30
151077,2017,3,93.37,31.56,31
148770,2017,5,202.11,89.32,31
151077,2017,1,76.5,14.91,31
133786,2017,8,96.86,108.32,31
133786,2017,12,78.63,32.87,31
134319,2017,2,14.29,24.79,28
133786,2017,9,121.4,104.39,30
134319,2017,3,0.35,34.71,31
134319,2017,7,245.82,56.57,31
134361,2017,3,40.95,112.78,31
134361,2017,7,71.59,151.34,31
134896,2017,8,49.44,71.18,31
135515,2017,1,168.72,58.84,31
136090,2017,1,175.17,61.47,31
136090,2017,12,117.45,38.73,31
136620,2017,2,48.02,21.29,28
137194,2017,8,4.92,14.69,31
137241,2017,1,257.7,51.22,31
137243,2017,10,146.77,80.36,31
137819,2017,1,202.14,49.52,31
138348,2017,3,27.71,50.61,31
138348,2017,10,0.05,18.41,31
134896,2017,3,0.78,33.52,31
137241,2017,3,78.28,98.89,31
136045,2017,8,40.92,31.15,31
134943,2017,12,70.48,42.47,31
136621,2017,8,84.4,33.17,31
137194,2017,9,4.95,11,30
137243,2017,1,187.52,52.18,31
138922,2017,5,22.25,13.77,31
149346,2017,4,151.37,47.61,30
149922,2017,8,83.14,50.04,31
149922,2017,10,116.05,34.15,31
149922,2017,11,107.91,21.14,30
151077,2017,2,103.11,13.62,28
151077,2017,5,178.91,88.34,31
151077,2017,12,42.94,14.54,31
149346,2017,9,70.59,47.21,30
149922,2017,12,83.04,15.85,31
151077,2017,11,87.88,23.55,30
133786,2017,1,105.78,65.82,31
133786,2017,2,47.16,81.34,28
133786,2017,6,286.88,116.02,30
133787,2017,7,68.79,153.95,31
133787,2017,9,142.23,113.65,30
133786,2017,10,41.43,62.49,31
134361,2017,1,84.9,60.8,31
134361,2017,4,27.41,130.66,30
134895,2017,1,45.41,19.89,31
134895,2017,3,0.35,33.09,31
134895,2017,8,30.56,78.79,31
134896,2017,4,0.21,24.41,30
134896,2017,10,0.09,19.22,31
134943,2017,5,74.56,107.26,31
135515,2017,2,30.8,71.48,28
136045,2017,5,0.47,2.48,31
136045,2017,7,114.08,31.59,31
136045,2017,10,0,0.49,31
136620,2017,10,0,0.59,31
136620,2017,12,0.06,0.21,31
136621,2017,1,32.02,19.17,31
137194,2017,6,0,1.57,30
137241,2017,6,176.9,150,30
137243,2017,4,133.25,126.78,30
137819,2017,9,83.14,117.67,30
134943,2017,7,149.29,147.92,31
136090,2017,5,213.39,132.24,31
138348,2017,8,32.35,53.91,31
136621,2017,2,23.43,22.99,28
137243,2017,3,65.71,95.6,31
137819,2017,2,46.1,60.86,28
138346,2017,3,4.86,39.42,31
138922,2017,12,0.01,0.28,31
138924,2017,5,35.39,43.3,31
138924,2017,8,30.77,57.71,31
138924,2017,9,18.3,37.38,30
144732,2017,9,42.01,59.25,30
149346,2017,12,73.82,29.73,31
149346,2017,7,84.47,76.54,31
133786,2017,3,29,116.86,31
133787,2017,12,73.19,33.92,31
133790,2017,2,25.9,63.38,28
133790,2017,9,222.66,132.63,30
134319,2017,4,0.05,18.01,30
133790,2017,6,200.28,129.37,30
134361,2017,11,17.02,30.28,30
134895,2017,7,298.97,52.1,31
134896,2017,11,4.51,5.21,30
134943,2017,9,172.22,125.53,30
136045,2017,6,0,0.72,30
136090,2017,8,140.71,108.78,31
136090,2017,9,175.5,109.42,30
136621,2017,3,0.77,41.22,31
137194,2017,1,22.6,19.81,31
137194,2017,7,113.57,9.21,31
137241,2017,5,255.74,141.4,31
137241,2017,7,83.93,154.24,31
138348,2017,2,100.37,23.66,28
138348,2017,5,22.13,44.76,31
134943,2017,8,192.78,140.82,31
138346,2017,8,41.85,20.16,31
136045,2017,11,0.74,0.15,30
138346,2017,11,1.43,0.26,30
136090,2017,4,73.03,128.48,30
136620,2017,8,135.43,26.53,31
136620,2017,11,0.17,0.1,30
136621,2017,9,3.59,3.8,30
138347,2017,1,101.56,19.36,31
137819,2017,10,194.12,84.83,31
138347,2017,10,0,7.31,31
138924,2017,3,33.55,41.31,31
144732,2017,6,122.86,147.73,30
138349,2017,1,65.46,23.52,31
138349,2017,7,141.49,60.16,31
138924,2017,7,110.32,52.7,31
144732,2017,1,127.68,15.82,31
149346,2017,8,111.88,62.48,31
149922,2017,9,89.83,38.22,30
133786,2017,5,49.91,98.81,31
133787,2017,8,99.6,117.85,31
133790,2017,1,28.65,60.33,31
133790,2017,8,400.75,145.38,31
134319,2017,5,3.28,6.45,31
134319,2017,9,9.3,48.94,30
134361,2017,6,173.32,118.47,30
134361,2017,8,102.65,109.3,31
134895,2017,9,7.05,34.17,30
134895,2017,5,1.11,4.09,31
134896,2017,6,3.14,2.98,30
134943,2017,6,184.37,116.31,30
134943,2017,10,61.11,99.86,31
135515,2017,12,98.43,32.91,31
136090,2017,7,121.01,146.07,31
136090,2017,11,17.04,51.11,30
136620,2017,3,1.03,38.87,31
137194,2017,10,0,1.18,31
137241,2017,9,139.22,103.94,30
137241,2017,10,147.63,85.74,31
137243,2017,2,59.37,62.81,28
137243,2017,12,78.54,37.33,31
137819,2017,3,78,90.88,31
138347,2017,7,72.72,37.61,31
134896,2017,1,45.28,18.63,31
134896,2017,9,10.81,39.64,30
134943,2017,3,22.37,65.59,31
137241,2017,12,66.73,35.48,31
138346,2017,12,0.01,0.25,31
135515,2017,6,129.54,135.54,30
138348,2017,9,20.5,36.07,30
137194,2017,11,0.08,0.29,30
138346,2017,9,8.51,23.7,30
138349,2017,3,17.2,59.44,31
138349,2017,10,0.04,25.66,31
138349,2017,12,0.41,9.63,31
144732,2017,2,73.87,29.67,28
138922,2017,1,46.29,17.45,31
138922,2017,7,136.46,32.47,31
144732,2017,10,100.7,39.51,31
148770,2017,6,132.43,111.02,30
148770,2017,12,58.34,23.48,31
149922,2017,2,110.17,12.86,28
151077,2017,4,154.99,62.52,30
151077,2017,8,117.19,131.12,31
133786,2019,1,76.74,62.39,31
133787,2019,8,143.23,127.23,31
133790,2019,6,73.18,98.22,30
133790,2019,11,156.26,66.73,30
134319,2019,7,55.81,30.15,31
134361,2019,2,126.11,66.87,28
134895,2019,1,17.56,21.47,31
134895,2019,4,2.54,40.84,30
134943,2019,7,87.86,129.81,31
135515,2019,3,73.4,104.3,31
135515,2019,11,82.21,54.01,30
136620,2019,8,1.01,9.02,31
136621,2019,10,0.03,26.26,31
137241,2019,9,5.21,51.1,30
137241,2019,11,66.01,56.31,30
137241,2019,12,176.53,52.26,31
137819,2019,8,193.18,106.78,31
138346,2019,9,13.02,12.92,30
138346,2019,12,36.13,22.08,31
138348,2019,3,57.13,44.79,31
138922,2019,1,35.72,14.77,31
137241,2019,1,149.12,53.01,31
136045,2019,3,23.09,35.13,31
135515,2019,12,176.54,47.31,31
138348,2019,5,49.34,48.21,31
136621,2019,9,6.11,19.9,30
137194,2019,11,40.61,8.69,30
138349,2019,11,94.98,15.19,30
137243,2019,2,113.7,58.32,28
137243,2019,7,25.74,129.65,31
137819,2019,2,165.49,58.7,28
138347,2019,11,126.42,9.83,30
138348,2019,12,82.14,17.21,31
138924,2019,4,39.79,39.13,30
144732,2019,4,169.98,82.67,30
144732,2019,10,177.66,38.54,31
148770,2019,2,93.83,20.97,28
149922,2019,2,109.26,14.52,28
149922,2019,8,87.48,76.31,31
149922,2019,12,85.8,13.75,31
151077,2019,4,176.06,56.97,30
151077,2019,11,76.31,20.47,30
133786,2019,2,67.02,77.24,28
133786,2019,10,48.92,49.16,31
133787,2019,2,44.1,74.77,28
133787,2019,4,78.44,130.86,30
133787,2019,5,31.87,123.35,31
134319,2019,6,8.61,3.68,30
133786,2019,7,154.47,113.89,31
133787,2019,9,7.24,90.6,30
134361,2019,1,70.06,58.32,31
134895,2019,11,57.78,15.27,30
134943,2019,8,165.73,121.09,31
136045,2019,7,73.78,7.72,31
136090,2019,7,29.6,105.33,31
136620,2019,1,24.6,15.96,31
136620,2019,4,8.73,24.45,30
137194,2019,1,15.18,15.15,31
137194,2019,6,1.14,1.72,30
137194,2019,9,19.09,15.49,30
137243,2019,12,212.89,45.96,31
137819,2019,6,415.81,152.85,30
138346,2019,2,76.7,23.24,28
138347,2019,3,32.4,38.93,31
134943,2019,3,45.69,86.17,31
135515,2019,1,93.75,57.57,31
135515,2019,6,74.15,99.05,30
138346,2019,6,7.86,5.69,30
138349,2019,3,39.88,53.77,31
138349,2019,7,60.86,51.83,31
138349,2019,8,34.52,46.86,31
138922,2019,6,10.61,9.84,30
138922,2019,7,10.32,4.29,31
138922,2019,10,0.01,2.44,31
138922,2019,12,26.14,19.73,31
138924,2019,7,46.39,39.07,31
138924,2019,9,43.1,24.45,30
144732,2019,5,162.28,122.79,31
144732,2019,6,211.29,144.05,30
144732,2019,9,18.38,76.65,30
138924,2019,8,50.86,32.98,31
148770,2019,1,73.98,20.88,31
148770,2019,11,53.68,27.12,30
149346,2019,2,100.13,17.28,28
148770,2019,3,110.91,36.39,31
148770,2019,4,159.45,56.27,30
148770,2019,7,94.51,86.76,31
148770,2019,10,171.19,36.98,31
149346,2019,1,94.58,24.28,31
149922,2019,9,139.11,51.45,30
133786,2019,3,82.38,114.9,31
133787,2019,3,86.9,112.16,31
134319,2019,4,3.93,42.5,30
134319,2019,5,1.57,25.74,31
133790,2019,1,67.17,65.62,31
133790,2019,10,168.52,79.74,31
134361,2019,3,87.11,107.98,31
134361,2019,5,39.77,139.29,31
134895,2019,5,2.32,20.43,31
134895,2019,7,47.72,27.92,31
134895,2019,12,59.06,23.57,31
134895,2019,2,47.05,26.93,28
134943,2019,11,152.83,72.14,30
135515,2019,10,143.12,46.16,31
136090,2019,5,49.28,153.94,31
136620,2019,2,58.26,18.41,28
136620,2019,7,57.48,4.99,31
136620,2019,9,37.59,19.71,30
136621,2019,7,243.87,6.25,31
137241,2019,7,38.14,108.5,31
137819,2019,7,38.05,152.49,31
137819,2019,10,185.45,47.29,31
138347,2019,1,49.22,16.44,31
138347,2019,6,0.06,23.1,30
138348,2019,1,50.85,17.85,31
138348,2019,4,43.09,48.77,30
138922,2019,2,60.82,22.82,28
134896,2019,4,4.26,43.34,30
134943,2019,2,51.14,60.75,28
136045,2019,4,5,29.11,30
136045,2019,6,0,1.16,30
136621,2019,1,25.97,17.56,31
136621,2019,3,24.37,38.74,31
137194,2019,5,1.04,4.77,31
137241,2019,8,42.44,87.15,31
138347,2019,2,133.59,22.09,28
138347,2019,5,30.36,39.11,31
138922,2019,11,87.39,8.92,30
144732,2019,11,60.73,19.39,30
138924,2019,12,56.14,14.92,31
144732,2019,1,77.85,22.02,31
148770,2019,5,159.33,76.97,31
149346,2019,4,153.64,42.31,30
149346,2019,11,78.16,38.08,30
149922,2019,5,195.66,38.97,31
151077,2019,6,140.64,138.11,30
151077,2019,7,56.53,170.96,31
151077,2019,9,141.9,72.57,30
149346,2019,3,116.92,24.97,31
149922,2019,7,73.59,81.87,31
133786,2019,8,102.86,114.14,31
134319,2019,2,70.48,26.82,28
133787,2019,7,137,130.6,31
133786,2019,9,6.06,76.24,30
133790,2019,5,33.35,58.95,31
133790,2019,8,243.48,122.09,31
134361,2019,6,73.3,100.13,30
134361,2019,11,65.08,49.81,30
134361,2019,12,157.22,46.36,31
134896,2019,7,84.58,28.62,31
134896,2019,9,29.18,43.8,30
134896,2019,12,54.83,23.06,31
135515,2019,4,100.09,131.12,30
136045,2019,10,0,15.27,31
136090,2019,2,71.9,65.94,28
137241,2019,4,136.68,135.09,30
137819,2019,9,7.71,58.1,30
137819,2019,11,70.28,58.65,30
138346,2019,5,14.57,26.53,31
138347,2019,10,0.05,7.25,31
134896,2019,3,17.57,45.19,31
134896,2019,6,10.12,11.24,30
137194,2019,7,3.59,1.53,31
137194,2019,12,44.11,16.82,31
138349,2019,12,44.07,18.32,31
138347,2019,7,25.84,12.97,31
137819,2019,3,111.02,96.02,31
138348,2019,7,49.3,35.28,31
138924,2019,3,46.92,36.12,31
138924,2019,5,55.58,47.4,31
144732,2019,7,55.18,172.87,31
144732,2019,3,131.94,48.39,31
138922,2019,9,5.95,8.96,30
138924,2019,10,0.38,12.5,31
138924,2019,11,104.61,11.59,30
144732,2019,12,93.56,13.5,31
148770,2019,8,59.49,66.61,31
149346,2019,5,212.19,53.21,31
149346,2019,9,114.23,50.96,30
149922,2019,1,102.9,15.06,31
151077,2019,5,177.67,81.13,31
151077,2019,2,89.25,22.73,28
133786,2019,4,93.23,133.79,30
133790,2019,2,72.74,73.36,28
133790,2019,12,223.85,59.72,31
134319,2019,12,67.29,28.53,31
133790,2019,3,58.71,93.57,31
133790,2019,4,74.81,77.78,30
134319,2019,3,22.38,47.35,31
134319,2019,10,0,39.7,31
134361,2019,10,67.78,44.12,31
134895,2019,6,2.77,2.57,30
134895,2019,9,88.42,45.86,30
134943,2019,9,39.1,93.07,30
135515,2019,7,37.74,95.31,31
136090,2019,4,157.48,137.07,30
136620,2019,3,28.78,32.77,31
