MERRA_ID,YEAR,MONTH,PRECIPITATION,EVAPORATION,PRECIP_DAYS
144732,2014,7,123.39,138.14,31
144732,2014,5,113.61,118.75,31
138347,2014,11,1.52,9.34,30
138922,2014,4,7.37,6.39,30
138922,2014,7,53.22,29,31
138922,2014,10,0.14,13.71,31
149346,2014,4,165.94,39.5,30
149346,2014,10,100.53,45.71,31
149346,2014,11,102.13,36.87,30
148770,2014,7,185.3,80.27,31
149922,2014,11,136.16,20.58,30
133786,2015,8,75.57,101.16,31
133787,2015,11,60.79,64.81,30
134319,2015,10,20.91,39.43,31
133790,2015,8,202.8,124.24,31
134319,2015,12,11.81,17.44,31
134361,2015,1,79.51,50.01,31
134361,2015,9,110.23,80.17,30
134895,2015,6,27,16.56,30
134896,2015,4,6.83,38.24,30
134896,2015,10,21.75,40.25,31
134943,2015,5,24.04,112.08,31
136045,2015,6,18.54,7.65,30
136090,2015,6,57.72,131.63,30
136620,2015,12,2.22,3.54,31
138347,2015,1,32.99,15.62,31
138347,2015,8,29.51,34.23,31
138348,2015,11,29.36,17.85,30
134361,2015,5,57.05,150.18,31
134895,2015,1,74.39,22.15,31
136045,2015,1,19.93,14.22,31
136090,2015,12,198.94,52.84,31
136090,2015,2,145.77,52.84,28
137194,2015,11,1.32,5.02,30
137241,2015,10,115.56,82.63,31
138346,2015,10,15.82,25.62,31
138346,2015,11,7.4,11.66,30
138347,2015,4,10.19,28.25,30
137819,2015,2,112.54,48.33,28
138346,2015,4,3.25,16.48,30
138347,2015,12,27.9,9.34,31
138348,2015,7,18.25,48.35,31
138349,2015,3,56.04,49.75,31
138349,2015,8,29.88,58.86,31
138922,2015,5,14.31,26.02,31
138922,2015,6,7.12,10.02,30
149346,2015,5,89.22,46.54,31
149346,2015,6,194.83,59.57,30
151077,2015,10,103.47,33.37,31
149922,2015,2,34.72,10.97,28
149922,2015,3,43.63,19.72,31
149922,2015,11,137.58,16.97,30
133786,2015,3,77.33,111.06,31
133787,2015,7,77.39,121.66,31
133790,2015,3,69.74,104.69,31
134319,2015,2,5.01,36.14,28
134319,2015,3,18.62,41.36,31
133787,2015,10,100.57,62.48,31
