STATE_CODE,STATE_CODE_EXP,SHRP_ID,TRAFFIC_OPEN_YEAR_EXP_NO,VEHICLE_CLASS,VEHICLE_CLASS_EXP,VEH_CLASS_DIST_PERCENT,VEH_CLASS_GROWTH_RATE,VEH_CLASS_GROWTH_FUNCTION,VEH_CLASS_GROWTH_USE_RATING,VEH_CLASS_GROWTH_USE_RATING_EXP,AADTT_FIRST_YEAR_LTPP_LANE
4,Arizona,1018,1976,4,FHWA Class 4 (Buses),2.069999933242798,5.230000019073486,compound,6,Bad - No monitoring data are present.,179
4,Arizona,1018,1997,4,FHWA Class 4 (Buses),2.119999885559082,4.929999828338623,compound,6,Bad - No monitoring data are present.,505
4,Arizona,1018,1976,12,"FHWA Class 12 (Six axle, multi trailer truck)",0.49000000953674316,11.600000381469727,linear,6,Bad - No monitoring data are present.,179
4,Arizona,1018,1997,12,"FHWA Class 12 (Six axle, multi trailer truck)",0.6000000238418579,5.159999847412109,compound,6,Bad - No monitoring data are present.,505
4,Arizona,1018,1976,10,"FHWA Class 10 (Six or more axle, one trailer truck)",0.8999999761581421,5.369999885559082,compound,6,Bad - No monitoring data are present.,179
4,Arizona,1018,1997,10,"FHWA Class 10 (Six or more axle, one trailer truck)",0.949999988079071,4.849999904632568,compound,6,Bad - No monitoring data are present.,505
4,Arizona,1018,1976,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",3.700000047683716,4.989999771118164,compound,6,Bad - No monitoring data are present.,179
4,Arizona,1018,1997,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",3.7100000381469727,4.869999885559082,compound,6,Bad - No monitoring data are present.,505
4,Arizona,1021,1978,10,"FHWA Class 10 (Six or more axle, one trailer truck)",5.909999847412109,23.56999969482422,linear,6,Bad - No monitoring data are present.,311
4,Arizona,1021,1997,10,"FHWA Class 10 (Six or more axle, one trailer truck)",5.639999866485596,8.170000076293945,linear,6,Bad - No monitoring data are present.,1772
4,Arizona,1021,1997,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",9.9399995803833,4.940000057220459,linear,6,Bad - No monitoring data are present.,1772
4,Arizona,1021,1978,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",10.25,9.899999618530273,compound,6,Bad - No monitoring data are present.,311
4,Arizona,1021,1997,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",2.740000009536743,2.950000047683716,linear,6,Bad - No monitoring data are present.,1772
4,Arizona,1021,1997,6,FHWA Class 6 (Three axle Single-unit truck),1.3600000143051147,5.960000038146973,linear,6,Bad - No monitoring data are present.,1772
4,Arizona,1021,1997,12,"FHWA Class 12 (Six axle, multi trailer truck)",1.0299999713897705,5.090000152587891,linear,6,Bad - No monitoring data are present.,1772
4,Arizona,1021,1997,7,FHWA Class 7 (Four or more axle Single-unit truck),0.1599999964237213,9.279999732971191,linear,6,Bad - No monitoring data are present.,1772
4,Arizona,1021,1978,7,FHWA Class 7 (Four or more axle Single-unit truck),0.25999999046325684,13.819999694824219,linear,6,Bad - No monitoring data are present.,311
4,Arizona,1021,1978,12,"FHWA Class 12 (Six axle, multi trailer truck)",0.46000000834465027,63.529998779296875,linear,6,Bad - No monitoring data are present.,311
4,Arizona,1021,1997,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",0.8899999856948853,8.140000343322754,linear,6,Bad - No monitoring data are present.,1772
4,Arizona,1021,1978,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",0.9100000262260437,24.81999969482422,linear,6,Bad - No monitoring data are present.,311
4,Arizona,1021,1997,9,"FHWA Class 9 (Five axle, one trailer truck)",65.63999938964844,4.739999771118164,linear,6,Bad - No monitoring data are present.,1772
4,Arizona,1021,1978,9,"FHWA Class 9 (Five axle, one trailer truck)",66.3499984741211,10.010000228881836,compound,6,Bad - No monitoring data are present.,311
4,Arizona,1021,1978,6,FHWA Class 6 (Three axle Single-unit truck),1.5399999618530273,9.350000381469727,compound,6,Bad - No monitoring data are present.,311
4,Arizona,1021,1997,4,FHWA Class 4 (Buses),1.4600000381469727,5.829999923706055,linear,6,Bad - No monitoring data are present.,1772
4,Arizona,1021,1978,4,FHWA Class 4 (Buses),1.6399999856948853,9.420000076293945,compound,6,Bad - No monitoring data are present.,311
4,Arizona,1021,1997,8,"FHWA Class 8 (Four or less axle, one trailer truck)",11.140000343322754,3.7200000286102295,linear,6,Bad - No monitoring data are present.,1772
4,Arizona,1021,1978,8,"FHWA Class 8 (Four or less axle, one trailer truck)",10.260000228881836,10.449999809265137,compound,6,Bad - No monitoring data are present.,311
4,Arizona,1021,1978,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",2.430000066757202,10.510000228881836,compound,6,Bad - No monitoring data are present.,311
4,Arizona,1022,2015,8,"FHWA Class 8 (Four or less axle, one trailer truck)",3.8399999141693115,3.0299999713897705,compound,6,Bad - No monitoring data are present.,3383
4,Arizona,1022,1977,9,"FHWA Class 9 (Five axle, one trailer truck)",78.43000030517578,15.100000381469727,linear,6,Bad - No monitoring data are present.,39
4,Arizona,1022,1996,9,"FHWA Class 9 (Five axle, one trailer truck)",78.54000091552734,5.010000228881836,linear,6,Bad - No monitoring data are present.,1756
4,Arizona,1022,2015,9,"FHWA Class 9 (Five axle, one trailer truck)",79.30999755859375,2.5399999618530273,compound,6,Bad - No monitoring data are present.,3383
4,Arizona,1022,1977,7,FHWA Class 7 (Four or more axle Single-unit truck),0,0,compound,6,Bad - No monitoring data are present.,39
4,Arizona,1022,1996,7,FHWA Class 7 (Four or more axle Single-unit truck),0,0,compound,6,Bad - No monitoring data are present.,1756
4,Arizona,1022,2015,7,FHWA Class 7 (Four or more axle Single-unit truck),0,0,compound,6,Bad - No monitoring data are present.,3383
4,Arizona,1022,1977,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",8.880000114440918,15.100000381469727,linear,6,Bad - No monitoring data are present.,39
4,Arizona,1022,1996,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",9.010000228881836,4.289999961853027,linear,6,Bad - No monitoring data are present.,1756
4,Arizona,1022,1996,8,"FHWA Class 8 (Four or less axle, one trailer truck)",4.300000190734863,0.7200000286102295,compound,6,Bad - No monitoring data are present.,1756
4,Arizona,1022,1977,8,"FHWA Class 8 (Four or less axle, one trailer truck)",3.380000114440918,15.100000381469727,linear,6,Bad - No monitoring data are present.,39
4,Arizona,1022,2015,12,"FHWA Class 12 (Six axle, multi trailer truck)",1.7999999523162842,3.2300000190734863,compound,6,Bad - No monitoring data are present.,3383
4,Arizona,1022,1996,12,"FHWA Class 12 (Six axle, multi trailer truck)",1.7200000286102295,5.769999980926514,linear,6,Bad - No monitoring data are present.,1756
4,Arizona,1022,1977,12,"FHWA Class 12 (Six axle, multi trailer truck)",1.6699999570846558,15.100000381469727,linear,6,Bad - No monitoring data are present.,39
4,Arizona,1022,2015,4,FHWA Class 4 (Buses),1.059999942779541,2.740000009536743,compound,6,Bad - No monitoring data are present.,3383
4,Arizona,1022,1996,4,FHWA Class 4 (Buses),1.090000033378601,4.460000038146973,linear,6,Bad - No monitoring data are present.,1756
4,Arizona,1022,1977,4,FHWA Class 4 (Buses),0.7300000190734863,15.100000381469727,linear,6,Bad - No monitoring data are present.,39
4,Arizona,1022,2015,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",0.09000000357627869,0,compound,6,Bad - No monitoring data are present.,3383
4,Arizona,1022,1996,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",0.07999999821186066,3.5299999713897705,linear,6,Bad - No monitoring data are present.,1756
4,Arizona,1022,1977,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",2,0,linear,6,Bad - No monitoring data are present.,39
4,Arizona,1022,2015,6,FHWA Class 6 (Three axle Single-unit truck),0.6200000047683716,0,compound,6,Bad - No monitoring data are present.,3383
4,Arizona,1022,1996,6,FHWA Class 6 (Three axle Single-unit truck),0.6800000071525574,2.569999933242798,compound,6,Bad - No monitoring data are present.,1756
4,Arizona,1022,1977,6,FHWA Class 6 (Three axle Single-unit truck),0.28999999165534973,15.100000381469727,linear,6,Bad - No monitoring data are present.,39
4,Arizona,1022,2015,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",4.260000228881836,2.740000009536743,compound,6,Bad - No monitoring data are present.,3383
4,Arizona,1022,1996,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",4.25,4.820000171661377,linear,6,Bad - No monitoring data are present.,1756
4,Arizona,1022,1977,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",4.690000057220459,15.100000381469727,linear,6,Bad - No monitoring data are present.,39
4,Arizona,1022,2015,10,"FHWA Class 10 (Six or more axle, one trailer truck)",0.33000001311302185,0,compound,6,Bad - No monitoring data are present.,3383
4,Arizona,1022,2015,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",8.6899995803833,2.680000066757202,compound,6,Bad - No monitoring data are present.,3383
4,Arizona,1022,1977,10,"FHWA Class 10 (Six or more axle, one trailer truck)",0.15000000596046448,31.239999771118164,compound,6,Bad - No monitoring data are present.,39
4,Arizona,1022,1996,10,"FHWA Class 10 (Six or more axle, one trailer truck)",0.33000001311302185,4.440000057220459,linear,6,Bad - No monitoring data are present.,1756
4,Arizona,1024,1977,10,"FHWA Class 10 (Six or more axle, one trailer truck)",0.3100000023841858,6.550000190734863,compound,6,Bad - No monitoring data are present.,579
4,Arizona,1024,1999,10,"FHWA Class 10 (Six or more axle, one trailer truck)",0.3400000035762787,7.949999809265137,linear,6,Bad - No monitoring data are present.,1735
4,Arizona,1024,1977,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",5.050000190734863,6.550000190734863,compound,6,Bad - No monitoring data are present.,579
4,Arizona,1024,1999,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",3.759999990463257,13.539999961853027,linear,6,Bad - No monitoring data are present.,1735
4,Arizona,1024,1977,6,FHWA Class 6 (Three axle Single-unit truck),0.6700000166893005,6.78000020980835,compound,6,Bad - No monitoring data are present.,579
4,Arizona,1024,1999,6,FHWA Class 6 (Three axle Single-unit truck),0.6100000143051147,9.9399995803833,linear,6,Bad - No monitoring data are present.,1735
4,Arizona,1024,1977,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",0,0,linear,6,Bad - No monitoring data are present.,579
4,Arizona,1024,1999,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",0.05000000074505806,9.760000228881836,linear,6,Bad - No monitoring data are present.,1735
4,Arizona,1024,1977,4,FHWA Class 4 (Buses),1.0399999618530273,5.28000020980835,compound,6,Bad - No monitoring data are present.,579
4,Arizona,1024,1999,4,FHWA Class 4 (Buses),1.0199999809265137,7.849999904632568,linear,6,Bad - No monitoring data are present.,1735
4,Arizona,1024,1977,12,"FHWA Class 12 (Six axle, multi trailer truck)",1.7899999618530273,5.239999771118164,compound,6,Bad - No monitoring data are present.,579
4,Arizona,1024,1999,12,"FHWA Class 12 (Six axle, multi trailer truck)",1.649999976158142,9.300000190734863,linear,6,Bad - No monitoring data are present.,1735
4,Arizona,1024,1977,8,"FHWA Class 8 (Four or less axle, one trailer truck)",2.0999999046325684,5.820000171661377,compound,6,Bad - No monitoring data are present.,579
4,Arizona,1024,1999,8,"FHWA Class 8 (Four or less axle, one trailer truck)",0.6899999976158142,36.959999084472656,linear,6,Bad - No monitoring data are present.,1735
4,Arizona,1024,1977,9,"FHWA Class 9 (Five axle, one trailer truck)",81.4800033569336,5.820000171661377,compound,6,Bad - No monitoring data are present.,579
4,Arizona,1024,1999,9,"FHWA Class 9 (Five axle, one trailer truck)",83.20999908447266,8.010000228881836,linear,6,Bad - No monitoring data are present.,1735
4,Arizona,1024,1977,7,FHWA Class 7 (Four or more axle Single-unit truck),0,15.770000457763672,compound,6,Bad - No monitoring data are present.,579
4,Arizona,1024,1999,7,FHWA Class 7 (Four or more axle Single-unit truck),0,0,linear,6,Bad - No monitoring data are present.,1735
4,Arizona,1024,1977,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",7.559999942779541,6.239999771118164,compound,6,Bad - No monitoring data are present.,579
4,Arizona,1024,1999,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",8.670000076293945,6.760000228881836,linear,6,Bad - No monitoring data are present.,1735
4,Arizona,1025,1978,10,"FHWA Class 10 (Six or more axle, one trailer truck)",0.38999998569488525,6.360000133514404,compound,6,Bad - No monitoring data are present.,585
4,Arizona,1025,1999,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",5.949999809265137,9.470000267028809,linear,6,Bad - No monitoring data are present.,2083
4,Arizona,1025,1978,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",5.21999979019165,6.519999980926514,compound,6,Bad - No monitoring data are present.,585
4,Arizona,1025,1999,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",4.300000190734863,10.170000076293945,linear,6,Bad - No monitoring data are present.,2083
4,Arizona,1025,1978,6,FHWA Class 6 (Three axle Single-unit truck),0.9900000095367432,6.239999771118164,compound,6,Bad - No monitoring data are present.,585
4,Arizona,1025,1999,6,FHWA Class 6 (Three axle Single-unit truck),0.9300000071525574,8.369999885559082,linear,6,Bad - No monitoring data are present.,2083
4,Arizona,1025,1978,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",0.12999999523162842,6.519999980926514,compound,6,Bad - No monitoring data are present.,585
4,Arizona,1025,1999,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",0.09000000357627869,13.319999694824219,linear,6,Bad - No monitoring data are present.,2083
4,Arizona,1025,1978,4,FHWA Class 4 (Buses),1.1399999856948853,5.800000190734863,compound,6,Bad - No monitoring data are present.,585
4,Arizona,1025,1999,4,FHWA Class 4 (Buses),1.2400000095367432,6.190000057220459,linear,6,Bad - No monitoring data are present.,2083
4,Arizona,1025,1978,12,"FHWA Class 12 (Six axle, multi trailer truck)",1.5800000429153442,5.400000095367432,compound,6,Bad - No monitoring data are present.,585
4,Arizona,1025,1999,12,"FHWA Class 12 (Six axle, multi trailer truck)",1.409999966621399,8.84000015258789,linear,6,Bad - No monitoring data are present.,2083
4,Arizona,1025,1978,8,"FHWA Class 8 (Four or less axle, one trailer truck)",4.860000133514404,8,compound,6,Bad - No monitoring data are present.,585
4,Arizona,1025,1999,8,"FHWA Class 8 (Four or less axle, one trailer truck)",5.190000057220459,7.840000152587891,linear,6,Bad - No monitoring data are present.,2083
4,Arizona,1025,1978,9,"FHWA Class 9 (Five axle, one trailer truck)",79.3499984741211,6.190000057220459,compound,6,Bad - No monitoring data are present.,585
4,Arizona,1025,1999,9,"FHWA Class 9 (Five axle, one trailer truck)",80.52999877929688,7.409999847412109,linear,6,Bad - No monitoring data are present.,2083
4,Arizona,1025,1978,7,FHWA Class 7 (Four or more axle Single-unit truck),0,45.66999816894531,compound,6,Bad - No monitoring data are present.,585
4,Arizona,1025,1999,7,FHWA Class 7 (Four or more axle Single-unit truck),0.019999999552965164,28.56999969482422,linear,6,Bad - No monitoring data are present.,2083
4,Arizona,1025,1978,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",6.340000152587891,7.619999885559082,compound,6,Bad - No monitoring data are present.,585
4,Arizona,1025,1999,10,"FHWA Class 10 (Six or more axle, one trailer truck)",0.3400000035762787,8.800000190734863,linear,6,Bad - No monitoring data are present.,2083
4,Arizona,1034,1975,12,"FHWA Class 12 (Six axle, multi trailer truck)",0.7599999904632568,10.770000457763672,linear,6,Bad - No monitoring data are present.,128
4,Arizona,1034,1975,6,FHWA Class 6 (Three axle Single-unit truck),6.929999828338623,14.270000457763672,linear,6,Bad - No monitoring data are present.,128
4,Arizona,1034,1975,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",2.7699999809265137,9.020000457763672,linear,6,Bad - No monitoring data are present.,128
4,Arizona,1034,1975,8,"FHWA Class 8 (Four or less axle, one trailer truck)",24.690000534057617,9.630000114440918,linear,6,Bad - No monitoring data are present.,128
4,Arizona,1034,1975,7,FHWA Class 7 (Four or more axle Single-unit truck),1.2100000381469727,10.970000267028809,linear,6,Bad - No monitoring data are present.,128
4,Arizona,1034,1975,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",0.9800000190734863,15.649999618530273,linear,6,Bad - No monitoring data are present.,128
4,Arizona,1034,1975,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",33.779998779296875,14.739999771118164,linear,6,Bad - No monitoring data are present.,128
4,Arizona,1034,1975,9,"FHWA Class 9 (Five axle, one trailer truck)",26.8799991607666,13.4399995803833,linear,6,Bad - No monitoring data are present.,128
4,Arizona,1034,1975,4,FHWA Class 4 (Buses),1.3300000429153442,11.9399995803833,linear,6,Bad - No monitoring data are present.,128
4,Arizona,1034,1975,10,"FHWA Class 10 (Six or more axle, one trailer truck)",0.6800000071525574,10.59000015258789,linear,6,Bad - No monitoring data are present.,128
4,Arizona,1036,1983,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",6.420000076293945,7.489999771118164,compound,6,Bad - No monitoring data are present.,212
4,Arizona,1036,1983,4,FHWA Class 4 (Buses),1.7999999523162842,7.070000171661377,compound,6,Bad - No monitoring data are present.,212
4,Arizona,1036,1983,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",0,26.40999984741211,compound,6,Bad - No monitoring data are present.,212
4,Arizona,1036,1983,6,FHWA Class 6 (Three axle Single-unit truck),2.740000009536743,7.860000133514404,compound,6,Bad - No monitoring data are present.,212
4,Arizona,1036,1983,10,"FHWA Class 10 (Six or more axle, one trailer truck)",0.49000000953674316,18.010000228881836,linear,6,Bad - No monitoring data are present.,212
4,Arizona,1036,1983,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",12.979999542236328,8.020000457763672,compound,6,Bad - No monitoring data are present.,212
4,Arizona,1036,1983,7,FHWA Class 7 (Four or more axle Single-unit truck),0,0,compound,6,Bad - No monitoring data are present.,212
4,Arizona,1036,1983,9,"FHWA Class 9 (Five axle, one trailer truck)",65.4800033569336,7.610000133514404,compound,6,Bad - No monitoring data are present.,212
4,Arizona,1036,1983,8,"FHWA Class 8 (Four or less axle, one trailer truck)",8.510000228881836,7.829999923706055,compound,6,Bad - No monitoring data are present.,212
4,Arizona,1036,1983,12,"FHWA Class 12 (Six axle, multi trailer truck)",1.590000033378601,7.789999961853027,compound,6,Bad - No monitoring data are present.,212
4,Arizona,1037,1985,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",3.0799999237060547,10.960000038146973,compound,6,Bad - No monitoring data are present.,95
4,Arizona,1037,1985,7,FHWA Class 7 (Four or more axle Single-unit truck),1.2400000095367432,-1.309999942779541,compound,6,Bad - No monitoring data are present.,95
4,Arizona,1037,1985,9,"FHWA Class 9 (Five axle, one trailer truck)",17.889999389648438,12.600000381469727,compound,6,Bad - No monitoring data are present.,95
4,Arizona,1037,1985,6,FHWA Class 6 (Three axle Single-unit truck),6.289999961853027,12.710000038146973,compound,6,Bad - No monitoring data are present.,95
4,Arizona,1037,1985,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",0.9800000190734863,13.680000305175781,compound,6,Bad - No monitoring data are present.,95
4,Arizona,1037,1985,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",29.030000686645508,12.699999809265137,compound,6,Bad - No monitoring data are present.,95
4,Arizona,1037,1985,4,FHWA Class 4 (Buses),10.039999961853027,12,compound,6,Bad - No monitoring data are present.,95
4,Arizona,1037,1985,12,"FHWA Class 12 (Six axle, multi trailer truck)",0,0,linear,6,Bad - No monitoring data are present.,95
4,Arizona,1037,1985,10,"FHWA Class 10 (Six or more axle, one trailer truck)",1.0099999904632568,12.6899995803833,compound,6,Bad - No monitoring data are present.,95
4,Arizona,1037,1985,8,"FHWA Class 8 (Four or less axle, one trailer truck)",31,12.020000457763672,compound,6,Bad - No monitoring data are present.,95
4,Arizona,1062,1977,10,"FHWA Class 10 (Six or more axle, one trailer truck)",0.3700000047683716,9.369999885559082,linear,6,Bad - No monitoring data are present.,8746
4,Arizona,1062,2015,10,"FHWA Class 10 (Six or more axle, one trailer truck)",0.3700000047683716,9.369999885559082,linear,6,Bad - No monitoring data are present.,8734
4,Arizona,1062,2015,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",6.309999942779541,9.34000015258789,linear,6,Bad - No monitoring data are present.,8734
4,Arizona,1062,1977,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",6.309999942779541,8.550000190734863,compound,6,Bad - No monitoring data are present.,8746
4,Arizona,1062,2015,7,FHWA Class 7 (Four or more axle Single-unit truck),0.019999999552965164,0,linear,6,Bad - No monitoring data are present.,8734
4,Arizona,1062,1977,7,FHWA Class 7 (Four or more axle Single-unit truck),0.019999999552965164,0,compound,6,Bad - No monitoring data are present.,8746
4,Arizona,1062,2015,6,FHWA Class 6 (Three axle Single-unit truck),0.8700000047683716,9.25,linear,6,Bad - No monitoring data are present.,8734
4,Arizona,1062,1977,6,FHWA Class 6 (Three axle Single-unit truck),0.8700000047683716,8.449999809265137,compound,6,Bad - No monitoring data are present.,8746
4,Arizona,1062,2015,9,"FHWA Class 9 (Five axle, one trailer truck)",76.9000015258789,9.25,linear,6,Bad - No monitoring data are present.,8734
4,Arizona,1062,1977,9,"FHWA Class 9 (Five axle, one trailer truck)",76.9000015258789,8.479999542236328,compound,6,Bad - No monitoring data are present.,8746
4,Arizona,1062,2015,8,"FHWA Class 8 (Four or less axle, one trailer truck)",5.869999885559082,9.170000076293945,linear,6,Bad - No monitoring data are present.,8734
4,Arizona,1062,1977,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",0.09000000357627869,12.5,linear,6,Bad - No monitoring data are present.,8746
4,Arizona,1062,2015,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",0.09000000357627869,12.5,linear,6,Bad - No monitoring data are present.,8734
4,Arizona,1062,1977,4,FHWA Class 4 (Buses),1.0399999618530273,8.5600004196167,compound,6,Bad - No monitoring data are present.,8746
4,Arizona,1062,2015,4,FHWA Class 4 (Buses),1.0399999618530273,9.359999656677246,linear,6,Bad - No monitoring data are present.,8734
4,Arizona,1062,1977,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",6.920000076293945,8.489999771118164,compound,6,Bad - No monitoring data are present.,8746
4,Arizona,1062,2015,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",6.920000076293945,9.270000457763672,linear,6,Bad - No monitoring data are present.,8734
4,Arizona,1062,1977,12,"FHWA Class 12 (Six axle, multi trailer truck)",1.6200000047683716,9.149999618530273,linear,6,Bad - No monitoring data are present.,8746
4,Arizona,1062,2015,12,"FHWA Class 12 (Six axle, multi trailer truck)",1.6299999952316284,9.149999618530273,linear,6,Bad - No monitoring data are present.,8734
4,Arizona,1062,1977,8,"FHWA Class 8 (Four or less axle, one trailer truck)",5.869999885559082,8.40999984741211,compound,6,Bad - No monitoring data are present.,8746
4,Arizona,1065,1977,9,"FHWA Class 9 (Five axle, one trailer truck)",80.29000091552734,10.09000015258789,compound,6,Bad - No monitoring data are present.,276
4,Arizona,1065,1977,7,FHWA Class 7 (Four or more axle Single-unit truck),0,0,compound,6,Bad - No monitoring data are present.,276
4,Arizona,1065,1977,4,FHWA Class 4 (Buses),0.8199999928474426,10.119999885559082,compound,6,Bad - No monitoring data are present.,276
4,Arizona,1065,1977,12,"FHWA Class 12 (Six axle, multi trailer truck)",1.9900000095367432,10.119999885559082,compound,6,Bad - No monitoring data are present.,276
4,Arizona,1065,1977,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",4.320000171661377,10.100000381469727,compound,6,Bad - No monitoring data are present.,276
4,Arizona,1065,1977,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",0,40.810001373291016,compound,6,Bad - No monitoring data are present.,276
4,Arizona,1065,1977,8,"FHWA Class 8 (Four or less axle, one trailer truck)",3.049999952316284,10.130000114440918,compound,6,Bad - No monitoring data are present.,276
4,Arizona,1065,1977,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",8.600000381469727,10.100000381469727,compound,6,Bad - No monitoring data are present.,276
4,Arizona,1065,1977,10,"FHWA Class 10 (Six or more axle, one trailer truck)",0.25999999046325684,9.670000076293945,compound,6,Bad - No monitoring data are present.,276
4,Arizona,1065,1977,6,FHWA Class 6 (Three axle Single-unit truck),0.6700000166893005,10.1899995803833,compound,6,Bad - No monitoring data are present.,276
4,Arizona,6053,1981,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",0.25999999046325684,1.6299999952316284,linear,6,Bad - No monitoring data are present.,1495
4,Arizona,6053,1981,6,FHWA Class 6 (Three axle Single-unit truck),1.5099999904632568,2.0199999809265137,compound,6,Bad - No monitoring data are present.,1495
4,Arizona,6053,1981,9,"FHWA Class 9 (Five axle, one trailer truck)",65.80999755859375,2.299999952316284,compound,6,Bad - No monitoring data are present.,1495
4,Arizona,6053,1981,7,FHWA Class 7 (Four or more axle Single-unit truck),0.3700000047683716,-4.940000057220459,compound,6,Bad - No monitoring data are present.,1495
4,Arizona,6053,1981,8,"FHWA Class 8 (Four or less axle, one trailer truck)",9.800000190734863,4.480000019073486,linear,6,Bad - No monitoring data are present.,1495
4,Arizona,6053,1981,4,FHWA Class 4 (Buses),1.4900000095367432,1.6699999570846558,compound,6,Bad - No monitoring data are present.,1495
4,Arizona,6053,1981,12,"FHWA Class 12 (Six axle, multi trailer truck)",1.4900000095367432,1.7100000381469727,compound,6,Bad - No monitoring data are present.,1495
4,Arizona,6053,1981,10,"FHWA Class 10 (Six or more axle, one trailer truck)",0.36000001430511475,2.240000009536743,compound,6,Bad - No monitoring data are present.,1495
4,Arizona,6053,1981,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",5.320000171661377,2.240000009536743,compound,6,Bad - No monitoring data are present.,1495
4,Arizona,6053,1981,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",13.579999923706055,2.2899999618530273,compound,6,Bad - No monitoring data are present.,1495
4,Arizona,6054,1985,10,"FHWA Class 10 (Six or more axle, one trailer truck)",0.49000000953674316,2.0899999141693115,compound,6,Bad - No monitoring data are present.,458
4,Arizona,6054,1985,12,"FHWA Class 12 (Six axle, multi trailer truck)",0.2800000011920929,-1.2200000286102295,compound,6,Bad - No monitoring data are present.,458
4,Arizona,6054,1985,9,"FHWA Class 9 (Five axle, one trailer truck)",54.63999938964844,0.5699999928474426,compound,6,Bad - No monitoring data are present.,458
4,Arizona,6054,1985,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",16.450000762939453,0.5899999737739563,compound,6,Bad - No monitoring data are present.,458
4,Arizona,6054,1985,8,"FHWA Class 8 (Four or less axle, one trailer truck)",13.970000267028809,0.6899999976158142,compound,6,Bad - No monitoring data are present.,458
4,Arizona,6054,1985,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",1.7599999904632568,1.2799999713897705,compound,6,Bad - No monitoring data are present.,458
4,Arizona,6054,1985,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",2.619999885559082,0.8600000143051147,compound,6,Bad - No monitoring data are present.,458
4,Arizona,6054,1985,6,FHWA Class 6 (Three axle Single-unit truck),7.679999828338623,0.4699999988079071,compound,6,Bad - No monitoring data are present.,458
4,Arizona,6054,1985,7,FHWA Class 7 (Four or more axle Single-unit truck),0.6200000047683716,0.8399999737739563,compound,6,Bad - No monitoring data are present.,458
4,Arizona,6054,1985,4,FHWA Class 4 (Buses),1.5099999904632568,1.0399999618530273,linear,6,Bad - No monitoring data are present.,458
4,Arizona,6055,1985,4,FHWA Class 4 (Buses),1.4700000286102295,-0.8100000023841858,compound,6,Bad - No monitoring data are present.,732
