STATE_CODE,STATE_CODE_EXP,SHRP_ID,TRAFFIC_OPEN_YEAR_EXP_NO,VEHICLE_CLASS,VEHICLE_CLASS_EXP,VEH_CLASS_DIST_PERCENT,VEH_CLASS_GROWTH_RATE,VEH_CLASS_GROWTH_FUNCTION,VEH_CLASS_GROWTH_USE_RATING,VEH_CLASS_GROWTH_USE_RATING_EXP,AADTT_FIRST_YEAR_LTPP_LANE
4,Arizona,6055,1999,8,"FHWA Class 8 (Four or less axle, one trailer truck)",1.8700000047683716,49.09000015258789,linear,6,Bad - No monitoring data are present.,758
4,Arizona,6055,1985,8,"FHWA Class 8 (Four or less axle, one trailer truck)",6.610000133514404,-1.8799999952316284,compound,6,Bad - No monitoring data are present.,732
4,Arizona,6055,1999,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",0.28999999165534973,-6.519999980926514,linear,6,Bad - No monitoring data are present.,758
4,Arizona,6055,1985,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",0.25,1.590000033378601,linear,6,Bad - No monitoring data are present.,732
4,Arizona,6055,1999,9,"FHWA Class 9 (Five axle, one trailer truck)",67.2699966430664,-1.190000057220459,compound,6,Bad - No monitoring data are present.,758
4,Arizona,6055,1985,9,"FHWA Class 9 (Five axle, one trailer truck)",66.93000030517578,-1.2999999523162842,compound,6,Bad - No monitoring data are present.,732
4,Arizona,6055,1999,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",19.079999923706055,1.0499999523162842,compound,6,Bad - No monitoring data are present.,758
4,Arizona,6055,1985,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",13.630000114440918,1.2400000095367432,linear,6,Bad - No monitoring data are present.,732
4,Arizona,6055,1999,7,FHWA Class 7 (Four or more axle Single-unit truck),0.03999999910593033,-39.470001220703125,compound,6,Bad - No monitoring data are present.,758
4,Arizona,6055,1985,7,FHWA Class 7 (Four or more axle Single-unit truck),0.09000000357627869,10.3100004196167,linear,6,Bad - No monitoring data are present.,732
4,Arizona,6055,1985,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",6.78000020980835,-0.27000001072883606,compound,6,Bad - No monitoring data are present.,732
4,Arizona,6055,1999,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",5.690000057220459,4.039999961853027,linear,6,Bad - No monitoring data are present.,758
4,Arizona,6055,1985,6,FHWA Class 6 (Three axle Single-unit truck),2.069999933242798,0.41999998688697815,linear,6,Bad - No monitoring data are present.,732
4,Arizona,6055,1999,6,FHWA Class 6 (Three axle Single-unit truck),2.930000066757202,-3.7300000190734863,linear,6,Bad - No monitoring data are present.,758
4,Arizona,6055,1985,12,"FHWA Class 12 (Six axle, multi trailer truck)",1.690000057220459,-2.569999933242798,linear,6,Bad - No monitoring data are present.,732
4,Arizona,6055,1999,12,"FHWA Class 12 (Six axle, multi trailer truck)",1.159999966621399,9.460000038146973,linear,6,Bad - No monitoring data are present.,758
4,Arizona,6055,1985,10,"FHWA Class 10 (Six or more axle, one trailer truck)",0.4699999988079071,-1.1399999856948853,compound,6,Bad - No monitoring data are present.,732
4,Arizona,6055,1999,4,FHWA Class 4 (Buses),1.1399999856948853,6.920000076293945,linear,6,Bad - No monitoring data are present.,758
4,Arizona,6055,1999,10,"FHWA Class 10 (Six or more axle, one trailer truck)",0.5299999713897705,1.6200000047683716,compound,6,Bad - No monitoring data are present.,758
4,Arizona,6060,1986,10,"FHWA Class 10 (Six or more axle, one trailer truck)",0.6800000071525574,34.369998931884766,linear,6,Bad - No monitoring data are present.,233
4,Arizona,6060,1998,12,"FHWA Class 12 (Six axle, multi trailer truck)",0.15000000596046448,4.539999961853027,compound,6,Bad - No monitoring data are present.,833
4,Arizona,6060,1986,12,"FHWA Class 12 (Six axle, multi trailer truck)",0.4000000059604645,5.019999980926514,compound,6,Bad - No monitoring data are present.,233
4,Arizona,6060,1998,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",2.0299999713897705,3.0799999237060547,compound,6,Bad - No monitoring data are present.,833
4,Arizona,6060,1986,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",2.7699999809265137,10.220000267028809,compound,6,Bad - No monitoring data are present.,233
4,Arizona,6060,1998,4,FHWA Class 4 (Buses),1.1299999952316284,5.739999771118164,compound,6,Bad - No monitoring data are present.,833
4,Arizona,6060,1986,4,FHWA Class 4 (Buses),1.940000057220459,7.309999942779541,compound,6,Bad - No monitoring data are present.,233
4,Arizona,6060,1998,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",0.10000000149011612,20.65999984741211,compound,6,Bad - No monitoring data are present.,833
4,Arizona,6060,1986,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",1.5,26.489999771118164,linear,6,Bad - No monitoring data are present.,233
4,Arizona,6060,1998,10,"FHWA Class 10 (Six or more axle, one trailer truck)",0.23999999463558197,8.65999984741211,compound,6,Bad - No monitoring data are present.,833
4,Arizona,6060,1986,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",16.799999237060547,19.270000457763672,linear,6,Bad - No monitoring data are present.,233
4,Arizona,6060,1998,7,FHWA Class 7 (Four or more axle Single-unit truck),0.23000000417232513,8.149999618530273,linear,6,Bad - No monitoring data are present.,833
4,Arizona,6060,1986,7,FHWA Class 7 (Four or more axle Single-unit truck),0.41999998688697815,1.1399999856948853,compound,6,Bad - No monitoring data are present.,233
4,Arizona,6060,1998,6,FHWA Class 6 (Three axle Single-unit truck),5.710000038146973,2.4700000286102295,compound,6,Bad - No monitoring data are present.,833
4,Arizona,6060,1986,6,FHWA Class 6 (Three axle Single-unit truck),6.03000020980835,7.130000114440918,compound,6,Bad - No monitoring data are present.,233
4,Arizona,6060,1998,9,"FHWA Class 9 (Five axle, one trailer truck)",61.41999816894531,2.0799999237060547,compound,6,Bad - No monitoring data are present.,833
4,Arizona,6060,1986,9,"FHWA Class 9 (Five axle, one trailer truck)",63.4900016784668,8.779999732971191,compound,6,Bad - No monitoring data are present.,233
4,Arizona,6060,1998,8,"FHWA Class 8 (Four or less axle, one trailer truck)",3.630000114440918,3.7799999713897705,compound,6,Bad - No monitoring data are present.,833
4,Arizona,6060,1986,8,"FHWA Class 8 (Four or less axle, one trailer truck)",5.96999979019165,8.880000114440918,compound,6,Bad - No monitoring data are present.,233
4,Arizona,6060,1998,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",25.360000610351562,-0.550000011920929,linear,6,Bad - No monitoring data are present.,833
13,Georgia,1001,1986,7,FHWA Class 7 (Four or more axle Single-unit truck),0.10000000149011612,7.349999904632568,linear,6,Bad - No monitoring data are present.,380
13,Georgia,1001,1986,8,"FHWA Class 8 (Four or less axle, one trailer truck)",11.260000228881836,6.179999828338623,linear,6,Bad - No monitoring data are present.,380
13,Georgia,1001,1986,10,"FHWA Class 10 (Six or more axle, one trailer truck)",0.46000000834465027,6.960000038146973,linear,6,Bad - No monitoring data are present.,380
13,Georgia,1001,1986,4,FHWA Class 4 (Buses),8.039999961853027,5.320000171661377,compound,6,Bad - No monitoring data are present.,380
13,Georgia,1001,1986,12,"FHWA Class 12 (Six axle, multi trailer truck)",0.09000000357627869,34.369998931884766,linear,6,Bad - No monitoring data are present.,380
13,Georgia,1001,1986,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",0.2800000011920929,12.380000114440918,compound,6,Bad - No monitoring data are present.,380
13,Georgia,1001,1986,9,"FHWA Class 9 (Five axle, one trailer truck)",27.469999313354492,6.670000076293945,linear,6,Bad - No monitoring data are present.,380
13,Georgia,1001,1986,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",0.1899999976158142,8.460000038146973,linear,6,Bad - No monitoring data are present.,380
13,Georgia,1001,1986,6,FHWA Class 6 (Three axle Single-unit truck),6.809999942779541,1.850000023841858,compound,6,Bad - No monitoring data are present.,380
13,Georgia,1001,1986,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",45.310001373291016,6.559999942779541,linear,6,Bad - No monitoring data are present.,380
13,Georgia,1004,1983,10,"FHWA Class 10 (Six or more axle, one trailer truck)",1.7200000286102295,18.399999618530273,linear,6,Bad - No monitoring data are present.,75
13,Georgia,1004,1983,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",19.68000030517578,29.209999084472656,linear,6,Bad - No monitoring data are present.,75
13,Georgia,1004,1983,9,"FHWA Class 9 (Five axle, one trailer truck)",50.66999816894531,20.239999771118164,linear,6,Bad - No monitoring data are present.,75
13,Georgia,1004,1983,4,FHWA Class 4 (Buses),5.829999923706055,25.34000015258789,linear,6,Bad - No monitoring data are present.,75
13,Georgia,1004,1983,8,"FHWA Class 8 (Four or less axle, one trailer truck)",13.40999984741211,19.8700008392334,linear,6,Bad - No monitoring data are present.,75
13,Georgia,1004,1983,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",0,0,linear,6,Bad - No monitoring data are present.,75
13,Georgia,1004,1983,7,FHWA Class 7 (Four or more axle Single-unit truck),0,0,linear,6,Bad - No monitoring data are present.,75
13,Georgia,1004,1983,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",2.7100000381469727,10.279999732971191,compound,6,Bad - No monitoring data are present.,75
13,Georgia,1004,1983,6,FHWA Class 6 (Three axle Single-unit truck),6.400000095367432,21.540000915527344,linear,6,Bad - No monitoring data are present.,75
13,Georgia,1004,1983,12,"FHWA Class 12 (Six axle, multi trailer truck)",0,0,compound,6,Bad - No monitoring data are present.,75
13,Georgia,1005,1986,12,"FHWA Class 12 (Six axle, multi trailer truck)",0,0,compound,6,Bad - No monitoring data are present.,421
13,Georgia,1005,1986,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",0,0,compound,6,Bad - No monitoring data are present.,421
13,Georgia,1005,1986,10,"FHWA Class 10 (Six or more axle, one trailer truck)",0.5899999737739563,1.5099999904632568,compound,6,Bad - No monitoring data are present.,421
13,Georgia,1005,1986,9,"FHWA Class 9 (Five axle, one trailer truck)",23.860000610351562,1.5,compound,6,Bad - No monitoring data are present.,421
13,Georgia,1005,1986,8,"FHWA Class 8 (Four or less axle, one trailer truck)",12.300000190734863,2.430000066757202,linear,6,Bad - No monitoring data are present.,421
13,Georgia,1005,1986,7,FHWA Class 7 (Four or more axle Single-unit truck),0,-21.25,compound,6,Bad - No monitoring data are present.,421
13,Georgia,1005,1986,6,FHWA Class 6 (Three axle Single-unit truck),5.920000076293945,0.7599999904632568,compound,6,Bad - No monitoring data are present.,421
13,Georgia,1005,1986,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",50.459999084472656,3.7899999618530273,linear,6,Bad - No monitoring data are present.,421
13,Georgia,1005,1986,4,FHWA Class 4 (Buses),6.860000133514404,3.809999942779541,linear,6,Bad - No monitoring data are present.,421
13,Georgia,1005,1986,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",0.009999999776482582,24.290000915527344,compound,6,Bad - No monitoring data are present.,421
13,Georgia,1031,1981,6,FHWA Class 6 (Three axle Single-unit truck),14.710000038146973,8.84000015258789,compound,6,Bad - No monitoring data are present.,83
13,Georgia,1031,1981,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",1.1799999475479126,9.869999885559082,compound,6,Bad - No monitoring data are present.,83
13,Georgia,1031,1981,9,"FHWA Class 9 (Five axle, one trailer truck)",24.200000762939453,8.40999984741211,compound,6,Bad - No monitoring data are present.,83
13,Georgia,1031,1981,8,"FHWA Class 8 (Four or less axle, one trailer truck)",13.619999885559082,8.510000228881836,compound,6,Bad - No monitoring data are present.,83
13,Georgia,1031,1981,12,"FHWA Class 12 (Six axle, multi trailer truck)",0,43.04999923706055,compound,6,Bad - No monitoring data are present.,83
13,Georgia,1031,1981,4,FHWA Class 4 (Buses),6.619999885559082,8.369999885559082,compound,6,Bad - No monitoring data are present.,83
13,Georgia,1031,1981,7,FHWA Class 7 (Four or more axle Single-unit truck),1,0,linear,6,Bad - No monitoring data are present.,83
13,Georgia,1031,1981,10,"FHWA Class 10 (Six or more axle, one trailer truck)",1.190000057220459,9.170000076293945,compound,6,Bad - No monitoring data are present.,83
13,Georgia,1031,1981,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",0,49.43000030517578,compound,6,Bad - No monitoring data are present.,83
13,Georgia,1031,1981,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",38.36000061035156,10.020000457763672,compound,6,Bad - No monitoring data are present.,83
13,Georgia,4092,1986,6,FHWA Class 6 (Three axle Single-unit truck),7.429999828338623,4.190000057220459,compound,6,Bad - No monitoring data are present.,340
13,Georgia,4092,1986,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",1.100000023841858,3.859999895095825,compound,6,Bad - No monitoring data are present.,340
13,Georgia,4092,1986,7,FHWA Class 7 (Four or more axle Single-unit truck),0,39.220001220703125,compound,6,Bad - No monitoring data are present.,340
13,Georgia,4092,1986,9,"FHWA Class 9 (Five axle, one trailer truck)",41.66999816894531,4.630000114440918,compound,6,Bad - No monitoring data are present.,340
13,Georgia,4092,1986,12,"FHWA Class 12 (Six axle, multi trailer truck)",0.49000000953674316,4.46999979019165,compound,6,Bad - No monitoring data are present.,340
13,Georgia,4092,1986,10,"FHWA Class 10 (Six or more axle, one trailer truck)",1.4700000286102295,7.690000057220459,linear,6,Bad - No monitoring data are present.,340
13,Georgia,4092,1986,4,FHWA Class 4 (Buses),4.400000095367432,4.940000057220459,compound,6,Bad - No monitoring data are present.,340
13,Georgia,4092,1986,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",0.009999999776482582,35.08000183105469,compound,6,Bad - No monitoring data are present.,340
13,Georgia,4092,1986,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",29.280000686645508,3.240000009536743,compound,6,Bad - No monitoring data are present.,340
13,Georgia,4092,1986,8,"FHWA Class 8 (Four or less axle, one trailer truck)",14.149999618530273,3.5999999046325684,compound,6,Bad - No monitoring data are present.,340
13,Georgia,4093,1986,7,FHWA Class 7 (Four or more axle Single-unit truck),0.14000000059604645,19.3799991607666,linear,6,Bad - No monitoring data are present.,249
13,Georgia,4093,1986,9,"FHWA Class 9 (Five axle, one trailer truck)",44.84000015258789,9.4399995803833,linear,6,Bad - No monitoring data are present.,249
13,Georgia,4093,1986,4,FHWA Class 4 (Buses),4.809999942779541,9.739999771118164,linear,6,Bad - No monitoring data are present.,249
13,Georgia,4093,1986,10,"FHWA Class 10 (Six or more axle, one trailer truck)",1.6100000143051147,9.800000190734863,linear,6,Bad - No monitoring data are present.,249
13,Georgia,4093,1986,6,FHWA Class 6 (Three axle Single-unit truck),7.820000171661377,5.320000171661377,compound,6,Bad - No monitoring data are present.,249
13,Georgia,4093,1986,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",0.009999999776482582,35.41999816894531,compound,6,Bad - No monitoring data are present.,249
13,Georgia,4093,1986,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",1,10.430000305175781,linear,6,Bad - No monitoring data are present.,249
13,Georgia,4093,1986,8,"FHWA Class 8 (Four or less axle, one trailer truck)",13.930000305175781,8.199999809265137,linear,6,Bad - No monitoring data are present.,249
13,Georgia,4093,1986,12,"FHWA Class 12 (Six axle, multi trailer truck)",0.4300000071525574,13.890000343322754,linear,6,Bad - No monitoring data are present.,249
13,Georgia,4093,1986,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",25.420000076293945,5.309999942779541,compound,6,Bad - No monitoring data are present.,249
13,Georgia,4096,2001,12,"FHWA Class 12 (Six axle, multi trailer truck)",0.5400000214576721,3.7799999713897705,compound,6,Bad - No monitoring data are present.,167
13,Georgia,4096,1985,12,"FHWA Class 12 (Six axle, multi trailer truck)",0.5,0,linear,6,Bad - No monitoring data are present.,46
13,Georgia,4096,2001,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",0,0,compound,6,Bad - No monitoring data are present.,167
13,Georgia,4096,1985,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",0,-3.390000104904175,compound,6,Bad - No monitoring data are present.,46
13,Georgia,4096,2001,10,"FHWA Class 10 (Six or more axle, one trailer truck)",2.880000114440918,9.069999694824219,compound,6,Bad - No monitoring data are present.,167
13,Georgia,4096,1985,10,"FHWA Class 10 (Six or more axle, one trailer truck)",2.2799999713897705,10.09000015258789,compound,6,Bad - No monitoring data are present.,46
13,Georgia,4096,2001,9,"FHWA Class 9 (Five axle, one trailer truck)",39.88999938964844,8.630000114440918,compound,6,Bad - No monitoring data are present.,167
13,Georgia,4096,1985,9,"FHWA Class 9 (Five axle, one trailer truck)",24.809999465942383,34.18000030517578,linear,6,Bad - No monitoring data are present.,46
13,Georgia,4096,2001,8,"FHWA Class 8 (Four or less axle, one trailer truck)",13.619999885559082,8.649999618530273,compound,6,Bad - No monitoring data are present.,167
13,Georgia,4096,1985,8,"FHWA Class 8 (Four or less axle, one trailer truck)",11.149999618530273,9.470000267028809,compound,6,Bad - No monitoring data are present.,46
13,Georgia,4096,2001,7,FHWA Class 7 (Four or more axle Single-unit truck),21.459999084472656,8.609999656677246,compound,6,Bad - No monitoring data are present.,167
13,Georgia,4096,1985,7,FHWA Class 7 (Four or more axle Single-unit truck),42.36000061035156,6.210000038146973,linear,6,Bad - No monitoring data are present.,46
13,Georgia,4096,2001,6,FHWA Class 6 (Three axle Single-unit truck),5.099999904632568,8.489999771118164,compound,6,Bad - No monitoring data are present.,167
13,Georgia,4096,1985,6,FHWA Class 6 (Three axle Single-unit truck),3.9800000190734863,9.869999885559082,compound,6,Bad - No monitoring data are present.,46
13,Georgia,4096,2001,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",10.229999542236328,8.4399995803833,compound,6,Bad - No monitoring data are present.,167
13,Georgia,4096,1985,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",7.989999771118164,9.979999542236328,compound,6,Bad - No monitoring data are present.,46
13,Georgia,4096,2001,4,FHWA Class 4 (Buses),2.8499999046325684,8.989999771118164,compound,6,Bad - No monitoring data are present.,167
13,Georgia,4096,1985,4,FHWA Class 4 (Buses),2.299999952316284,10.15999984741211,compound,6,Bad - No monitoring data are present.,46
13,Georgia,4096,2001,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",3.4200000762939453,8.59000015258789,compound,6,Bad - No monitoring data are present.,167
13,Georgia,4096,1985,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",5.349999904632568,9.699999809265137,linear,6,Bad - No monitoring data are present.,46
13,Georgia,4111,1980,9,"FHWA Class 9 (Five axle, one trailer truck)",13.630000114440918,3.5299999713897705,linear,6,Bad - No monitoring data are present.,295
13,Georgia,4111,1980,8,"FHWA Class 8 (Four or less axle, one trailer truck)",12.069999694824219,3.7200000286102295,linear,6,Bad - No monitoring data are present.,295
13,Georgia,4111,1980,6,FHWA Class 6 (Three axle Single-unit truck),12.390000343322754,6.210000038146973,linear,6,Bad - No monitoring data are present.,295
13,Georgia,4111,1980,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",29.8700008392334,4.25,linear,6,Bad - No monitoring data are present.,295
13,Georgia,4111,1980,12,"FHWA Class 12 (Six axle, multi trailer truck)",3.0999999046325684,-44.68000030517578,compound,6,Bad - No monitoring data are present.,295
13,Georgia,4111,1980,7,FHWA Class 7 (Four or more axle Single-unit truck),7.25,2.6500000953674316,linear,6,Bad - No monitoring data are present.,295
13,Georgia,4111,1980,4,FHWA Class 4 (Buses),12.5600004196167,5.210000038146973,linear,6,Bad - No monitoring data are present.,295
13,Georgia,4111,1980,10,"FHWA Class 10 (Six or more axle, one trailer truck)",1.9700000286102295,4.550000190734863,linear,6,Bad - No monitoring data are present.,295
13,Georgia,4111,1980,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",3.6600000858306885,-46.18000030517578,compound,6,Bad - No monitoring data are present.,295
13,Georgia,4111,1980,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",3.490000009536743,3.630000114440918,linear,6,Bad - No monitoring data are present.,295
13,Georgia,4112,1977,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",12.020000457763672,2.450000047683716,compound,6,Bad - No monitoring data are present.,2743
13,Georgia,4112,1998,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",18.079999923706055,-12.069999694824219,linear,6,Bad - No monitoring data are present.,3636
13,Georgia,4112,1977,6,FHWA Class 6 (Three axle Single-unit truck),2.8299999237060547,2.180000066757202,linear,6,Bad - No monitoring data are present.,2743
13,Georgia,4112,1998,6,FHWA Class 6 (Three axle Single-unit truck),3.440000057220459,-7.199999809265137,linear,6,Bad - No monitoring data are present.,3636
13,Georgia,4112,1977,7,FHWA Class 7 (Four or more axle Single-unit truck),0.14000000059604645,1.7300000190734863,compound,6,Bad - No monitoring data are present.,2743
13,Georgia,4112,1998,7,FHWA Class 7 (Four or more axle Single-unit truck),0.11999999731779099,6.690000057220459,compound,6,Bad - No monitoring data are present.,3636
13,Georgia,4112,1977,8,"FHWA Class 8 (Four or less axle, one trailer truck)",14.970000267028809,3.119999885559082,compound,6,Bad - No monitoring data are present.,2743
13,Georgia,4112,1998,8,"FHWA Class 8 (Four or less axle, one trailer truck)",29.420000076293945,-18,linear,6,Bad - No monitoring data are present.,3636
13,Georgia,4112,1977,9,"FHWA Class 9 (Five axle, one trailer truck)",61.16999816894531,-0.8100000023841858,compound,6,Bad - No monitoring data are present.,2743
13,Georgia,4112,1998,9,"FHWA Class 9 (Five axle, one trailer truck)",38.16999816894531,19.270000457763672,linear,6,Bad - No monitoring data are present.,3636
13,Georgia,4112,1977,10,"FHWA Class 10 (Six or more axle, one trailer truck)",0.7900000214576721,-0.2199999988079071,compound,6,Bad - No monitoring data are present.,2743
13,Georgia,4112,1998,10,"FHWA Class 10 (Six or more axle, one trailer truck)",0.6200000047683716,7.079999923706055,linear,6,Bad - No monitoring data are present.,3636
13,Georgia,4112,1977,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",2.450000047683716,2.190000057220459,linear,6,Bad - No monitoring data are present.,2743
13,Georgia,4112,1998,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",2.609999895095825,0.019999999552965164,compound,6,Bad - No monitoring data are present.,3636
13,Georgia,4112,1977,12,"FHWA Class 12 (Six axle, multi trailer truck)",0.9800000190734863,-0.5199999809265137,compound,6,Bad - No monitoring data are present.,2743
13,Georgia,4112,1998,12,"FHWA Class 12 (Six axle, multi trailer truck)",0.75,8.09000015258789,linear,6,Bad - No monitoring data are present.,3636
13,Georgia,4112,1977,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",0.4000000059604645,2.2100000381469727,compound,6,Bad - No monitoring data are present.,2743
13,Georgia,4112,1998,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",0.3400000035762787,8,linear,6,Bad - No monitoring data are present.,3636
13,Georgia,4112,1977,4,FHWA Class 4 (Buses),4.260000228881836,4.269999980926514,linear,6,Bad - No monitoring data are present.,2743
13,Georgia,4112,1998,4,FHWA Class 4 (Buses),6.440000057220459,-9.470000267028809,linear,6,Bad - No monitoring data are present.,3636
13,Georgia,4113,1977,10,"FHWA Class 10 (Six or more axle, one trailer truck)",0.9300000071525574,4.78000020980835,compound,6,Bad - No monitoring data are present.,1335
13,Georgia,4113,1998,10,"FHWA Class 10 (Six or more axle, one trailer truck)",0.8799999952316284,2.940000057220459,linear,6,Bad - No monitoring data are present.,3869
13,Georgia,4113,1977,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",2.059999942779541,12.220000267028809,linear,6,Bad - No monitoring data are present.,1335
13,Georgia,4113,1998,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",2.559999942779541,3.0299999713897705,linear,6,Bad - No monitoring data are present.,3869
13,Georgia,4113,1977,12,"FHWA Class 12 (Six axle, multi trailer truck)",1.0099999904632568,5.110000133514404,linear,6,Bad - No monitoring data are present.,1335
13,Georgia,4113,1998,12,"FHWA Class 12 (Six axle, multi trailer truck)",0.9599999785423279,2.700000047683716,linear,6,Bad - No monitoring data are present.,3869
13,Georgia,4113,1977,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",0.46000000834465027,7.670000076293945,compound,6,Bad - No monitoring data are present.,1335
13,Georgia,4113,1998,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",0.5,3.6500000953674316,linear,6,Bad - No monitoring data are present.,3869
13,Georgia,4113,1977,4,FHWA Class 4 (Buses),4.150000095367432,7.230000019073486,compound,6,Bad - No monitoring data are present.,1335
13,Georgia,4113,1998,4,FHWA Class 4 (Buses),4.699999809265137,2.990000009536743,compound,6,Bad - No monitoring data are present.,3869
13,Georgia,4113,1977,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",13.140000343322754,6.820000171661377,compound,6,Bad - No monitoring data are present.,1335
13,Georgia,4113,1998,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",14.109999656677246,3.109999895095825,linear,6,Bad - No monitoring data are present.,3869
13,Georgia,4113,1977,6,FHWA Class 6 (Three axle Single-unit truck),3.069999933242798,5.630000114440918,compound,6,Bad - No monitoring data are present.,1335
13,Georgia,4113,1998,6,FHWA Class 6 (Three axle Single-unit truck),3.049999952316284,3.049999952316284,linear,6,Bad - No monitoring data are present.,3869
13,Georgia,4113,1977,7,FHWA Class 7 (Four or more axle Single-unit truck),0.25999999046325684,5.909999847412109,compound,6,Bad - No monitoring data are present.,1335
13,Georgia,4113,1998,7,FHWA Class 7 (Four or more axle Single-unit truck),0.25,2.859999895095825,compound,6,Bad - No monitoring data are present.,3869
13,Georgia,4113,1977,8,"FHWA Class 8 (Four or less axle, one trailer truck)",13.350000381469727,6.659999847412109,compound,6,Bad - No monitoring data are present.,1335
13,Georgia,4113,1998,8,"FHWA Class 8 (Four or less axle, one trailer truck)",14.760000228881836,2.950000047683716,compound,6,Bad - No monitoring data are present.,3869
13,Georgia,4113,1977,9,"FHWA Class 9 (Five axle, one trailer truck)",61.58000183105469,4.820000171661377,linear,6,Bad - No monitoring data are present.,1335
13,Georgia,4113,1998,9,"FHWA Class 9 (Five axle, one trailer truck)",58.22999954223633,2.9600000381469727,compound,6,Bad - No monitoring data are present.,3869
13,Georgia,4119,1978,6,FHWA Class 6 (Three axle Single-unit truck),6.03000020980835,-2.130000114440918,compound,6,Bad - No monitoring data are present.,6842
13,Georgia,4119,1978,9,"FHWA Class 9 (Five axle, one trailer truck)",53.65999984741211,-2.5299999713897705,linear,6,Bad - No monitoring data are present.,6842
13,Georgia,4119,1978,10,"FHWA Class 10 (Six or more axle, one trailer truck)",0.8199999928474426,-1.590000033378601,compound,6,Bad - No monitoring data are present.,6842
13,Georgia,4119,1978,12,"FHWA Class 12 (Six axle, multi trailer truck)",0.7599999904632568,-2.3399999141693115,linear,6,Bad - No monitoring data are present.,6842
13,Georgia,4119,1978,4,FHWA Class 4 (Buses),8.75,-2.2300000190734863,compound,6,Bad - No monitoring data are present.,6842
13,Georgia,4119,1978,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",11.170000076293945,-1.3899999856948853,compound,6,Bad - No monitoring data are present.,6842
13,Georgia,4119,1978,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",1.1100000143051147,-1.3899999856948853,compound,6,Bad - No monitoring data are present.,6842
13,Georgia,4119,1978,7,FHWA Class 7 (Four or more axle Single-unit truck),0.09000000357627869,69.19000244140625,linear,6,Bad - No monitoring data are present.,6842
13,Georgia,4119,1978,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",4.190000057220459,-2.440000057220459,linear,6,Bad - No monitoring data are present.,6842
13,Georgia,4119,1978,8,"FHWA Class 8 (Four or less axle, one trailer truck)",13.430000305175781,-1.9800000190734863,compound,6,Bad - No monitoring data are present.,6842
