STATE_CODE,STATE_CODE_EXP,SHRP_ID,CONSTRUCTION_NO,YEAR,AADTT_VEH_CLASS_4_TREND,AADTT_VEH_CLASS_5_TREND,AADTT_VEH_CLASS_6_TREND,AADTT_VEH_CLASS_7_TREND,AADTT_VEH_CLASS_8_TREND,AADTT_VEH_CLASS_9_TREND,AADTT_VEH_CLASS_10_TREND,AADTT_VEH_CLASS_11_TREND,AADTT_VEH_CLASS_12_TREND,AADTT_VEH_CLASS_13_TREND,CMLTV_VOL_VEH_CLASS_9_TREND
4,Arizona,1022,2,1993,17,139,10,0,62,1269,5,68,29,1,1282300
4,Arizona,1022,2,1994,18,144,10,0,64,1317,5,71,30,1,1763005
4,Arizona,1022,2,1995,17,139,10,0,62,1269,5,68,29,1,2226190
4,Arizona,1022,2,1996,20,165,12,0,73,1507,6,81,35,1,2241082
4,Arizona,1022,3,1996,19,171,19,0,76,1501,0,76,38,0,535632
4,Arizona,1022,3,1997,21,186,18,0,282,1298,8,79,18,2,1009402
4,Arizona,1022,3,1998,19,170,19,0,76,1492,0,76,38,0,1553982
4,Arizona,1022,3,1999,20,178,20,0,79,1562,0,79,40,0,2124112
4,Arizona,1022,3,2000,21,186,21,0,83,1631,0,83,41,0,2721058
4,Arizona,1022,3,2001,22,194,22,0,86,1701,0,86,43,0,3341923
4,Arizona,1022,3,2002,22,202,22,0,90,1770,0,90,45,0,3987973
4,Arizona,1022,3,2003,23,210,23,0,93,1839,0,93,47,0,4659208
4,Arizona,1022,3,2004,24,217,24,0,97,1909,0,97,48,0,5357902
4,Arizona,1022,3,2005,29,215,14,0,32,2160,8,105,50,2,6146302
4,Arizona,1022,3,2006,29,269,13,0,36,2145,8,110,56,1,6929227
4,Arizona,1022,3,2007,29,259,14,0,29,2217,8,116,56,2,7738432
4,Arizona,1022,3,2008,23,149,14,0,22,2112,8,118,52,2,8511424
4,Arizona,1022,3,2009,29,257,29,0,114,2256,0,114,57,0,9334864
4,Arizona,1022,3,2010,29,265,29,0,118,2325,0,118,59,0,10183489
4,Arizona,1022,3,2011,30,273,30,0,121,2394,0,121,61,0,11057299
4,Arizona,1022,3,2012,31,281,31,0,125,2464,0,125,62,0,11959123
4,Arizona,1022,3,2013,32,289,32,0,128,2534,0,128,64,0,12884033
4,Arizona,1022,3,2014,33,297,33,0,132,2603,0,132,66,0,13834128
4,Arizona,1022,3,2015,34,304,34,0,135,2673,0,135,68,0,14809773
4,Arizona,1022,3,2016,35,312,35,0,139,2742,0,139,69,0,15229266
4,Arizona,1022,4,2015,34,304,34,0,135,2673,0,135,68,0,975645
4,Arizona,1022,1,1978,5,38,3,0,17,349,1,19,8,0,140160
4,Arizona,1024,8,2016,28,225,20,1,59,2331,10,147,49,2,12725093
4,Arizona,1024,8,2017,29,230,20,1,60,2381,10,150,50,2,13594158
4,Arizona,1024,8,2018,29,235,21,1,62,2431,10,153,51,2,14481473
4,Arizona,1024,8,2019,30,240,21,1,63,2480,10,156,52,2,15386673
4,Arizona,1024,8,2020,31,245,22,1,64,2530,11,160,53,2,16312653
4,Arizona,1024,8,2021,31,249,22,1,65,2579,11,163,54,2,17253988
4,Arizona,1024,8,2022,32,256,23,1,67,2650,11,167,55,2,18221238
4,Arizona,1024,8,2023,33,261,23,1,68,2698,11,170,57,2,19206008
4,Arizona,1024,8,2024,33,266,23,1,70,2748,12,173,58,2,20211776
4,Arizona,1024,1,1988,11,86,8,0,23,892,4,56,19,1,2881514
4,Arizona,1024,1,1989,12,94,8,0,25,975,4,61,20,1,3237389
4,Arizona,1024,1,1990,12,99,9,0,26,1023,4,65,21,1,3610784
4,Arizona,1024,1,1991,14,112,10,0,29,1157,5,73,24,1,4033089
4,Arizona,1024,1,1992,15,118,10,0,31,1218,5,77,26,1,4478877
4,Arizona,1024,1,1993,18,101,12,2,24,1242,3,141,30,1,4932207
4,Arizona,1024,1,1994,14,115,10,0,30,1191,5,75,25,1,5366922
4,Arizona,1024,1,1995,16,126,11,0,33,1303,5,82,27,1,5842517
4,Arizona,1024,1,1996,18,145,13,0,38,1499,6,95,31,1,6391151
4,Arizona,1024,1,1997,19,153,13,0,40,1583,7,100,33,1,6968946
4,Arizona,1024,1,1998,21,168,15,0,44,1737,7,110,36,1,7602951
4,Arizona,1024,1,1999,20,160,14,0,42,1659,7,105,35,1,8208486
4,Arizona,1024,2,1989,12,94,8,0,25,975,4,61,20,1,355875
4,Arizona,1024,2,1990,12,99,9,0,26,1023,4,65,21,1,729270
4,Arizona,1024,2,1991,14,112,10,0,29,1157,5,73,24,1,1151575
4,Arizona,1024,2,1992,15,118,10,0,31,1218,5,77,26,1,1597363
4,Arizona,1024,2,1993,18,101,12,2,24,1242,3,141,30,1,2050693
4,Arizona,1024,2,1994,14,115,10,0,30,1191,5,75,25,1,2485408
4,Arizona,1024,2,1995,16,126,11,0,33,1303,5,82,27,1,2961003
4,Arizona,1024,2,1996,18,145,13,0,38,1499,6,95,31,1,3509637
4,Arizona,1024,2,1997,19,153,13,0,40,1583,7,100,33,1,4087432
4,Arizona,1024,2,1998,21,168,15,0,44,1737,7,110,36,1,4721437
4,Arizona,1024,2,1999,20,160,14,0,42,1659,7,105,35,1,4872215
4,Arizona,1024,3,1990,12,99,9,0,26,1023,4,65,21,1,373395
4,Arizona,1024,3,1991,14,112,10,0,29,1157,5,73,24,1,795700
4,Arizona,1024,3,1992,15,118,10,0,31,1218,5,77,26,1,1241488
4,Arizona,1024,3,1993,18,101,12,2,24,1242,3,141,30,1,1694818
4,Arizona,1024,3,1994,14,115,10,0,30,1191,5,75,25,1,2129533
4,Arizona,1024,3,1995,16,126,11,0,33,1303,5,82,27,1,2605128
4,Arizona,1024,3,1996,18,145,13,0,38,1499,6,95,31,1,3153762
4,Arizona,1024,3,1997,19,153,13,0,40,1583,7,100,33,1,3731557
4,Arizona,1024,3,1998,21,168,15,0,44,1737,7,110,36,1,4365562
4,Arizona,1024,3,1999,20,160,14,0,42,1659,7,105,35,1,4516340
4,Arizona,1024,4,1994,14,115,10,0,30,1191,5,75,25,1,434715
4,Arizona,1024,4,1995,16,126,11,0,33,1303,5,82,27,1,910310
4,Arizona,1024,4,1996,18,145,13,0,38,1499,6,95,31,1,1458944
4,Arizona,1024,4,1997,19,153,13,0,40,1583,7,100,33,1,2036739
4,Arizona,1024,4,1998,21,168,15,0,44,1737,7,110,36,1,2670744
4,Arizona,1024,4,1999,20,160,14,0,42,1659,7,105,35,1,2821522
4,Arizona,1024,5,1997,19,153,13,0,40,1583,7,100,33,1,577795
4,Arizona,1024,5,1998,21,168,15,0,44,1737,7,110,36,1,1211800
4,Arizona,1024,5,1999,20,160,14,0,42,1659,7,105,35,1,1362578
4,Arizona,1024,6,1997,19,153,13,0,40,1583,7,100,33,1,577795
4,Arizona,1024,6,1998,21,168,15,0,44,1737,7,110,36,1,1211800
4,Arizona,1024,6,1999,20,160,14,0,42,1659,7,105,35,1,1362578
4,Arizona,1024,7,1998,21,168,15,0,44,1737,7,110,36,1,634005
4,Arizona,1024,7,1999,20,160,14,0,42,1659,7,105,35,1,784783
4,Arizona,1024,8,1999,20,160,14,0,42,1659,7,105,35,1,605535
4,Arizona,1024,8,2000,18,172,15,0,14,1817,8,128,32,1,1270557
4,Arizona,1024,8,2001,19,154,14,0,40,1589,7,100,33,1,1850542
4,Arizona,1024,8,2002,20,158,14,0,42,1638,7,103,34,1,2448412
4,Arizona,1024,8,2003,20,163,14,0,43,1688,7,106,35,1,3064532
4,Arizona,1024,8,2004,21,168,15,0,44,1737,7,110,36,1,3700274
4,Arizona,1024,8,2005,22,173,15,0,45,1787,7,113,37,1,4352529
4,Arizona,1024,8,2006,22,178,16,0,47,1836,8,116,38,1,5022669
4,Arizona,1024,8,2007,23,182,16,0,48,1886,8,119,39,1,5711059
4,Arizona,1024,8,2008,23,187,16,0,49,1935,8,122,41,1,6419269
4,Arizona,1024,8,2009,24,192,17,0,50,1985,8,125,42,1,7143794
4,Arizona,1024,8,2010,25,197,17,1,52,2034,9,128,43,2,7886204
4,Arizona,1024,8,2011,25,202,18,1,53,2084,9,131,44,2,8646864
4,Arizona,1024,8,2012,26,206,18,1,54,2133,9,135,45,2,9427542
4,Arizona,1024,8,2013,26,211,19,1,55,2183,9,138,46,2,10224337
4,Arizona,1024,8,2014,27,216,19,1,57,2232,9,141,47,2,11039017
4,Arizona,1024,8,2015,28,221,19,1,58,2282,10,144,48,2,11871947
4,Arizona,1024,1,1977,6,49,4,0,13,502,2,32,11,0,183230
4,Arizona,1024,1,1978,7,55,5,0,14,569,2,36,12,0,390915
4,Arizona,1024,1,1979,7,55,5,0,14,569,2,36,12,0,598600
4,Arizona,1024,1,1980,6,47,4,0,12,488,2,31,10,0,777208
4,Arizona,1024,1,1981,7,55,5,0,14,569,2,36,12,0,984893
4,Arizona,1024,1,1982,7,55,5,0,14,569,2,36,12,0,1192578
4,Arizona,1024,1,1983,8,63,6,0,16,649,3,41,14,0,1429463
4,Arizona,1024,1,1984,8,63,6,0,16,649,3,41,14,0,1666997
4,Arizona,1024,1,1985,9,71,6,0,19,730,3,46,15,1,1933447
4,Arizona,1024,1,1986,10,79,7,0,21,811,3,51,17,1,2229462
4,Arizona,1024,1,1987,11,86,8,0,23,892,4,56,19,1,2555042
4,Arizona,1025,5,2000,12,83,12,0,59,949,0,59,12,0,710305
4,Arizona,1025,5,2001,38,264,38,0,189,3017,0,189,38,0,1811510
4,Arizona,1025,5,2002,39,272,39,0,194,3108,0,194,39,0,2945930
4,Arizona,1025,5,2003,32,223,32,0,159,2549,0,159,32,0,3876315
4,Arizona,1025,5,2004,38,156,22,0,76,2157,9,91,35,2,4665777
4,Arizona,1025,5,2005,35,135,23,0,72,2205,8,102,42,2,5470602
4,Arizona,1025,5,2006,36,133,25,0,79,2206,7,111,47,2,6275792
4,Arizona,1025,5,2007,36,133,24,0,78,2281,8,115,49,2,7108357
4,Arizona,1025,5,2008,23,98,32,0,79,2060,7,115,41,2,7862317
4,Arizona,1025,5,2009,35,245,35,0,175,2795,0,175,35,0,8882492
4,Arizona,1025,5,2010,37,259,37,0,185,2954,0,185,37,0,9960702
4,Arizona,1025,5,2011,39,273,39,0,195,3123,0,195,39,0,11100597
4,Arizona,1025,5,2012,41,289,41,0,206,3302,0,206,41,0,12309129
4,Arizona,1025,5,2013,44,305,44,0,218,3490,0,218,44,0,13582979
4,Arizona,1025,5,2014,46,323,46,0,231,3690,0,231,46,0,14929829
4,Arizona,1025,5,2015,49,341,49,0,244,3901,0,244,49,0,16353694
4,Arizona,1025,5,2016,52,361,52,0,258,4124,0,258,52,0,17863078
4,Arizona,1025,5,2017,54,381,54,0,272,4359,0,272,54,0,18391302
4,Arizona,1025,6,2011,39,273,39,0,195,3123,0,195,39,0,1139895
4,Arizona,1025,6,2012,41,289,41,0,206,3302,0,206,41,0,2348427
4,Arizona,1025,6,2013,44,305,44,0,218,3490,0,218,44,0,3622277
4,Arizona,1025,6,2014,46,323,46,0,231,3690,0,231,46,0,4969127
4,Arizona,1025,6,2015,49,341,49,0,244,3901,0,244,49,0,6392992
4,Arizona,1025,6,2016,52,361,52,0,258,4124,0,258,52,0,7902376
4,Arizona,1025,6,2017,54,381,54,0,272,4359,0,272,54,0,8430600
4,Arizona,1025,7,2016,52,361,52,0,258,4124,0,258,52,0,1509384
4,Arizona,1025,7,2017,54,381,54,0,272,4359,0,272,54,0,2037608
4,Arizona,1025,1,1978,8,48,7,0,39,548,3,36,10,1,200020
4,Arizona,1025,1,1979,8,48,7,0,39,548,3,36,10,1,400040
4,Arizona,1025,1,1980,7,41,6,0,34,469,2,31,9,1,571694
4,Arizona,1025,1,1981,8,48,7,0,39,548,3,36,10,1,771714
4,Arizona,1025,1,1982,8,48,7,0,39,548,3,36,10,1,971734
4,Arizona,1025,1,1983,8,48,7,0,39,548,3,36,10,1,1171754
4,Arizona,1025,1,1984,9,55,8,0,45,626,3,41,12,1,1400870
4,Arizona,1025,1,1985,10,62,9,0,50,706,3,46,13,1,1658560
4,Arizona,1025,1,1986,11,69,10,0,56,783,4,51,15,1,1944355
4,Arizona,1025,1,1987,12,76,11,1,61,862,4,56,16,1,2258985
4,Arizona,1025,1,1988,12,76,11,1,61,862,4,56,16,1,2574477
4,Arizona,1025,1,1989,12,76,11,1,61,862,4,56,16,1,2889107
4,Arizona,1025,1,1990,14,87,12,1,70,987,5,64,19,2,3249362
4,Arizona,1025,1,1991,15,94,13,1,77,1077,5,70,20,2,3642467
4,Arizona,1025,1,1992,16,100,14,1,81,1136,5,74,22,2,4058243
4,Arizona,1025,1,1993,12,60,10,0,30,1317,5,141,33,1,4538948
4,Arizona,1025,1,1994,13,112,17,7,37,1166,13,123,29,3,4964538
4,Arizona,1025,1,1995,17,170,15,0,121,1508,6,126,31,2,5514958
4,Arizona,1025,1,1996,16,202,17,1,117,1481,7,106,28,2,6057004
4,Arizona,1025,1,1997,21,215,20,0,288,1510,9,90,21,2,6608154
4,Arizona,1025,1,1998,30,224,31,1,252,1384,8,79,19,12,7113314
4,Arizona,1025,1,1999,27,151,20,0,234,1697,8,93,18,2,7732719
4,Arizona,1025,2,1990,14,87,12,1,70,987,5,64,19,2,360255
4,Arizona,1025,2,1991,15,94,13,1,77,1077,5,70,20,2,753360
4,Arizona,1025,2,1992,16,100,14,1,81,1136,5,74,22,2,1169136
4,Arizona,1025,2,1993,12,60,10,0,30,1317,5,141,33,1,1649841
4,Arizona,1025,2,1994,13,112,17,7,37,1166,13,123,29,3,2075431
4,Arizona,1025,2,1995,17,170,15,0,121,1508,6,126,31,2,2625851
4,Arizona,1025,2,1996,16,202,17,1,117,1481,7,106,28,2,3167897
4,Arizona,1025,2,1997,21,215,20,0,288,1510,9,90,21,2,3719047
4,Arizona,1025,2,1998,30,224,31,1,252,1384,8,79,19,12,4224207
4,Arizona,1025,2,1999,27,151,20,0,234,1697,8,93,18,2,4481260
4,Arizona,1025,3,1991,15,94,13,1,77,1077,5,70,20,2,393105
4,Arizona,1025,3,1992,16,100,14,1,81,1136,5,74,22,2,808881
4,Arizona,1025,3,1993,12,60,10,0,30,1317,5,141,33,1,1289586
4,Arizona,1025,3,1994,13,112,17,7,37,1166,13,123,29,3,1715176
4,Arizona,1025,3,1995,17,170,15,0,121,1508,6,126,31,2,2265596
4,Arizona,1025,3,1996,16,202,17,1,117,1481,7,106,28,2,2807642
4,Arizona,1025,3,1997,21,215,20,0,288,1510,9,90,21,2,3358792
4,Arizona,1025,3,1998,30,224,31,1,252,1384,8,79,19,12,3863952
4,Arizona,1025,3,1999,27,151,20,0,234,1697,8,93,18,2,4121005
4,Arizona,1025,4,1996,16,202,17,1,117,1481,7,106,28,2,542046
4,Arizona,1025,4,1997,21,215,20,0,288,1510,9,90,21,2,1093196
4,Arizona,1025,4,1998,30,224,31,1,252,1384,8,79,19,12,1598356
4,Arizona,1025,4,1999,27,151,20,0,234,1697,8,93,18,2,1855409
4,Arizona,1025,5,1999,27,151,20,0,234,1697,8,93,18,2,362971
4,Arizona,1034,4,2002,3,36,25,1,21,102,2,0,2,1,162511
4,Arizona,1034,4,2003,5,50,30,2,23,102,1,0,2,9,199741
4,Arizona,1034,4,2004,15,387,89,13,232,332,7,26,8,13,321253
4,Arizona,1034,4,2005,15,395,91,13,237,339,7,26,8,13,444988
4,Arizona,1034,4,2006,15,383,88,13,230,329,7,25,8,13,464682
4,Arizona,1034,5,2001,2,47,31,5,24,99,4,0,4,4,36135
4,Arizona,1034,5,2002,3,36,25,1,21,102,2,0,2,1,73365
4,Arizona,1034,5,2003,5,50,30,2,23,102,1,0,2,9,110595
4,Arizona,1034,5,2004,15,387,89,13,232,332,7,26,8,13,232107
4,Arizona,1034,5,2005,15,395,91,13,237,339,7,26,8,13,355842
4,Arizona,1034,5,2006,15,383,88,13,230,329,7,25,8,13,375536
4,Arizona,1034,1,1975,3,87,20,3,52,75,2,6,2,3,27375
4,Arizona,1034,1,1976,4,93,21,3,56,80,2,6,2,3,56655
4,Arizona,1034,1,1977,3,86,20,3,52,74,2,6,2,3,83665
4,Arizona,1034,1,1978,3,83,19,3,50,71,1,5,2,3,109580
4,Arizona,1034,1,1979,3,83,19,3,50,71,1,5,2,3,135495
4,Arizona,1034,1,1980,1,33,8,1,20,28,1,2,1,1,145743
4,Arizona,1034,1,1981,1,34,8,1,20,29,1,2,1,1,156328
4,Arizona,1034,1,1982,1,35,8,1,21,30,1,2,1,1,167278
4,Arizona,1034,1,1983,2,63,14,2,38,54,1,4,1,2,186988
4,Arizona,1034,1,1984,2,60,14,2,36,52,1,4,1,2,206020
4,Arizona,1034,1,1985,6,155,36,5,93,133,3,10,3,5,254565
4,Arizona,1034,1,1986,5,128,29,4,77,110,2,8,3,4,294715
4,Arizona,1034,1,1987,6,146,33,5,87,125,3,10,3,5,340340
4,Arizona,1034,1,1988,8,196,45,7,118,168,4,13,4,7,401828
4,Arizona,1034,1,1989,6,151,35,5,90,129,3,10,3,5,448913
4,Arizona,1034,1,1990,6,147,34,5,88,126,3,10,3,5,494903
4,Arizona,1034,1,1991,5,121,28,4,72,104,2,8,3,4,532863
4,Arizona,1034,1,1992,5,129,30,4,78,111,2,9,3,4,573489
4,Arizona,1034,1,1993,6,81,9,3,123,46,1,9,1,3,590279
4,Arizona,1034,1,1994,5,75,12,4,117,56,1,11,1,3,610719
4,Arizona,1034,1,1995,5,78,15,5,86,63,1,12,1,3,633714
4,Arizona,1034,1,1996,5,448,18,3,98,62,1,12,1,2,656406
4,Arizona,1034,1,1997,2,37,12,2,22,48,0,11,1,0,673926
4,Arizona,1034,1,1998,2,343,20,2,96,73,1,11,1,3,700571
4,Arizona,1034,1,1999,3,323,25,4,87,85,2,9,2,7,731596
4,Arizona,1034,1,2000,2,28,25,3,25,86,3,0,3,2,763072
4,Arizona,1034,1,2001,2,47,31,5,24,99,4,0,4,4,799207
4,Arizona,1034,1,2002,3,36,25,1,21,102,2,0,2,1,836437
4,Arizona,1034,1,2003,5,50,30,2,23,102,1,0,2,9,873667
4,Arizona,1034,1,2004,15,387,89,13,232,332,7,26,8,13,995179
4,Arizona,1034,1,2005,15,395,91,13,237,339,7,26,8,13,1118914
4,Arizona,1034,1,2006,15,383,88,13,230,329,7,25,8,13,1238999
4,Arizona,1034,2,1990,6,147,34,5,88,126,3,10,3,5,45990
4,Arizona,1034,2,1991,5,121,28,4,72,104,2,8,3,4,83950
4,Arizona,1034,2,1992,5,129,30,4,78,111,2,9,3,4,124576
4,Arizona,1034,2,1993,6,81,9,3,123,46,1,9,1,3,141366
4,Arizona,1034,2,1994,5,75,12,4,117,56,1,11,1,3,161806
4,Arizona,1034,2,1995,5,78,15,5,86,63,1,12,1,3,184801
4,Arizona,1034,2,1996,5,448,18,3,98,62,1,12,1,2,207493
4,Arizona,1034,2,1997,2,37,12,2,22,48,0,11,1,0,225013
4,Arizona,1034,2,1998,2,343,20,2,96,73,1,11,1,3,251658
4,Arizona,1034,2,1999,3,323,25,4,87,85,2,9,2,7,282683
4,Arizona,1034,2,2000,2,28,25,3,25,86,3,0,3,2,314159
4,Arizona,1034,2,2001,2,47,31,5,24,99,4,0,4,4,350294
4,Arizona,1034,2,2002,3,36,25,1,21,102,2,0,2,1,387524
4,Arizona,1034,2,2003,5,50,30,2,23,102,1,0,2,9,424754
4,Arizona,1034,2,2004,15,387,89,13,232,332,7,26,8,13,546266
4,Arizona,1034,2,2005,15,395,91,13,237,339,7,26,8,13,670001
4,Arizona,1034,2,2006,15,383,88,13,230,329,7,25,8,13,689695
4,Arizona,1034,3,1996,5,448,18,3,98,62,1,12,1,2,22692
4,Arizona,1034,3,1997,2,37,12,2,22,48,0,11,1,0,40212
4,Arizona,1034,3,1998,2,343,20,2,96,73,1,11,1,3,66857
4,Arizona,1034,3,1999,3,323,25,4,87,85,2,9,2,7,97882
4,Arizona,1034,3,2000,2,28,25,3,25,86,3,0,3,2,129358
4,Arizona,1034,3,2001,2,47,31,5,24,99,4,0,4,4,165493
4,Arizona,1034,3,2002,3,36,25,1,21,102,2,0,2,1,202723
4,Arizona,1034,3,2003,5,50,30,2,23,102,1,0,2,9,239953
4,Arizona,1034,3,2004,15,387,89,13,232,332,7,26,8,13,361465
4,Arizona,1034,3,2005,15,395,91,13,237,339,7,26,8,13,485200
4,Arizona,1034,3,2006,15,383,88,13,230,329,7,25,8,13,504894
4,Arizona,1034,4,1998,2,343,20,2,96,73,1,11,1,3,26645
4,Arizona,1034,4,1999,3,323,25,4,87,85,2,9,2,7,57670
4,Arizona,1034,4,2000,2,28,25,3,25,86,3,0,3,2,89146
4,Arizona,1034,4,2001,2,47,31,5,24,99,4,0,4,4,125281
4,Arizona,1036,1,1983,4,34,7,0,21,163,1,16,4,0,59495
4,Arizona,1036,1,1984,5,36,7,0,23,176,2,17,4,0,123911
4,Arizona,1036,2,1997,11,155,24,0,73,476,5,41,8,1,697982
4,Arizona,1036,2,1996,12,97,20,0,62,467,4,46,12,0,524242
4,Arizona,1036,2,1995,11,89,18,0,57,428,4,42,11,0,353320
4,Arizona,1036,2,1994,7,54,11,0,34,260,2,25,7,0,197100
4,Arizona,1036,2,1993,8,30,10,0,32,280,2,30,9,0,102200
4,Arizona,1036,1,1998,11,88,18,0,56,425,4,41,11,0,1554869
4,Arizona,1036,1,1997,11,155,24,0,73,476,5,41,8,1,1399744
4,Arizona,1036,1,1996,12,97,20,0,62,467,4,46,12,0,1226004
4,Arizona,1036,1,1995,11,89,18,0,57,428,4,42,11,0,1055082
4,Arizona,1036,1,1994,7,54,11,0,34,260,2,25,7,0,898862
4,Arizona,1036,1,1993,8,30,10,0,32,280,2,30,9,0,803962
4,Arizona,1036,1,1992,6,51,10,0,32,243,2,24,6,0,701762
4,Arizona,1036,1,1991,6,47,10,0,30,227,2,22,6,0,612824
4,Arizona,1036,1,1990,6,48,10,0,31,233,2,23,6,0,529969
4,Arizona,1036,1,1989,4,33,7,0,21,159,1,16,4,0,444924
4,Arizona,1036,1,1988,5,37,8,0,24,178,2,17,4,0,386889
4,Arizona,1036,1,1987,5,39,8,0,25,188,2,18,5,0,321741
4,Arizona,1036,1,1986,5,37,8,0,24,178,2,17,4,0,253121
4,Arizona,1036,1,1985,5,36,7,0,23,176,2,17,4,0,188151
4,Arizona,1036,2,1998,11,88,18,0,56,425,4,41,11,0,749328
4,Arizona,1037,2,1999,155,474,102,17,475,285,18,18,4,47,193859
4,Arizona,1037,2,1998,34,104,22,4,104,62,4,4,1,10,89834
4,Arizona,1037,2,1997,29,89,19,3,89,54,3,3,1,9,67204
4,Arizona,1037,2,1996,12,122,14,0,45,44,1,2,0,1,47494
4,Arizona,1037,2,1995,16,33,10,2,36,26,1,2,0,4,31390
4,Arizona,1037,2,1994,20,40,12,3,66,33,3,2,1,8,21900
4,Arizona,1037,2,1993,19,37,10,2,66,27,3,2,1,7,9855
4,Arizona,1037,1,2000,164,501,108,18,503,301,19,19,5,50,392787
4,Arizona,1037,1,1999,155,474,102,17,475,285,18,18,4,47,282621
4,Arizona,1037,1,1998,34,104,22,4,104,62,4,4,1,10,178596
4,Arizona,1037,1,1997,29,89,19,3,89,54,3,3,1,9,155966
4,Arizona,1037,1,1996,12,122,14,0,45,44,1,2,0,1,136256
4,Arizona,1037,1,1995,16,33,10,2,36,26,1,2,0,4,120152
4,Arizona,1037,1,1994,20,40,12,3,66,33,3,2,1,8,110662
4,Arizona,1037,1,1993,19,37,10,2,66,27,3,2,1,7,98617
4,Arizona,1037,1,1992,19,59,13,2,60,36,2,2,1,6,88762
4,Arizona,1037,1,1991,18,56,12,2,57,34,2,2,1,6,75586
4,Arizona,1037,1,1990,17,52,11,2,52,31,2,2,0,5,63176
4,Arizona,1037,1,1989,20,61,13,2,61,37,2,2,1,6,51861
4,Arizona,1037,1,1988,17,52,11,2,52,31,2,2,0,5,38356
4,Arizona,1037,1,1987,17,50,11,2,51,30,2,2,0,5,27010
4,Arizona,1037,1,1986,13,39,8,1,39,23,1,1,0,4,16060
4,Arizona,1037,2,2000,164,501,108,18,503,301,19,19,5,50,221511
4,Arizona,1037,1,1985,11,35,7,1,35,21,1,1,0,3,7665
4,Arizona,1062,5,2012,32,194,27,1,180,2361,11,212,50,3,9918003
4,Arizona,1062,5,2013,33,199,27,1,185,2425,11,218,51,3,10803128
4,Arizona,1062,5,2014,34,205,28,1,190,2490,12,224,52,3,11711978
4,Arizona,1062,5,2015,35,210,29,1,195,2555,12,230,54,3,12425398
4,Arizona,1062,6,2012,32,194,27,1,180,2361,11,212,50,3,864126
4,Arizona,1062,6,2013,33,199,27,1,185,2425,11,218,51,3,1749251
4,Arizona,1062,6,2014,34,205,28,1,190,2490,12,224,52,3,2658101
4,Arizona,1062,6,2015,35,210,29,1,195,2555,12,230,54,3,3371521
4,Arizona,1062,7,2015,33,199,33,0,199,2559,0,233,66,0,220432
4,Arizona,1062,7,2016,34,204,34,0,204,2623,0,238,68,0,1180450
4,Arizona,1062,7,2017,35,209,35,0,209,2688,0,244,70,0,1506182
4,Arizona,1062,2,2014,34,205,28,1,190,2490,12,224,52,3,15976947
4,Arizona,1062,2,2015,35,210,29,1,195,2555,12,230,54,3,16690367
4,Arizona,1062,3,1991,14,87,12,0,81,1057,5,95,22,1,385805
4,Arizona,1062,3,1992,15,92,13,0,85,1115,5,100,23,1,793895
4,Arizona,1062,3,1993,19,75,14,1,24,1337,6,150,33,2,1281900
4,Arizona,1062,3,1994,14,75,13,0,22,1314,5,121,31,1,1761510
4,Arizona,1062,3,1995,17,106,15,0,98,1284,6,115,27,2,2230170
4,Arizona,1062,3,1996,19,114,16,0,105,1384,6,124,29,2,2736714
4,Arizona,1062,3,1997,21,186,18,0,282,1297,8,79,18,2,3210119
4,Arizona,1062,3,1998,20,119,16,0,111,1453,7,131,31,2,3740464
4,Arizona,1062,3,1999,21,125,17,0,116,1518,7,136,32,2,4294534
4,Arizona,1062,3,2000,21,130,18,0,121,1583,7,142,33,2,4873912
4,Arizona,1062,3,2001,22,135,19,0,126,1648,8,148,35,2,5475432
4,Arizona,1062,3,2002,23,141,19,0,131,1713,8,154,36,2,6100677
4,Arizona,1062,3,2003,24,146,20,0,135,1777,8,160,37,2,6749282
4,Arizona,1062,3,2004,25,151,21,0,140,1842,9,165,39,2,7423454
4,Arizona,1062,3,2005,26,157,22,0,145,1907,9,171,40,2,8119509
4,Arizona,1062,3,2006,27,162,22,1,150,1972,9,177,42,3,8839289
4,Arizona,1062,3,2007,28,167,23,1,155,2036,10,183,43,3,9582429
4,Arizona,1062,3,2008,28,173,24,1,160,2102,10,189,44,3,10351761
4,Arizona,1062,3,2009,29,178,25,1,165,2166,10,195,46,3,11142351
4,Arizona,1062,3,2010,30,183,25,1,170,2231,10,200,47,3,11956666
4,Arizona,1062,3,2011,31,189,26,1,175,2295,11,206,48,3,12794341
4,Arizona,1062,3,2012,32,194,27,1,180,2361,11,212,50,3,13658467
4,Arizona,1062,3,2013,33,199,27,1,185,2425,11,218,51,3,14543592
4,Arizona,1062,3,2014,34,205,28,1,190,2490,12,224,52,3,15452442
4,Arizona,1062,3,2015,35,210,29,1,195,2555,12,230,54,3,16165862
4,Arizona,1062,4,1992,15,92,13,0,85,1115,5,100,23,1,408090
4,Arizona,1062,4,1993,19,75,14,1,24,1337,6,150,33,2,896095
4,Arizona,1062,4,1994,14,75,13,0,22,1314,5,121,31,1,1375705
4,Arizona,1062,4,1995,17,106,15,0,98,1284,6,115,27,2,1844365
4,Arizona,1062,4,1996,19,114,16,0,105,1384,6,124,29,2,2350909
4,Arizona,1062,4,1997,21,186,18,0,282,1297,8,79,18,2,2824314
4,Arizona,1062,4,1998,20,119,16,0,111,1453,7,131,31,2,3354659
