STATE_CODE,STATE_CODE_EXP,SHRP_ID,YEAR,MONTH,VEHICLE_CLASS,VEHICLE_CLASS_EXP,TRF_DATA_TYPE,TRF_DATA_TYPE_EXP,MONTHLY_RATIO
4,Arizona,1001,1994,2,9,"FHWA Class 9 (Five axle, one trailer truck)",4,Classification,1.0199999809265137
4,Arizona,1001,1994,3,9,"FHWA Class 9 (Five axle, one trailer truck)",4,Classification,0.9900000095367432
4,Arizona,1001,1994,6,9,"FHWA Class 9 (Five axle, one trailer truck)",4,Classification,0.9700000286102295
4,Arizona,1001,1994,7,9,"FHWA Class 9 (Five axle, one trailer truck)",4,Classification,0.9700000286102295
4,Arizona,1001,1994,8,9,"FHWA Class 9 (Five axle, one trailer truck)",4,Classification,0.9800000190734863
4,Arizona,1001,2007,5,8,"FHWA Class 8 (Four or less axle, one trailer truck)",4,Classification,0.9700000286102295
4,Arizona,1001,2007,6,8,"FHWA Class 8 (Four or less axle, one trailer truck)",4,Classification,1.0199999809265137
4,Arizona,1001,2007,7,8,"FHWA Class 8 (Four or less axle, one trailer truck)",4,Classification,0.9900000095367432
4,Arizona,1001,2007,8,8,"FHWA Class 8 (Four or less axle, one trailer truck)",4,Classification,1.0499999523162842
4,Arizona,1001,2007,12,8,"FHWA Class 8 (Four or less axle, one trailer truck)",4,Classification,0.8299999833106995
4,Arizona,1001,2007,1,9,"FHWA Class 9 (Five axle, one trailer truck)",4,Classification,1.0800000429153442
4,Arizona,1001,2007,2,9,"FHWA Class 9 (Five axle, one trailer truck)",4,Classification,1.0299999713897705
4,Arizona,1001,2007,3,9,"FHWA Class 9 (Five axle, one trailer truck)",4,Classification,0.9900000095367432
4,Arizona,1001,2007,4,9,"FHWA Class 9 (Five axle, one trailer truck)",4,Classification,0.9700000286102295
4,Arizona,1001,2007,5,9,"FHWA Class 9 (Five axle, one trailer truck)",4,Classification,0.9900000095367432
4,Arizona,1001,2007,6,9,"FHWA Class 9 (Five axle, one trailer truck)",4,Classification,0.9900000095367432
4,Arizona,1001,2007,7,9,"FHWA Class 9 (Five axle, one trailer truck)",4,Classification,0.9700000286102295
4,Arizona,1001,2007,8,9,"FHWA Class 9 (Five axle, one trailer truck)",4,Classification,1.0399999618530273
4,Arizona,1001,2007,12,9,"FHWA Class 9 (Five axle, one trailer truck)",4,Classification,0.9399999976158142
4,Arizona,1001,2007,1,10,"FHWA Class 10 (Six or more axle, one trailer truck)",4,Classification,1.159999966621399
4,Arizona,1001,2007,2,10,"FHWA Class 10 (Six or more axle, one trailer truck)",4,Classification,1.0700000524520874
4,Arizona,1001,2007,3,10,"FHWA Class 10 (Six or more axle, one trailer truck)",4,Classification,1.0299999713897705
4,Arizona,1001,2007,4,10,"FHWA Class 10 (Six or more axle, one trailer truck)",4,Classification,1.0700000524520874
4,Arizona,1001,2007,5,10,"FHWA Class 10 (Six or more axle, one trailer truck)",4,Classification,1.0299999713897705
4,Arizona,1001,2007,6,10,"FHWA Class 10 (Six or more axle, one trailer truck)",4,Classification,0.9900000095367432
4,Arizona,1001,2007,7,10,"FHWA Class 10 (Six or more axle, one trailer truck)",4,Classification,0.8999999761581421
4,Arizona,1001,2007,8,10,"FHWA Class 10 (Six or more axle, one trailer truck)",4,Classification,0.8999999761581421
4,Arizona,1001,2007,12,10,"FHWA Class 10 (Six or more axle, one trailer truck)",4,Classification,0.8500000238418579
4,Arizona,1001,2007,1,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",4,Classification,1.059999942779541
4,Arizona,1001,2007,2,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",4,Classification,1.0700000524520874
4,Arizona,1001,2007,3,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",4,Classification,1.0499999523162842
4,Arizona,1001,2007,4,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",4,Classification,0.9700000286102295
4,Arizona,1001,2007,5,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",4,Classification,1.0099999904632568
4,Arizona,1001,2007,6,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",4,Classification,1.1399999856948853
4,Arizona,1001,2007,7,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",4,Classification,0.9399999976158142
4,Arizona,1001,2007,1,4,FHWA Class 4 (Buses),4,Classification,1.100000023841858
4,Arizona,1001,2007,2,4,FHWA Class 4 (Buses),4,Classification,1.100000023841858
4,Arizona,1001,2007,3,4,FHWA Class 4 (Buses),4,Classification,1.0299999713897705
4,Arizona,1001,2007,4,4,FHWA Class 4 (Buses),4,Classification,0.9800000190734863
4,Arizona,1001,2007,5,4,FHWA Class 4 (Buses),4,Classification,0.9300000071525574
4,Arizona,1001,2007,6,4,FHWA Class 4 (Buses),4,Classification,1
4,Arizona,1001,2008,6,10,"FHWA Class 10 (Six or more axle, one trailer truck)",4,Classification,0.8799999952316284
4,Arizona,1001,2008,7,10,"FHWA Class 10 (Six or more axle, one trailer truck)",4,Classification,0.8100000023841858
4,Arizona,1001,2008,8,10,"FHWA Class 10 (Six or more axle, one trailer truck)",4,Classification,0.949999988079071
4,Arizona,1001,2008,9,10,"FHWA Class 10 (Six or more axle, one trailer truck)",4,Classification,0.949999988079071
4,Arizona,1001,2008,12,10,"FHWA Class 10 (Six or more axle, one trailer truck)",4,Classification,0.8799999952316284
4,Arizona,1001,2008,2,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",4,Classification,1.2200000286102295
4,Arizona,1001,2008,3,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",4,Classification,1.059999942779541
4,Arizona,1001,2008,4,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",4,Classification,0.9900000095367432
4,Arizona,1001,2008,5,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",4,Classification,1
4,Arizona,1001,2008,6,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",4,Classification,1.0099999904632568
4,Arizona,1001,2008,7,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",4,Classification,1.0499999523162842
4,Arizona,1001,2008,8,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",4,Classification,0.9700000286102295
4,Arizona,1001,2008,9,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",4,Classification,0.9200000166893005
4,Arizona,1001,2008,12,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",4,Classification,0.7799999713897705
4,Arizona,1001,2008,2,12,"FHWA Class 12 (Six axle, multi trailer truck)",4,Classification,1.100000023841858
4,Arizona,1001,2008,3,12,"FHWA Class 12 (Six axle, multi trailer truck)",4,Classification,1.059999942779541
4,Arizona,1001,2008,4,12,"FHWA Class 12 (Six axle, multi trailer truck)",4,Classification,1
4,Arizona,1001,2008,5,12,"FHWA Class 12 (Six axle, multi trailer truck)",4,Classification,1.0499999523162842
4,Arizona,1001,2008,6,12,"FHWA Class 12 (Six axle, multi trailer truck)",4,Classification,1.0199999809265137
4,Arizona,1001,2008,7,12,"FHWA Class 12 (Six axle, multi trailer truck)",4,Classification,1.0399999618530273
4,Arizona,1001,2008,8,12,"FHWA Class 12 (Six axle, multi trailer truck)",4,Classification,1.0399999618530273
4,Arizona,1001,2008,9,12,"FHWA Class 12 (Six axle, multi trailer truck)",4,Classification,0.9599999785423279
4,Arizona,1001,2007,8,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",4,Classification,0.9700000286102295
4,Arizona,1001,2007,12,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",4,Classification,0.7900000214576721
4,Arizona,1001,2007,1,12,"FHWA Class 12 (Six axle, multi trailer truck)",4,Classification,1.0399999618530273
4,Arizona,1001,2007,2,12,"FHWA Class 12 (Six axle, multi trailer truck)",4,Classification,1.0800000429153442
4,Arizona,1001,2007,3,12,"FHWA Class 12 (Six axle, multi trailer truck)",4,Classification,1.090000033378601
4,Arizona,1001,2007,4,12,"FHWA Class 12 (Six axle, multi trailer truck)",4,Classification,1.0099999904632568
4,Arizona,1001,2008,7,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",4,Classification,0.6700000166893005
4,Arizona,1001,2008,8,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",4,Classification,1
4,Arizona,1001,2008,9,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",4,Classification,1
4,Arizona,1001,2008,12,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",4,Classification,0
4,Arizona,1001,2008,2,4,FHWA Class 4 (Buses),4,Classification,1.2699999809265137
4,Arizona,1001,2008,3,4,FHWA Class 4 (Buses),4,Classification,1.0299999713897705
4,Arizona,1001,2008,4,4,FHWA Class 4 (Buses),4,Classification,1.340000033378601
4,Arizona,1001,2008,5,4,FHWA Class 4 (Buses),4,Classification,0.9300000071525574
4,Arizona,1001,2008,6,4,FHWA Class 4 (Buses),4,Classification,0.8600000143051147
4,Arizona,1001,2008,7,4,FHWA Class 4 (Buses),4,Classification,0.8199999928474426
4,Arizona,1001,2008,8,4,FHWA Class 4 (Buses),4,Classification,0.7599999904632568
4,Arizona,1001,2008,9,4,FHWA Class 4 (Buses),4,Classification,0.8899999856948853
4,Arizona,1001,2008,12,4,FHWA Class 4 (Buses),4,Classification,1.100000023841858
4,Arizona,1001,2008,2,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",4,Classification,1.2300000190734863
4,Arizona,1001,2008,3,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",4,Classification,1.159999966621399
4,Arizona,1001,2008,4,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",4,Classification,1.0099999904632568
4,Arizona,1001,2008,5,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",4,Classification,0.9599999785423279
4,Arizona,1001,2008,6,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",4,Classification,0.949999988079071
4,Arizona,1001,2008,7,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",4,Classification,0.8999999761581421
4,Arizona,1001,2008,8,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",4,Classification,0.8899999856948853
4,Arizona,1001,2008,9,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",4,Classification,0.8199999928474426
4,Arizona,1001,2008,12,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",4,Classification,1.0800000429153442
4,Arizona,1001,2008,2,6,FHWA Class 6 (Three axle Single-unit truck),4,Classification,1.1399999856948853
4,Arizona,1001,2008,3,6,FHWA Class 6 (Three axle Single-unit truck),4,Classification,1.0700000524520874
4,Arizona,1001,2008,4,6,FHWA Class 6 (Three axle Single-unit truck),4,Classification,1.0399999618530273
4,Arizona,1001,2008,5,6,FHWA Class 6 (Three axle Single-unit truck),4,Classification,1.0299999713897705
4,Arizona,1001,2008,6,6,FHWA Class 6 (Three axle Single-unit truck),4,Classification,1.0099999904632568
4,Arizona,1001,2008,7,6,FHWA Class 6 (Three axle Single-unit truck),4,Classification,0.9300000071525574
4,Arizona,1001,2008,8,6,FHWA Class 6 (Three axle Single-unit truck),4,Classification,0.949999988079071
4,Arizona,1001,2008,9,6,FHWA Class 6 (Three axle Single-unit truck),4,Classification,1.0099999904632568
4,Arizona,1001,2008,12,6,FHWA Class 6 (Three axle Single-unit truck),4,Classification,0.8199999928474426
4,Arizona,1001,2008,2,7,FHWA Class 7 (Four or more axle Single-unit truck),4,Classification,1.159999966621399
4,Arizona,1001,2008,3,7,FHWA Class 7 (Four or more axle Single-unit truck),4,Classification,1.159999966621399
4,Arizona,1001,2008,4,7,FHWA Class 7 (Four or more axle Single-unit truck),4,Classification,1.4600000381469727
4,Arizona,1001,2008,5,7,FHWA Class 7 (Four or more axle Single-unit truck),4,Classification,1.159999966621399
