STATE_CODE,STATE_CODE_EXP,SHRP_ID,EXPERIMENT_NO,EXPERIMENT_NO_EXP,GPS_SPS,GPS_SPS_EXP,REP_PERCENT_VEH_CLASS_4,REP_PERCENT_VEH_CLASS_5,REP_PERCENT_VEH_CLASS_6,REP_PERCENT_VEH_CLASS_7,REP_PERCENT_VEH_CLASS_8,REP_PERCENT_VEH_CLASS_9,REP_PERCENT_VEH_CLASS_10,REP_PERCENT_VEH_CLASS_11,REP_PERCENT_VEH_CLASS_12,REP_PERCENT_VEH_CLASS_13
87,Ontario,1620,6S,AC Overlay on AC Pavement with Milling and/or Fabric Pretreatment,G,General Pavement Studies,3,19,4,0,10,33,5,4,4,18
87,Ontario,1620,1,Asphalt Concrete on Unbound Granular Base,G,General Pavement Studies,3.309999942779541,18.799999237060547,4.150000095367432,0.3199999928474426,10.739999771118164,30.780000686645508,4.880000114440918,4.300000190734863,4.170000076293945,18.549999237060547
87,Ontario,1622,1,Asphalt Concrete on Unbound Granular Base,G,General Pavement Studies,2.369999885559082,23.15999984741211,6.349999904632568,0.8399999737739563,3.3499999046325684,33.150001525878906,7.070000171661377,0.5799999833106995,6.25,16.8799991607666
87,Ontario,1622,6S,AC Overlay on AC Pavement with Milling and/or Fabric Pretreatment,G,General Pavement Studies,2,23,6,1,3,34,7,1,6,17
87,Ontario,1680,6D,"Multiple AC Overlays with Conventional Asphalt Cement on AC Pavement, No Milling",G,General Pavement Studies,8,55,12,1,1,18,1,0,2,2
87,Ontario,1680,2,Asphalt Concrete on Bound Base,G,General Pavement Studies,8.1899995803833,55.59000015258789,12.079999923706055,0.699999988079071,0.6899999976158142,17.8700008392334,0.9200000166893005,0.41999998688697815,1.6299999952316284,1.909999966621399
87,Ontario,1680,6S,AC Overlay on AC Pavement with Milling and/or Fabric Pretreatment,G,General Pavement Studies,8.1899995803833,55.59000015258789,12.079999923706055,0.699999988079071,0.6899999976158142,17.8700008392334,0.9200000166893005,0.41999998688697815,1.6299999952316284,1.909999966621399
87,Ontario,1806,6S,AC Overlay on AC Pavement with Milling and/or Fabric Pretreatment,G,General Pavement Studies,8.1899995803833,55.59000015258789,12.079999923706055,0.699999988079071,0.6899999976158142,17.8700008392334,0.9200000166893005,0.41999998688697815,1.6299999952316284,1.909999966621399
87,Ontario,1806,6D,"Multiple AC Overlays with Conventional Asphalt Cement on AC Pavement, No Milling",G,General Pavement Studies,8,55,12,1,1,18,1,0,2,2
87,Ontario,1806,1,Asphalt Concrete on Unbound Granular Base,G,General Pavement Studies,8.1899995803833,55.59000015258789,12.079999923706055,0.699999988079071,0.6899999976158142,17.8700008392334,0.9200000166893005,0.41999998688697815,1.6299999952316284,1.909999966621399
