STATE_CODE,STATE_CODE_EXP,SHRP_ID,VEHICLE_CLASS,VEHICLE_CLASS_EXP,SINGLE_AXLES,TANDEM_AXLES,TRIDEM_AXLES,QUAD_AXLES
13,Georgia,4096,10,"FHWA Class 10 (Six or more axle, one trailer truck)",0,0,0,0
13,Georgia,4096,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",0,0,0,0
13,Georgia,4096,12,"FHWA Class 12 (Six axle, multi trailer truck)",0,0,0,0
13,Georgia,4096,9,"FHWA Class 9 (Five axle, one trailer truck)",0,0,0,0
13,Georgia,4096,4,FHWA Class 4 (Buses),0,0,0,0
13,Georgia,4111,8,"FHWA Class 8 (Four or less axle, one trailer truck)",2,1,0,0
13,Georgia,4111,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",2,0,0,0
13,Georgia,4111,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",0,0,0,0
13,Georgia,4111,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",0,0,0,0
13,Georgia,4111,4,FHWA Class 4 (Buses),0,0,0,0
13,Georgia,4111,10,"FHWA Class 10 (Six or more axle, one trailer truck)",0,0,0,0
13,Georgia,4111,12,"FHWA Class 12 (Six axle, multi trailer truck)",0,0,0,0
13,Georgia,4111,7,FHWA Class 7 (Four or more axle Single-unit truck),0,0,0,0
13,Georgia,4111,6,FHWA Class 6 (Three axle Single-unit truck),1,1,0,0
13,Georgia,4111,9,"FHWA Class 9 (Five axle, one trailer truck)",1,2,0,0
13,Georgia,4112,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",1.11,0.57,1.57,0.02
13,Georgia,4112,12,"FHWA Class 12 (Six axle, multi trailer truck)",4,1,0,0
13,Georgia,4112,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",5,0,0,0
13,Georgia,4112,10,"FHWA Class 10 (Six or more axle, one trailer truck)",1.06,1.1,0.88,0.01
13,Georgia,4112,9,"FHWA Class 9 (Five axle, one trailer truck)",1.2,1.9,0,0
13,Georgia,4112,8,"FHWA Class 8 (Four or less axle, one trailer truck)",2.64,0.6,0,0
13,Georgia,4112,7,FHWA Class 7 (Four or more axle Single-unit truck),1.6,0.28,0.58,0
13,Georgia,4112,6,FHWA Class 6 (Three axle Single-unit truck),1,1,0,0
13,Georgia,4112,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",2.24,0.06,0,0
13,Georgia,4112,4,FHWA Class 4 (Buses),1.79,0.21,0,0
13,Georgia,4113,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",5,0,0,0
13,Georgia,4113,10,"FHWA Class 10 (Six or more axle, one trailer truck)",1.06,1.1,0.88,0.01
13,Georgia,4113,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",2.24,0.06,0,0
13,Georgia,4113,4,FHWA Class 4 (Buses),1.79,0.21,0,0
13,Georgia,4113,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",1.11,0.57,1.57,0.02
13,Georgia,4113,8,"FHWA Class 8 (Four or less axle, one trailer truck)",2.64,0.6,0,0
13,Georgia,4113,7,FHWA Class 7 (Four or more axle Single-unit truck),1.6,0.28,0.58,0
13,Georgia,4113,6,FHWA Class 6 (Three axle Single-unit truck),1,1,0,0
13,Georgia,4113,12,"FHWA Class 12 (Six axle, multi trailer truck)",4,1,0,0
13,Georgia,4113,9,"FHWA Class 9 (Five axle, one trailer truck)",1.2,1.9,0,0
13,Georgia,4119,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",2.01,0.02,0,0
13,Georgia,4119,6,FHWA Class 6 (Three axle Single-unit truck),1.02,0.98,0,0
13,Georgia,4119,7,FHWA Class 7 (Four or more axle Single-unit truck),1.4,0.12,0.47,0.15
13,Georgia,4119,8,"FHWA Class 8 (Four or less axle, one trailer truck)",2.63,0.47,0,0
13,Georgia,4119,9,"FHWA Class 9 (Five axle, one trailer truck)",1.08,1.71,0,0
13,Georgia,4119,10,"FHWA Class 10 (Six or more axle, one trailer truck)",1.3,1.2,0.67,0.03
13,Georgia,4119,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",5,0,0,0
13,Georgia,4119,12,"FHWA Class 12 (Six axle, multi trailer truck)",4.06,0.95,0,0
13,Georgia,4119,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",1.56,0.99,1.18,0.34
13,Georgia,4119,4,FHWA Class 4 (Buses),1.55,0.46,0,0
13,Georgia,4420,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",2.01,0.01,0,0
13,Georgia,4420,6,FHWA Class 6 (Three axle Single-unit truck),1.02,0.99,0,0
13,Georgia,4420,7,FHWA Class 7 (Four or more axle Single-unit truck),1.27,0.21,0.38,0.17
13,Georgia,4420,8,"FHWA Class 8 (Four or less axle, one trailer truck)",2.53,0.54,0,0
13,Georgia,4420,4,FHWA Class 4 (Buses),1.53,0.49,0,0
13,Georgia,4420,10,"FHWA Class 10 (Six or more axle, one trailer truck)",1.23,1.22,0.67,0.03
13,Georgia,4420,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",5,0,0,0
13,Georgia,4420,12,"FHWA Class 12 (Six axle, multi trailer truck)",4.05,0.96,0,0
13,Georgia,4420,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",1.58,1.27,0.98,0.28
13,Georgia,4420,9,"FHWA Class 9 (Five axle, one trailer truck)",1.07,1.79,0,0
39,Ohio,0104,10,"FHWA Class 10 (Six or more axle, one trailer truck)",1.35,1.17,0.62,0.07
39,Ohio,0104,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",4.91,0.04,0,0
39,Ohio,0104,12,"FHWA Class 12 (Six axle, multi trailer truck)",3.97,1.01,0,0
39,Ohio,0104,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",3.55,1.17,0.17,0.16
39,Ohio,0104,9,"FHWA Class 9 (Five axle, one trailer truck)",1.26,1.83,0,0
39,Ohio,0104,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",2,0,0,0
39,Ohio,0104,6,FHWA Class 6 (Three axle Single-unit truck),1.06,0.96,0,0
39,Ohio,0104,7,FHWA Class 7 (Four or more axle Single-unit truck),1.97,0.2,0.29,0.16
39,Ohio,0104,8,"FHWA Class 8 (Four or less axle, one trailer truck)",2.52,0.5,0,0
39,Ohio,0104,4,FHWA Class 4 (Buses),1.9,0.26,0,0
39,Ohio,0111,9,"FHWA Class 9 (Five axle, one trailer truck)",1.26,1.83,0,0
39,Ohio,0111,10,"FHWA Class 10 (Six or more axle, one trailer truck)",1.35,1.17,0.62,0.07
39,Ohio,0111,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",4.91,0.04,0,0
39,Ohio,0111,12,"FHWA Class 12 (Six axle, multi trailer truck)",3.97,1.01,0,0
39,Ohio,0111,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",3.55,1.17,0.17,0.16
39,Ohio,0111,4,FHWA Class 4 (Buses),1.9,0.26,0,0
39,Ohio,0111,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",2,0,0,0
39,Ohio,0111,6,FHWA Class 6 (Three axle Single-unit truck),1.06,0.96,0,0
39,Ohio,0111,7,FHWA Class 7 (Four or more axle Single-unit truck),1.97,0.2,0.29,0.16
39,Ohio,0111,8,"FHWA Class 8 (Four or less axle, one trailer truck)",2.52,0.5,0,0
39,Ohio,0112,6,FHWA Class 6 (Three axle Single-unit truck),1.06,0.96,0,0
39,Ohio,0112,10,"FHWA Class 10 (Six or more axle, one trailer truck)",1.35,1.17,0.62,0.07
39,Ohio,0112,4,FHWA Class 4 (Buses),1.9,0.26,0,0
39,Ohio,0112,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",3.55,1.17,0.17,0.16
39,Ohio,0112,9,"FHWA Class 9 (Five axle, one trailer truck)",1.26,1.83,0,0
39,Ohio,0112,12,"FHWA Class 12 (Six axle, multi trailer truck)",3.97,1.01,0,0
39,Ohio,0112,8,"FHWA Class 8 (Four or less axle, one trailer truck)",2.52,0.5,0,0
39,Ohio,0112,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",4.91,0.04,0,0
39,Ohio,0112,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",2,0,0,0
39,Ohio,0112,7,FHWA Class 7 (Four or more axle Single-unit truck),1.97,0.2,0.29,0.16
39,Ohio,0159,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",4.91,0.04,0,0
39,Ohio,0159,4,FHWA Class 4 (Buses),1.9,0.26,0,0
39,Ohio,0159,10,"FHWA Class 10 (Six or more axle, one trailer truck)",1.35,1.17,0.62,0.07
39,Ohio,0159,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",2,0,0,0
39,Ohio,0159,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",3.55,1.17,0.17,0.16
39,Ohio,0159,9,"FHWA Class 9 (Five axle, one trailer truck)",1.26,1.83,0,0
39,Ohio,0159,8,"FHWA Class 8 (Four or less axle, one trailer truck)",2.52,0.5,0,0
39,Ohio,0159,12,"FHWA Class 12 (Six axle, multi trailer truck)",3.97,1.01,0,0
39,Ohio,0159,7,FHWA Class 7 (Four or more axle Single-unit truck),1.97,0.2,0.29,0.16
39,Ohio,0159,6,FHWA Class 6 (Three axle Single-unit truck),1.06,0.96,0,0
39,Ohio,0160,7,FHWA Class 7 (Four or more axle Single-unit truck),1.97,0.2,0.29,0.16
39,Ohio,0160,4,FHWA Class 4 (Buses),1.9,0.26,0,0
39,Ohio,0160,12,"FHWA Class 12 (Six axle, multi trailer truck)",3.97,1.01,0,0
39,Ohio,0160,10,"FHWA Class 10 (Six or more axle, one trailer truck)",1.35,1.17,0.62,0.07
39,Ohio,0160,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",3.55,1.17,0.17,0.16
39,Ohio,0160,8,"FHWA Class 8 (Four or less axle, one trailer truck)",2.52,0.5,0,0
39,Ohio,0160,9,"FHWA Class 9 (Five axle, one trailer truck)",1.26,1.83,0,0
39,Ohio,0160,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",4.91,0.04,0,0
39,Ohio,0160,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",2,0,0,0
39,Ohio,0160,6,FHWA Class 6 (Three axle Single-unit truck),1.06,0.96,0,0
39,Ohio,0901,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",2,0.01,0,0
39,Ohio,0901,4,FHWA Class 4 (Buses),1.64,0.37,0,0
39,Ohio,0901,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",2.74,1.18,0.18,0.46
39,Ohio,0901,12,"FHWA Class 12 (Six axle, multi trailer truck)",3.96,1.02,0,0
39,Ohio,0901,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",4.9,0.04,0,0
39,Ohio,0901,10,"FHWA Class 10 (Six or more axle, one trailer truck)",1.31,1.05,0.76,0.08
39,Ohio,0901,9,"FHWA Class 9 (Five axle, one trailer truck)",1.15,1.52,0.2,0
39,Ohio,0901,8,"FHWA Class 8 (Four or less axle, one trailer truck)",2.11,0.46,0,0
39,Ohio,0901,7,FHWA Class 7 (Four or more axle Single-unit truck),1.49,0.21,0.55,0.15
39,Ohio,0901,6,FHWA Class 6 (Three axle Single-unit truck),1.05,0.97,0,0
39,Ohio,0903,4,FHWA Class 4 (Buses),1.64,0.37,0,0
39,Ohio,0903,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",2.74,1.18,0.18,0.46
39,Ohio,0903,12,"FHWA Class 12 (Six axle, multi trailer truck)",3.96,1.02,0,0
39,Ohio,0903,8,"FHWA Class 8 (Four or less axle, one trailer truck)",2.11,0.46,0,0
39,Ohio,0903,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",2,0.01,0,0
39,Ohio,0903,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",4.9,0.04,0,0
39,Ohio,0903,10,"FHWA Class 10 (Six or more axle, one trailer truck)",1.31,1.05,0.76,0.08
39,Ohio,0903,6,FHWA Class 6 (Three axle Single-unit truck),1.05,0.97,0,0
39,Ohio,0903,9,"FHWA Class 9 (Five axle, one trailer truck)",1.15,1.52,0.2,0
39,Ohio,0903,7,FHWA Class 7 (Four or more axle Single-unit truck),1.49,0.21,0.55,0.15
87,Ontario,0903,10,"FHWA Class 10 (Six or more axle, one trailer truck)",1.37,1.23,0.72,0.04
87,Ontario,0903,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",1.88,1.53,0.17,0.01
87,Ontario,0903,12,"FHWA Class 12 (Six axle, multi trailer truck)",2.15,1.58,0.23,0.01
87,Ontario,0903,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",2.23,1.79,0.49,0.09
87,Ontario,0903,9,"FHWA Class 9 (Five axle, one trailer truck)",1.14,1.93,0.01,0
87,Ontario,0903,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",2,0.01,0,0
87,Ontario,0903,6,FHWA Class 6 (Three axle Single-unit truck),1,1,0.01,0
87,Ontario,0903,7,FHWA Class 7 (Four or more axle Single-unit truck),1.48,1.35,0.43,0.18
87,Ontario,0903,8,"FHWA Class 8 (Four or less axle, one trailer truck)",2.03,0.75,0.01,0
87,Ontario,0903,4,FHWA Class 4 (Buses),1.51,0.49,0,0
87,Ontario,0960,9,"FHWA Class 9 (Five axle, one trailer truck)",1.14,1.93,0.01,0
87,Ontario,0960,10,"FHWA Class 10 (Six or more axle, one trailer truck)",1.37,1.23,0.72,0.04
87,Ontario,0960,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",1.88,1.53,0.17,0.01
87,Ontario,0960,12,"FHWA Class 12 (Six axle, multi trailer truck)",2.15,1.58,0.23,0.01
87,Ontario,0960,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",2.23,1.79,0.49,0.09
87,Ontario,0960,4,FHWA Class 4 (Buses),1.51,0.49,0,0
87,Ontario,0960,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",2,0.01,0,0
87,Ontario,0960,6,FHWA Class 6 (Three axle Single-unit truck),1,1,0.01,0
87,Ontario,0960,7,FHWA Class 7 (Four or more axle Single-unit truck),1.48,1.35,0.43,0.18
87,Ontario,0960,8,"FHWA Class 8 (Four or less axle, one trailer truck)",2.03,0.75,0.01,0
87,Ontario,0961,6,FHWA Class 6 (Three axle Single-unit truck),1,1,0.01,0
87,Ontario,0961,10,"FHWA Class 10 (Six or more axle, one trailer truck)",1.37,1.23,0.72,0.04
87,Ontario,0961,4,FHWA Class 4 (Buses),1.51,0.49,0,0
87,Ontario,0961,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",2.23,1.79,0.49,0.09
87,Ontario,0961,9,"FHWA Class 9 (Five axle, one trailer truck)",1.14,1.93,0.01,0
87,Ontario,0961,12,"FHWA Class 12 (Six axle, multi trailer truck)",2.15,1.58,0.23,0.01
87,Ontario,0961,8,"FHWA Class 8 (Four or less axle, one trailer truck)",2.03,0.75,0.01,0
87,Ontario,0961,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",1.88,1.53,0.17,0.01
87,Ontario,0961,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",2,0.01,0,0
87,Ontario,0961,7,FHWA Class 7 (Four or more axle Single-unit truck),1.48,1.35,0.43,0.18
87,Ontario,1620,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",1.74,1.68,0.15,0.03
87,Ontario,1620,4,FHWA Class 4 (Buses),1.34,0.66,0,0
87,Ontario,1620,10,"FHWA Class 10 (Six or more axle, one trailer truck)",1.71,1.36,0.52,0.05
87,Ontario,1620,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",1.97,0.03,0,0
87,Ontario,1620,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",2.32,1.72,0.5,0.07
87,Ontario,1620,9,"FHWA Class 9 (Five axle, one trailer truck)",1.1,1.94,0.01,0
87,Ontario,1620,8,"FHWA Class 8 (Four or less axle, one trailer truck)",2.29,0.59,0.03,0.01
87,Ontario,1620,12,"FHWA Class 12 (Six axle, multi trailer truck)",1.96,1.43,0.39,0.04
87,Ontario,1620,7,FHWA Class 7 (Four or more axle Single-unit truck),1.42,0.87,0.79,0.13
87,Ontario,1620,6,FHWA Class 6 (Three axle Single-unit truck),1,1,0.04,0
87,Ontario,1622,7,FHWA Class 7 (Four or more axle Single-unit truck),1.71,1.04,0.34,0.21
87,Ontario,1622,4,FHWA Class 4 (Buses),1.32,0.68,0,0
87,Ontario,1622,12,"FHWA Class 12 (Six axle, multi trailer truck)",2.06,1.46,0.34,0
87,Ontario,1622,10,"FHWA Class 10 (Six or more axle, one trailer truck)",1.17,1.15,0.84,0.03
87,Ontario,1622,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",1.9,1.78,0.7,0.02
87,Ontario,1622,8,"FHWA Class 8 (Four or less axle, one trailer truck)",2.03,0.8,0.01,0
87,Ontario,1622,9,"FHWA Class 9 (Five axle, one trailer truck)",1.15,1.92,0.01,0
87,Ontario,1622,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",1.99,1.5,0.4,0
87,Ontario,1622,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",2,0.01,0,0
87,Ontario,1622,6,FHWA Class 6 (Three axle Single-unit truck),1,1,0,0
87,Ontario,1680,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",2,0,0,0
87,Ontario,1680,4,FHWA Class 4 (Buses),1.55,0.45,0,0
87,Ontario,1680,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",1.96,2,0.38,0.14
87,Ontario,1680,12,"FHWA Class 12 (Six axle, multi trailer truck)",1.92,1.84,0.13,0
87,Ontario,1680,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",1.16,1.8,0.2,0
87,Ontario,1680,10,"FHWA Class 10 (Six or more axle, one trailer truck)",1.15,1.15,0.85,0.07
87,Ontario,1680,9,"FHWA Class 9 (Five axle, one trailer truck)",1.11,1.94,0.02,0
87,Ontario,1680,8,"FHWA Class 8 (Four or less axle, one trailer truck)",1.63,0.9,0,0
87,Ontario,1680,7,FHWA Class 7 (Four or more axle Single-unit truck),1.66,1.11,0.2,0
87,Ontario,1680,6,FHWA Class 6 (Three axle Single-unit truck),1,1,0,0
87,Ontario,1806,4,FHWA Class 4 (Buses),1.55,0.45,0,0
87,Ontario,1806,13,"FHWA Class 13 (Seven or more axle, multi trailer truck)",1.96,2,0.38,0.14
87,Ontario,1806,12,"FHWA Class 12 (Six axle, multi trailer truck)",1.92,1.84,0.13,0
87,Ontario,1806,8,"FHWA Class 8 (Four or less axle, one trailer truck)",1.63,0.9,0,0
87,Ontario,1806,5,"FHWA Class 5 (Two axle, 6-Tire, Single-unit truck)",2,0,0,0
87,Ontario,1806,11,"FHWA Class 11 (Five or less axle, multi trailer truck)",1.16,1.8,0.2,0
87,Ontario,1806,10,"FHWA Class 10 (Six or more axle, one trailer truck)",1.15,1.15,0.85,0.07
87,Ontario,1806,6,FHWA Class 6 (Three axle Single-unit truck),1,1,0,0
87,Ontario,1806,9,"FHWA Class 9 (Five axle, one trailer truck)",1.11,1.94,0.02,0
87,Ontario,1806,7,FHWA Class 7 (Four or more axle Single-unit truck),1.66,1.11,0.2,0
