STATE_CODE,STATE_CODE_EXP,SHRP_ID,CONSTRUCTION_NO,LAYER_NO,MATL_PROPERTY,PROPERTY_MINIMUM,PROPERTY_MAXIMUM,PROPERTY_MEDIAN,PROPERTY_AVERAGE,PROPERTY_STANDARD_DEVIATION,PROPERTY_COEFF_VARIATION,REP_CODE_SOURCE_VARIABILITY,REP_CODE_SOURCE_VARIABILITY_EXP
4,Arizona,1001,1,2,ABSOLUTE_VISC_140_F,,,,,,,,
4,Arizona,1001,1,2,AGGR_SPEC_GRAVITY,,,,2.68,,,F,Default assigned or assumed values.
4,Arizona,1001,1,2,AIR_VOIDS_AVG_NWP,,,,,,,,
4,Arizona,1001,1,2,AIR_VOIDS_AVG_WP,1.1,1.1,1.1,1.1,,,BS,Representative property calculated from a single measurement.
4,Arizona,1001,1,2,ASPHALT_CONTENT_MEAN,4.5,5,4.8,4.8,0.4,0.1,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1001,1,2,BINDER_SPEC_GRAVITY,,,,1.03,,,F,Default assigned or assumed values.
4,Arizona,1001,1,2,BSG,2.369,2.433,2.41,2.409,0.019,0.008,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1001,1,2,COEF_THERMAL_CONTRACTION,,,,0.000028,,,F,Default assigned or assumed values.
4,Arizona,1001,1,2,DSR_COMPLEX_MODULUS_PAV,,,,,,,,
4,Arizona,1001,1,2,DSR_COMPLEX_MODULUS_RTFO,,,,,,,,
4,Arizona,1001,1,2,DSR_COMPLEX_MODULUS_TANK,,,,,,,,
4,Arizona,1001,1,2,DSR_COMPLEX_PHASE_ANGLE_PAV,,,,,,,,
4,Arizona,1001,1,2,DSR_COMPLEX_PHASE_ANGLE_RTFO,,,,,,,,
4,Arizona,1001,1,2,DSR_COMPLEX_PHASE_ANGLE_TANK,,,,,,,,
4,Arizona,1001,1,2,HEAT_CAPACITY,,,,0.28,,,F,Default assigned or assumed values.
4,Arizona,1001,1,2,IDT_AVERAGE,,,,,,,,
4,Arizona,1001,1,2,IDT_LOADING_RATE,,,,50,,,F,Default assigned or assumed values.
4,Arizona,1001,1,2,IDT_POISSON_USED,,,,0.35,,,F,Default assigned or assumed values.
4,Arizona,1001,1,2,IDT_TEST_TEMPERATURE,,,,,,,,
4,Arizona,1001,1,2,KINEMATIC_VISC_275_F,,,,,,,,
4,Arizona,1001,1,2,MAX_SPEC_GRAVITY,2.417,2.445,2.431,2.431,0.02,0.008,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1001,1,2,NO_10_PASSING,35,36,35.5,35.5,0.7,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1001,1,2,NO_200_PASSING,3.8,3.8,3.8,3.8,0,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1001,1,2,NO_40_PASSING,18,19,18.5,18.5,0.7,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1001,1,2,NO_4_PASSING,44,47,45.5,45.5,2.1,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1001,1,2,NO_80_PASSING,8,8,8,8,0,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1001,1,2,ONE_AND_HALF_PASSING,100,100,100,100,0,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1001,1,2,ONE_HALF_PASSING,67,71,69,69,2.8,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1001,1,2,ONE_PASSING,100,100,100,100,0,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1001,1,2,POISSON_RATIO_TEST_TEMP,25,25,25,25,0,,BS,Representative property calculated from a single measurement.
4,Arizona,1001,1,2,REPR_THICKNESS,,,,11.9,,,A,Measured representative property.
4,Arizona,1001,1,2,SUR_SHORTWAVE_ABSORP,,,,0.85,,,F,Default assigned or assumed values.
4,Arizona,1001,1,2,THERMAL_CONDUCTIVITY,,,,1.25,,,F,Default assigned or assumed values.
4,Arizona,1001,1,2,THREE_EIGHTHS_PASSING,56,61,58.5,58.5,3.5,0.1,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1001,1,2,THREE_FOURTHS_PASSING,88,89,88.5,88.5,0.7,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1001,1,2,VOIDS_FILLED_ASPHALT,92.4,92.4,92.4,92.4,0,,BS,Representative property calculated from a single measurement.
4,Arizona,1001,1,2,VOIDS_MINERAL_AGGR,14.4,14.4,14.4,14.4,0,,BS,Representative property calculated from a single measurement.
4,Arizona,1001,1,3,ABSOLUTE_VISC_140_F,,,,,,,,
4,Arizona,1001,1,3,AGGR_SPEC_GRAVITY,,,,2.68,,,F,Default assigned or assumed values.
4,Arizona,1001,1,3,AIR_VOIDS_AVG_NWP,,,,,,,,
4,Arizona,1001,1,3,AIR_VOIDS_AVG_WP,,,,,,,,
4,Arizona,1001,1,3,ASPHALT_CONTENT_MEAN,,,,,,,,
4,Arizona,1001,1,3,BINDER_SPEC_GRAVITY,,,,1.03,,,F,Default assigned or assumed values.
4,Arizona,1001,1,3,BSG,,,,,,,,
4,Arizona,1001,1,3,COEF_THERMAL_CONTRACTION,,,,0.000028,,,F,Default assigned or assumed values.
4,Arizona,1001,1,3,DSR_COMPLEX_MODULUS_PAV,,,,,,,,
4,Arizona,1001,1,3,DSR_COMPLEX_MODULUS_RTFO,,,,,,,,
4,Arizona,1001,1,3,DSR_COMPLEX_MODULUS_TANK,,,,,,,,
4,Arizona,1001,1,3,DSR_COMPLEX_PHASE_ANGLE_PAV,,,,,,,,
4,Arizona,1001,1,3,DSR_COMPLEX_PHASE_ANGLE_RTFO,,,,,,,,
4,Arizona,1001,1,3,DSR_COMPLEX_PHASE_ANGLE_TANK,,,,,,,,
4,Arizona,1001,1,3,HEAT_CAPACITY,,,,0.28,,,F,Default assigned or assumed values.
4,Arizona,1001,1,3,IDT_AVERAGE,,,,,,,,
4,Arizona,1001,1,3,IDT_LOADING_RATE,,,,50,,,F,Default assigned or assumed values.
4,Arizona,1001,1,3,IDT_POISSON_USED,,,,0.35,,,F,Default assigned or assumed values.
4,Arizona,1001,1,3,IDT_TEST_TEMPERATURE,,,,,,,,
4,Arizona,1001,1,3,KINEMATIC_VISC_275_F,,,,,,,,
4,Arizona,1001,1,3,MAX_SPEC_GRAVITY,,,,,,,,
4,Arizona,1001,1,3,NO_10_PASSING,,,,,,,,
4,Arizona,1001,1,3,NO_200_PASSING,,,,,,,,
4,Arizona,1001,1,3,NO_40_PASSING,,,,,,,,
4,Arizona,1001,1,3,NO_4_PASSING,,,,,,,,
4,Arizona,1001,1,3,NO_80_PASSING,,,,,,,,
4,Arizona,1001,1,3,ONE_AND_HALF_PASSING,,,,,,,,
4,Arizona,1001,1,3,ONE_HALF_PASSING,,,,,,,,
4,Arizona,1001,1,3,ONE_PASSING,,,,,,,,
4,Arizona,1001,1,3,POISSON_RATIO_TEST_TEMP,25,25,25,25,0,,BS,Representative property calculated from a single measurement.
4,Arizona,1001,1,3,REPR_THICKNESS,,,,0.6,,,A,Measured representative property.
4,Arizona,1001,1,3,SUR_SHORTWAVE_ABSORP,,,,0.85,,,F,Default assigned or assumed values.
4,Arizona,1001,1,3,THERMAL_CONDUCTIVITY,,,,1.25,,,F,Default assigned or assumed values.
4,Arizona,1001,1,3,THREE_EIGHTHS_PASSING,,,,,,,,
4,Arizona,1001,1,3,THREE_FOURTHS_PASSING,,,,,,,,
4,Arizona,1001,1,3,VOIDS_FILLED_ASPHALT,,,,,,,,
4,Arizona,1001,1,3,VOIDS_MINERAL_AGGR,,,,,,,,
4,Arizona,1001,2,2,ABSOLUTE_VISC_140_F,,,,,,,,
4,Arizona,1001,2,2,AGGR_SPEC_GRAVITY,,,,2.68,,,F,Default assigned or assumed values.
4,Arizona,1001,2,2,AIR_VOIDS_AVG_NWP,,,,,,,,
4,Arizona,1001,2,2,AIR_VOIDS_AVG_WP,1.1,1.1,1.1,1.1,,,BS,Representative property calculated from a single measurement.
4,Arizona,1001,2,2,ASPHALT_CONTENT_MEAN,4.5,5,4.8,4.8,0.4,0.1,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1001,2,2,BINDER_SPEC_GRAVITY,,,,1.03,,,F,Default assigned or assumed values.
4,Arizona,1001,2,2,BSG,2.369,2.433,2.41,2.409,0.019,0.008,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1001,2,2,COEF_THERMAL_CONTRACTION,,,,0.000028,,,F,Default assigned or assumed values.
4,Arizona,1001,2,2,DSR_COMPLEX_MODULUS_PAV,,,,,,,,
4,Arizona,1001,2,2,DSR_COMPLEX_MODULUS_RTFO,,,,,,,,
4,Arizona,1001,2,2,DSR_COMPLEX_MODULUS_TANK,,,,,,,,
4,Arizona,1001,2,2,DSR_COMPLEX_PHASE_ANGLE_PAV,,,,,,,,
4,Arizona,1001,2,2,DSR_COMPLEX_PHASE_ANGLE_RTFO,,,,,,,,
4,Arizona,1001,2,2,DSR_COMPLEX_PHASE_ANGLE_TANK,,,,,,,,
4,Arizona,1001,2,2,HEAT_CAPACITY,,,,0.28,,,F,Default assigned or assumed values.
4,Arizona,1001,2,2,IDT_AVERAGE,,,,,,,,
4,Arizona,1001,2,2,IDT_LOADING_RATE,,,,50,,,F,Default assigned or assumed values.
4,Arizona,1001,2,2,IDT_POISSON_USED,,,,0.35,,,F,Default assigned or assumed values.
4,Arizona,1001,2,2,IDT_TEST_TEMPERATURE,,,,,,,,
4,Arizona,1001,2,2,KINEMATIC_VISC_275_F,,,,,,,,
4,Arizona,1001,2,2,MAX_SPEC_GRAVITY,2.417,2.445,2.431,2.431,0.02,0.008,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1001,2,2,NO_10_PASSING,35,36,35.5,35.5,0.7,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1001,2,2,NO_200_PASSING,3.8,3.8,3.8,3.8,0,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1001,2,2,NO_40_PASSING,18,19,18.5,18.5,0.7,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1001,2,2,NO_4_PASSING,44,47,45.5,45.5,2.1,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1001,2,2,NO_80_PASSING,8,8,8,8,0,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1001,2,2,ONE_AND_HALF_PASSING,100,100,100,100,0,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1001,2,2,ONE_HALF_PASSING,67,71,69,69,2.8,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1001,2,2,ONE_PASSING,100,100,100,100,0,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1001,2,2,POISSON_RATIO_TEST_TEMP,25,25,25,25,0,,BS,Representative property calculated from a single measurement.
4,Arizona,1001,2,2,REPR_THICKNESS,,,,11.9,,,A,Measured representative property.
4,Arizona,1001,2,2,SUR_SHORTWAVE_ABSORP,,,,0.85,,,F,Default assigned or assumed values.
4,Arizona,1001,2,2,THERMAL_CONDUCTIVITY,,,,1.25,,,F,Default assigned or assumed values.
4,Arizona,1001,2,2,THREE_EIGHTHS_PASSING,56,61,58.5,58.5,3.5,0.1,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1001,2,2,THREE_FOURTHS_PASSING,88,89,88.5,88.5,0.7,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1001,2,2,VOIDS_FILLED_ASPHALT,92.4,92.4,92.4,92.4,0,,BS,Representative property calculated from a single measurement.
4,Arizona,1001,2,2,VOIDS_MINERAL_AGGR,14.4,14.4,14.4,14.4,0,,BS,Representative property calculated from a single measurement.
4,Arizona,1001,2,3,ABSOLUTE_VISC_140_F,,,,,,,,
4,Arizona,1001,2,3,AGGR_SPEC_GRAVITY,,,,2.68,,,F,Default assigned or assumed values.
4,Arizona,1001,2,3,AIR_VOIDS_AVG_NWP,,,,,,,,
4,Arizona,1001,2,3,AIR_VOIDS_AVG_WP,,,,,,,,
4,Arizona,1001,2,3,ASPHALT_CONTENT_MEAN,,,,,,,,
4,Arizona,1001,2,3,BINDER_SPEC_GRAVITY,,,,1.03,,,F,Default assigned or assumed values.
4,Arizona,1001,2,3,BSG,,,,,,,,
4,Arizona,1001,2,3,COEF_THERMAL_CONTRACTION,,,,0.000028,,,F,Default assigned or assumed values.
4,Arizona,1001,2,3,DSR_COMPLEX_MODULUS_PAV,,,,,,,,
4,Arizona,1001,2,3,DSR_COMPLEX_MODULUS_RTFO,,,,,,,,
4,Arizona,1001,2,3,DSR_COMPLEX_MODULUS_TANK,,,,,,,,
4,Arizona,1001,2,3,DSR_COMPLEX_PHASE_ANGLE_PAV,,,,,,,,
4,Arizona,1001,2,3,DSR_COMPLEX_PHASE_ANGLE_RTFO,,,,,,,,
4,Arizona,1001,2,3,DSR_COMPLEX_PHASE_ANGLE_TANK,,,,,,,,
4,Arizona,1001,2,3,HEAT_CAPACITY,,,,0.28,,,F,Default assigned or assumed values.
4,Arizona,1001,2,3,IDT_AVERAGE,,,,,,,,
4,Arizona,1001,2,3,IDT_LOADING_RATE,,,,50,,,F,Default assigned or assumed values.
4,Arizona,1001,2,3,IDT_POISSON_USED,,,,0.35,,,F,Default assigned or assumed values.
4,Arizona,1001,2,3,IDT_TEST_TEMPERATURE,,,,,,,,
4,Arizona,1001,2,3,KINEMATIC_VISC_275_F,,,,,,,,
4,Arizona,1001,2,3,MAX_SPEC_GRAVITY,,,,,,,,
4,Arizona,1001,2,3,NO_10_PASSING,,,,,,,,
4,Arizona,1001,2,3,NO_200_PASSING,,,,,,,,
4,Arizona,1001,2,3,NO_40_PASSING,,,,,,,,
4,Arizona,1001,2,3,NO_4_PASSING,,,,,,,,
4,Arizona,1001,2,3,NO_80_PASSING,,,,,,,,
4,Arizona,1001,2,3,ONE_AND_HALF_PASSING,,,,,,,,
4,Arizona,1001,2,3,ONE_HALF_PASSING,,,,,,,,
4,Arizona,1001,2,3,ONE_PASSING,,,,,,,,
4,Arizona,1001,2,3,POISSON_RATIO_TEST_TEMP,25,25,25,25,0,,BS,Representative property calculated from a single measurement.
4,Arizona,1001,2,3,REPR_THICKNESS,,,,0.6,,,A,Measured representative property.
4,Arizona,1001,2,3,SUR_SHORTWAVE_ABSORP,,,,0.85,,,F,Default assigned or assumed values.
4,Arizona,1001,2,3,THERMAL_CONDUCTIVITY,,,,1.25,,,F,Default assigned or assumed values.
4,Arizona,1001,2,3,THREE_EIGHTHS_PASSING,,,,,,,,
4,Arizona,1001,2,3,THREE_FOURTHS_PASSING,,,,,,,,
4,Arizona,1001,2,3,VOIDS_FILLED_ASPHALT,,,,,,,,
4,Arizona,1001,2,3,VOIDS_MINERAL_AGGR,,,,,,,,
4,Arizona,1002,1,2,ABSOLUTE_VISC_140_F,,,,,,,,
4,Arizona,1002,1,2,AGGR_SPEC_GRAVITY,,,,2.68,,,F,Default assigned or assumed values.
4,Arizona,1002,1,2,AIR_VOIDS_AVG_NWP,,,,,,,,
4,Arizona,1002,1,2,AIR_VOIDS_AVG_WP,3.65,5.9,4.77,4.77,1.59,0.33,BH,Representative property calculated from multiple measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1002,1,2,ASPHALT_CONTENT_MEAN,5.4,6.4,5.9,5.9,0.4,0.1,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1002,1,2,BINDER_SPEC_GRAVITY,,,,1.03,,,F,Default assigned or assumed values.
4,Arizona,1002,1,2,BSG,2.312,2.461,2.352,2.37,0.042,0.018,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1002,1,2,COEF_THERMAL_CONTRACTION,,,,0.000028,,,F,Default assigned or assumed values.
4,Arizona,1002,1,2,DSR_COMPLEX_MODULUS_PAV,,,,,,,,
4,Arizona,1002,1,2,DSR_COMPLEX_MODULUS_RTFO,,,,,,,,
4,Arizona,1002,1,2,DSR_COMPLEX_MODULUS_TANK,,,,,,,,
4,Arizona,1002,1,2,DSR_COMPLEX_PHASE_ANGLE_PAV,,,,,,,,
4,Arizona,1002,1,2,DSR_COMPLEX_PHASE_ANGLE_RTFO,,,,,,,,
4,Arizona,1002,1,2,DSR_COMPLEX_PHASE_ANGLE_TANK,,,,,,,,
4,Arizona,1002,1,2,HEAT_CAPACITY,,,,0.28,,,F,Default assigned or assumed values.
4,Arizona,1002,1,2,IDT_AVERAGE,1.42,1.42,1.42,1.42,,,AS,Representative property from a single measurement.
4,Arizona,1002,1,2,IDT_LOADING_RATE,,,,50,,,F,Default assigned or assumed values.
4,Arizona,1002,1,2,IDT_POISSON_USED,0.5,0.5,0.5,0.5,,,AS,Representative property from a single measurement.
4,Arizona,1002,1,2,IDT_TEST_TEMPERATURE,25,25,25,25,,,AS,Representative property from a single measurement.
4,Arizona,1002,1,2,KINEMATIC_VISC_275_F,,,,,,,,
4,Arizona,1002,1,2,MAX_SPEC_GRAVITY,2.444,2.537,2.501,2.499,0.028,0.011,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1002,1,2,NO_10_PASSING,34,43,38,38.7,3.4,0.1,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1002,1,2,NO_200_PASSING,5.4,6.1,5.7,5.7,0.3,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1002,1,2,NO_40_PASSING,13,14,14,13.7,0.5,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1002,1,2,NO_4_PASSING,47,59,56.5,55.2,4.6,0.1,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1002,1,2,NO_80_PASSING,8,8,8,8,0,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1002,1,2,ONE_AND_HALF_PASSING,100,100,100,100,0,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1002,1,2,ONE_HALF_PASSING,69,77,75,74.3,2.9,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1002,1,2,ONE_PASSING,100,100,100,100,0,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1002,1,2,POISSON_RATIO_TEST_TEMP,25,25,25,25,0,,BS,Representative property calculated from a single measurement.
4,Arizona,1002,1,2,REPR_THICKNESS,,,,9.3,,,A,Measured representative property.
4,Arizona,1002,1,2,SUR_SHORTWAVE_ABSORP,,,,0.85,,,F,Default assigned or assumed values.
4,Arizona,1002,1,2,THERMAL_CONDUCTIVITY,,,,1.25,,,F,Default assigned or assumed values.
4,Arizona,1002,1,2,THREE_EIGHTHS_PASSING,60,69,66.5,65.7,3.3,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1002,1,2,THREE_FOURTHS_PASSING,95,98,96,96.5,1.2,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1002,1,2,VOIDS_FILLED_ASPHALT,71.5,71.5,71.5,71.5,0,,BS,Representative property calculated from a single measurement.
4,Arizona,1002,1,2,VOIDS_MINERAL_AGGR,16.8,16.8,16.8,16.8,0,,BS,Representative property calculated from a single measurement.
4,Arizona,1002,1,3,ABSOLUTE_VISC_140_F,,,,,,,,
4,Arizona,1002,1,3,AGGR_SPEC_GRAVITY,,,,2.68,,,F,Default assigned or assumed values.
4,Arizona,1002,1,3,AIR_VOIDS_AVG_NWP,,,,,,,,
4,Arizona,1002,1,3,AIR_VOIDS_AVG_WP,,,,,,,,
4,Arizona,1002,1,3,ASPHALT_CONTENT_MEAN,,,,,,,,
4,Arizona,1002,1,3,BINDER_SPEC_GRAVITY,,,,1.03,,,F,Default assigned or assumed values.
4,Arizona,1002,1,3,BSG,,,,,,,,
4,Arizona,1002,1,3,COEF_THERMAL_CONTRACTION,,,,0.000028,,,F,Default assigned or assumed values.
4,Arizona,1002,1,3,DSR_COMPLEX_MODULUS_PAV,,,,,,,,
4,Arizona,1002,1,3,DSR_COMPLEX_MODULUS_RTFO,,,,,,,,
4,Arizona,1002,1,3,DSR_COMPLEX_MODULUS_TANK,,,,,,,,
4,Arizona,1002,1,3,DSR_COMPLEX_PHASE_ANGLE_PAV,,,,,,,,
4,Arizona,1002,1,3,DSR_COMPLEX_PHASE_ANGLE_RTFO,,,,,,,,
4,Arizona,1002,1,3,DSR_COMPLEX_PHASE_ANGLE_TANK,,,,,,,,
4,Arizona,1002,1,3,HEAT_CAPACITY,,,,0.28,,,F,Default assigned or assumed values.
4,Arizona,1002,1,3,IDT_AVERAGE,,,,,,,,
4,Arizona,1002,1,3,IDT_LOADING_RATE,,,,50,,,F,Default assigned or assumed values.
4,Arizona,1002,1,3,IDT_POISSON_USED,,,,0.35,,,F,Default assigned or assumed values.
4,Arizona,1002,1,3,IDT_TEST_TEMPERATURE,,,,,,,,
4,Arizona,1002,1,3,KINEMATIC_VISC_275_F,,,,,,,,
4,Arizona,1002,1,3,MAX_SPEC_GRAVITY,,,,,,,,
4,Arizona,1002,1,3,NO_10_PASSING,,,,,,,,
4,Arizona,1002,1,3,NO_200_PASSING,,,,,,,,
4,Arizona,1002,1,3,NO_40_PASSING,,,,,,,,
4,Arizona,1002,1,3,NO_4_PASSING,,,,,,,,
4,Arizona,1002,1,3,NO_80_PASSING,,,,,,,,
4,Arizona,1002,1,3,ONE_AND_HALF_PASSING,,,,,,,,
4,Arizona,1002,1,3,ONE_HALF_PASSING,,,,,,,,
4,Arizona,1002,1,3,ONE_PASSING,,,,,,,,
4,Arizona,1002,1,3,POISSON_RATIO_TEST_TEMP,25,25,25,25,0,,BS,Representative property calculated from a single measurement.
4,Arizona,1002,1,3,REPR_THICKNESS,,,,0.7,,,A,Measured representative property.
4,Arizona,1002,1,3,SUR_SHORTWAVE_ABSORP,,,,0.85,,,F,Default assigned or assumed values.
4,Arizona,1002,1,3,THERMAL_CONDUCTIVITY,,,,1.25,,,F,Default assigned or assumed values.
4,Arizona,1002,1,3,THREE_EIGHTHS_PASSING,,,,,,,,
4,Arizona,1002,1,3,THREE_FOURTHS_PASSING,,,,,,,,
4,Arizona,1002,1,3,VOIDS_FILLED_ASPHALT,,,,,,,,
4,Arizona,1002,1,3,VOIDS_MINERAL_AGGR,,,,,,,,
4,Arizona,1002,2,2,ABSOLUTE_VISC_140_F,,,,,,,,
4,Arizona,1002,2,2,AGGR_SPEC_GRAVITY,,,,2.68,,,F,Default assigned or assumed values.
4,Arizona,1002,2,2,AIR_VOIDS_AVG_NWP,,,,,,,,
4,Arizona,1002,2,2,AIR_VOIDS_AVG_WP,3.65,5.9,4.77,4.77,1.59,0.33,BH,Representative property calculated from multiple measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1002,2,2,ASPHALT_CONTENT_MEAN,5.4,6.4,5.9,5.9,0.4,0.1,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1002,2,2,BINDER_SPEC_GRAVITY,,,,1.03,,,F,Default assigned or assumed values.
4,Arizona,1002,2,2,BSG,2.312,2.461,2.352,2.37,0.042,0.018,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1002,2,2,COEF_THERMAL_CONTRACTION,,,,0.000028,,,F,Default assigned or assumed values.
4,Arizona,1002,2,2,DSR_COMPLEX_MODULUS_PAV,,,,,,,,
4,Arizona,1002,2,2,DSR_COMPLEX_MODULUS_RTFO,,,,,,,,
4,Arizona,1002,2,2,DSR_COMPLEX_MODULUS_TANK,,,,,,,,
4,Arizona,1002,2,2,DSR_COMPLEX_PHASE_ANGLE_PAV,,,,,,,,
4,Arizona,1002,2,2,DSR_COMPLEX_PHASE_ANGLE_RTFO,,,,,,,,
4,Arizona,1002,2,2,DSR_COMPLEX_PHASE_ANGLE_TANK,,,,,,,,
4,Arizona,1002,2,2,HEAT_CAPACITY,,,,0.28,,,F,Default assigned or assumed values.
4,Arizona,1002,2,2,IDT_AVERAGE,1.42,1.42,1.42,1.42,,,AS,Representative property from a single measurement.
4,Arizona,1002,2,2,IDT_LOADING_RATE,,,,50,,,F,Default assigned or assumed values.
4,Arizona,1002,2,2,IDT_POISSON_USED,0.5,0.5,0.5,0.5,,,AS,Representative property from a single measurement.
4,Arizona,1002,2,2,IDT_TEST_TEMPERATURE,25,25,25,25,,,AS,Representative property from a single measurement.
4,Arizona,1002,2,2,KINEMATIC_VISC_275_F,,,,,,,,
4,Arizona,1002,2,2,MAX_SPEC_GRAVITY,2.444,2.537,2.501,2.499,0.028,0.011,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1002,2,2,NO_10_PASSING,34,43,38,38.7,3.4,0.1,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1002,2,2,NO_200_PASSING,5.4,6.1,5.7,5.7,0.3,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1002,2,2,NO_40_PASSING,13,14,14,13.7,0.5,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1002,2,2,NO_4_PASSING,47,59,56.5,55.2,4.6,0.1,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1002,2,2,NO_80_PASSING,8,8,8,8,0,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1002,2,2,ONE_AND_HALF_PASSING,100,100,100,100,0,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1002,2,2,ONE_HALF_PASSING,69,77,75,74.3,2.9,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1002,2,2,ONE_PASSING,100,100,100,100,0,0,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1002,2,2,POISSON_RATIO_TEST_TEMP,25,25,25,25,0,,BS,Representative property calculated from a single measurement.
4,Arizona,1002,2,2,REPR_THICKNESS,,,,9.3,,,A,Measured representative property.
4,Arizona,1002,2,2,SUR_SHORTWAVE_ABSORP,,,,0.85,,,F,Default assigned or assumed values.
4,Arizona,1002,2,2,THERMAL_CONDUCTIVITY,,,,1.25,,,F,Default assigned or assumed values.
