STATE_CODE,STATE_CODE_EXP,SHRP_ID,CONSTRUCTION_NO,VISIT_DATE,VISIT_NO,RUN_NUMBER,IRI_LEFT_WHEEL_PATH,IRI_RIGHT_WHEEL_PATH,IRI_CENTER_LANE,MRI,IRI_LEFT_WHEEL_PATH_FLAG,IRI_LEFT_WHEEL_PATH_FLAG_EXP,IRI_RIGHT_WHEEL_PATH_FLAG,IRI_RIGHT_WHEEL_PATH_FLAG_EXP,IRI_CENTER_LANE_FLAG,IRI_CENTER_LANE_FLAG_EXP,MRI_FLAG,MRI_FLAG_EXP,PAVEMENT_FAMILY,PAVEMENT_FAMILY_EXP
4,Arizona,1003,4,Fri Dec 09 2011 19:00:00 GMT-0500 (Eastern Standard Time),04100310,7,0.8759999871253967,0.699999988079071,,0.7879999876022339,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1003,4,Fri Dec 09 2011 19:00:00 GMT-0500 (Eastern Standard Time),04100310,4,0.8220000267028809,0.6740000247955322,,0.7480000257492065,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1003,4,Tue Dec 11 2012 19:00:00 GMT-0500 (Eastern Standard Time),04100311,2,0.8140000104904175,0.6589999794960022,,0.7369999885559082,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1003,4,Tue Dec 11 2012 19:00:00 GMT-0500 (Eastern Standard Time),04100311,9,0.8999999761581421,0.6430000066757202,,0.7710000276565552,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1003,4,Tue Dec 11 2012 19:00:00 GMT-0500 (Eastern Standard Time),04100311,6,0.9039999842643738,0.6470000147819519,,0.7749999761581421,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1003,4,Tue Dec 11 2012 19:00:00 GMT-0500 (Eastern Standard Time),04100311,7,0.8730000257492065,0.6899999976158142,,0.7820000052452087,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1003,4,Tue Dec 11 2012 19:00:00 GMT-0500 (Eastern Standard Time),04100311,4,0.8610000014305115,0.6980000138282776,,0.7789999842643738,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1003,4,Wed Mar 01 1995 19:00:00 GMT-0500 (Eastern Standard Time),04100303,4,0.5669999718666077,0.5580000281333923,,0.5619999766349792,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1003,4,Wed Mar 01 1995 19:00:00 GMT-0500 (Eastern Standard Time),04100303,7,0.5569999814033508,0.5860000252723694,,0.5709999799728394,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1003,4,Wed Mar 01 1995 19:00:00 GMT-0500 (Eastern Standard Time),04100303,1,0.5770000219345093,0.5529999732971191,,0.5649999976158142,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
