TABLE_NAME,FIELD_NAME,FIELD_ALIAS,FIELD_DESCRIPTION,FIELD_UNIT,FIELD_CODETYPE,UNIT_SYSTEM
ANALYSIS_MIT,NOMINAL_DOWEL_DIAMETER,Reported Dowel Bar Diameter,Reported dowel bar diameter.,mm,,Metric
ANALYSIS_MIT,DATA_FILENAME,Data Filename,Raw data filename.,,,
ANALYSIS_MIT,VISIT_COMMENT,Joint Comment,General comment from MIT scan visit.,,,
ANALYSIS_MIT,JOINT_SCORE,Joint Score,Score assigned to joint based on dowel bar misalignment.,,,
ANALYSIS_MIT,EFFECTIVE_DOWEL_DIAMETER,Effective Dowel Bar Diameter,Effective dowel diameter based on dowel bar misalignment.,mm,,Metric
ANALYSIS_MIT,JOINT_COMMENT,Joint Comment,Comment related to analysis of joint.,,,
ANALYSIS_MIT,BAR_NO,Dowel Bar Number,Number assigned to each dowel bar starting from the pavement edge.,,,
ANALYSIS_MIT,DOWEL_SCORE,Dowel Bar Score,Score assigned to dowel bar based on value of misalignment.,,,
ANALYSIS_MIT,MISALIGNMENT,Dowel Bar Misalignment,Square root of the sum of squares of the horizontal skew and vertical tilt.,mm,,Metric
ANALYSIS_MIT,HORIZONTAL_SKEW,Dowel Bar Horizontal Skew,Deviation of dowel bar from perpindicular to the joint.,mm,,Metric
ANALYSIS_MIT,VERTICAL_TILT,Dowel Bar Vertical Tilt,Deviation of dowel bar from parallel to pavement surface.,mm,,Metric
ANALYSIS_MIT,VERTICAL_TRANSLATION,Dowel Bar Vertical Translation,Difference between dowel bar depth and half of the slab depth. Negative value indicates the bar is closer to the surface.,mm,,Metric
ANALYSIS_MIT,LONGITUDINAL_TRANSLATION,Dowel Bar Longitudinal Translation,Difference between longitudinal location of the bar center and the joint center.,mm,,Metric
ANALYSIS_MIT,X_POS,Dowel Bar Lateral Location,Lateral location of dowel bar determined from MIT scan process.,mm,,Metric
ANALYSIS_MIT,DEPTH,Dowel Bar Depth,Depth of dowel bar from pavement surface as determined by MIT scan process.,mm,,Metric
ANALYSIS_MIT,MINIMAL_COVER,Dowel Bar Minimum Cover,Least amount of distance between the dowel bar and the pavement surface.,mm,,Metric
ANALYSIS_MIT,MINIMUM_EMBEDMENT_LENGTH,Dowel Bar Minimum Embedment Length,Least distance between the dowel bar end and the joint.,mm,,Metric
ANALYSIS_MIT,BAR_COMMENT,Dowel Bar Comment,Comment related to analysis of dowel bar.,,,
ANALYSIS_MIT,INCLUDED_IN_JOINT_SCORE,Dowel Bar Included in Joint Score Code,Code indicating whether the dowel score from this bar was used in calculating the joint score.,,Y_N,
ANALYSIS_MIT,INCLUDED_IN_JOINT_SCORE_EXP,Dowel Bar Included in Joint Score Code (Code Expansion),Code indicating whether the dowel score from this bar was used in calculating the joint score. (Code Expansion),,,
ANALYSIS_RUTTING,STATE_CODE,State Code,Numerical code for state or province. U.S. codes are consistent with Federal Information Processing Standards.,,STATE_PROVINCE,
ANALYSIS_RUTTING,STATE_CODE_EXP,State Code (Code Expansion),Numerical code for state or province. U.S. codes are consistent with Federal Information Processing Standards. (Code Expansion),,,
ANALYSIS_RUTTING,SHRP_ID,LTPP Section Identifier,Test section identification number assigned by LTPP program. Must be combined with STATE_CODE to be unique.,,,
ANALYSIS_RUTTING,CONSTRUCTION_NO,Construction Number,Event number used to relate changes in pavement structure with other time dependent data elements. This field is set to 1 when a test section is initially accepted into LTPP and is incremented with each change to the layer structure.,,,
ANALYSIS_RUTTING,VISIT_NO,Longitudinal Survey Unique Visit Number,Unique identification for each site visit made by profiling equipment.,,,
ANALYSIS_RUTTING,RUN_NUMBER,Longitudinal Survey Run Number,Number indicating the position of the run in the series.,,,
ANALYSIS_RUTTING,SURVEY_DATE,Survey Date,Date survey was performed.,,,
ANALYSIS_RUTTING,T_PROF_DEVICE_CODE,Transverse Profile Device Code,Code indicating the type of device used to collect transverse profile data.,,DEVICE_CODE_RUT,
ANALYSIS_RUTTING,T_PROF_DEVICE_CODE_EXP,Transverse Profile Device Code (Code Expansion),Code indicating the type of device used to collect transverse profile data. (Code Expansion),,,
ANALYSIS_RUTTING,NO_PROFILES,Number of Profiles,Number of transverse profile measurements used to compute section statistics.,,,
ANALYSIS_RUTTING,START_DATE,Start Date,Date of the start of the run.,,,
ANALYSIS_RUTTING,START_TIME,Start Time,Time of the start of the run.,,,
ANALYSIS_RUTTING,LOAD_DATE,Load Date,Date the data were loaded into the IMS.,,,
ANALYSIS_RUTTING,PVMT_WIDTH,Pavement Width,Width of transverse profile measurement.,m,,Metric
ANALYSIS_RUTTING,FOOTPAD_SPACING,Footpad Spacing,Distance between centers of the dipstick footpads.,mm,,Metric
ANALYSIS_RUTTING,GPS_LATITUDE_START,GPS Latitude Section Start,"Latitude of the start of the profile measurement, as measured by the vehicle’s GPS.",,,
ANALYSIS_RUTTING,GPS_LONGITUDE_START,GPS Longitude Section Start,"Longitude of the start of the profile measurement, as measured by the vehicle’s GPS.",,,
ANALYSIS_RUTTING,AVG_AIR_TEMP,Average Air Temperature,Ambient air temperature averaged over the run.,deg C,,Metric
ANALYSIS_RUTTING,AVG_SURFACE_TEMP,Average Surface Temperature,Pavement surface temperature averaged over the length of the run.,deg C,,Metric
ANALYSIS_RUTTING,LLH_DEPTH_1_8_MEAN,Average Left Lane Half Depth From 1.8m Straight Edge,Mean section LLH_DEPTH_1_8.,mm,,Metric
ANALYSIS_RUTTING,RLH_DEPTH_1_8_MEAN,Average Right Lane Half Depth From 1.8m Straight Edge,Mean section RLH_DEPTH_1_8.,mm,,Metric
ANALYSIS_RUTTING,MAX_MEAN_DEPTH_1_8,Maximum Average Depth From 1.8m Straight Edge,Maximum value of LLH_DEPTH_1_8_MEAN or RLH_DEPTH_1_8_MEAN.,mm,,Metric
ANALYSIS_RUTTING,LLH_DEPTH_WIRE_REF_MEAN,Average Left Lane Half Depth From Wire Reference,Mean section LLH_DEPTH_WIRE_REF.,mm,,Metric
ANALYSIS_RUTTING,RLH_DEPTH_WIRE_REF_MEAN,Average Right Lane Half Depth From Wire Reference,Mean section RLH_DEPTH_WIRE_REF.,mm,,Metric
ANALYSIS_RUTTING,MAX_MEAN_DEPTH_WIRE_REF,Maximum Average Depth From Wire Reference,Maximum value of LLH_DEPTH_WIRE_REF_MEAN or RLH_DEPTH_WIRE_REF_MEAN.,mm,,Metric
ANALYSIS_RUTTING,LLH_DEPTH_1_8_MEAN_FLAG,Average Left Lane Half Depth From 1.8m Straight Edge Outlier Type,Flag indicating that this rutting is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_RUTTING,LLH_DEPTH_1_8_MEAN_FLAG_EXP,Average Left Lane Half Depth From 1.8m Straight Edge Outlier Type (Code Expansion),Flag indicating that this rutting is a potential anomaly. (Code Expansion),,,
ANALYSIS_RUTTING,RLH_DEPTH_1_8_MEAN_FLAG,Average Right Lane Half Depth From 1.8m Straight Edge Outlier Type,Flag indicating that this rutting is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_RUTTING,RLH_DEPTH_1_8_MEAN_FLAG_EXP,Average Right Lane Half Depth From 1.8m Straight Edge Outlier Type (Code Expansion),Flag indicating that this rutting is a potential anomaly. (Code Expansion),,,
ANALYSIS_RUTTING,MAX_MEAN_DEPTH_1_8_FLAG,Maximum Average Depth From 1.8m Straight Edge Outlier Type,Flag indicating that this rutting is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_RUTTING,MAX_MEAN_DEPTH_1_8_FLAG_EXP,Maximum Average Depth From 1.8m Straight Edge Outlier Type (Code Expansion),Flag indicating that this rutting is a potential anomaly. (Code Expansion),,,
ANALYSIS_RUTTING,LLH_DEPTH_WIRE_REF_MEAN_FLAG,Average Left Lane Half Depth From Wire Reference Outlier Type,Flag indicating that this rutting is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_RUTTING,LLH_DEPTH_WIRE_REF_MEAN_FLAG_EXP,Average Left Lane Half Depth From Wire Reference Outlier Type (Code Expansion),Flag indicating that this rutting is a potential anomaly. (Code Expansion),,,
ANALYSIS_RUTTING,RLH_DEPTH_WIRE_REF_MEAN_FLAG,Average Right Lane Half Depth From Wire Reference Outlier Type,Flag indicating that this rutting is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_RUTTING,RLH_DEPTH_WIRE_REF_MEAN_FLAG_EXP,Average Right Lane Half Depth From Wire Reference Outlier Type (Code Expansion),Flag indicating that this rutting is a potential anomaly. (Code Expansion),,,
ANALYSIS_RUTTING,MAX_MEAN_DEPTH_WIRE_REF_FLAG,Maximum Average Depth From Wire Reference Outlier Type,Flag indicating that this rutting is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_RUTTING,MAX_MEAN_DEPTH_WIRE_REF_FLAG_EXP,Maximum Average Depth From Wire Reference Outlier Type (Code Expansion),Flag indicating that this rutting is a potential anomaly. (Code Expansion),,,
ANALYSIS_RUTTING,PAVEMENT_FAMILY,Pavement Family,Code indicating pavement family assigned based on experiment design and layer structure of the pavement section.,,PAVEMENT_FAMILY,
ANALYSIS_RUTTING,PAVEMENT_FAMILY_EXP,Pavement Family (Code Expansion),Code indicating pavement family assigned based on experiment design and layer structure of the pavement section. (Code Expansion),,,
ANALYSIS_SHOULDER,POINT_LOC,Point Location,Distance from the start of the section to where the test was performed.,m,,Metric
ANALYSIS_SHOULDER,SHRP_ID,LTPP Section Identifier,Test section identification number assigned by LTPP program. Must be combined with STATE_CODE to be unique.,,,
ANALYSIS_SHOULDER,STATE_CODE,State Code,Numerical code for state or province. U.S. codes are consistent with Federal Information Processing Standards.,,STATE_PROVINCE,
ANALYSIS_SHOULDER,STATE_CODE_EXP,State Code (Code Expansion),Numerical code for state or province. U.S. codes are consistent with Federal Information Processing Standards. (Code Expansion),,,
ANALYSIS_SHOULDER,SURVEY_DATE,Survey Date,Date survey was performed.,,,
ANALYSIS_SHOULDER,DROPOFF,Lane To Shoulder Drop-off,Difference in elevation between the lane and the shoulder.,mm,,Metric
ANALYSIS_SHOULDER,SEPARATION,Separation,Length of the separation between the lane and the shoulder.,mm,,Metric
ANALYSIS_SHOULDER,WELL_SEALED,Well Sealed Code,Code indicating if lane shoulder joint is well sealed.,,Y_N,
ANALYSIS_SHOULDER,WELL_SEALED_EXP,Well Sealed Code (Code Expansion),Code indicating if lane shoulder joint is well sealed. (Code Expansion),,,
ANALYSIS_SHOULDER,IMP_TYPE,Improvement Type Code,Code for type of maintenance or rehabilitation work performed.,,MAINT_WORK,
ANALYSIS_SHOULDER,IMP_TYPE_EXP,Improvement Type Code (Code Expansion),Code for type of maintenance or rehabilitation work performed. (Code Expansion),,,
ANALYSIS_SHOULDER,SHOULDER_RESTORED,Shoulder Restored Code,Code for shoulder restored.,,LOCATION_OF_LANE,
ANALYSIS_SHOULDER,SHOULDER_RESTORED_EXP,Shoulder Restored Code (Code Expansion),Code for shoulder restored. (Code Expansion),,,
ANALYSIS_SHOULDER,AC_MATERIAL_TYPE,Asphalt Material Type Code,Code for type of AC materials used.,,AC_MATERIAL_TYPE,
ANALYSIS_SHOULDER,AC_MATERIAL_TYPE_EXP,Asphalt Material Type Code (Code Expansion),Code for type of AC materials used. (Code Expansion),,,
ANALYSIS_SHOULDER,DATE_COMPLETE,Date Complete,Date activity was completed.,,,
ANALYSIS_SHOULDER,SHOULDER_RESTORE_TYPE,Shoulder Restoration Type Code,Code for type of shoulder restoration.,,SHOULDER_RESTORE,
ANALYSIS_SHOULDER,SHOULDER_RESTORE_TYPE_EXP,Shoulder Restoration Type Code (Code Expansion),Code for type of shoulder restoration. (Code Expansion),,,
ANALYSIS_SHOULDER,AC_REMOVED_THICKNESS,Asphalt Removed Thickness,Thickness of AC material removed by cold milling.,mm,,Metric
ANALYSIS_SHOULDER,ACO_THICKNESS,Asphalt Concrete Overlay Thickness,Asphalt concrete overlay thickness.,mm,,Metric
ANALYSIS_SHOULDER,LANE_SH_JOINT_SEALANT,Lane To Shoulder Joint Sealant Code,Code indicating method used for lane/shoulder joint sealant.,,JOINT_SEALANT,
ANALYSIS_SHOULDER,LANE_SH_JOINT_SEALANT_EXP,Lane To Shoulder Joint Sealant Code (Code Expansion),Code indicating method used for lane/shoulder joint sealant. (Code Expansion),,,
ANALYSIS_SHOULDER,O_SH_BASE_THICKNESS,Outside Shoulder Base Thickness,Average base thickness along outside shoulder.,mm,,Metric
ANALYSIS_SHOULDER,O_SH_BASE_TYPE,Outside Shoulder Base Type Code,Code identifying base materials used in outside shoulder.,,BASE_MAT,
ANALYSIS_SHOULDER,O_SH_BASE_TYPE_EXP,Outside Shoulder Base Type Code (Code Expansion),Code identifying base materials used in outside shoulder. (Code Expansion),,,
ANALYSIS_SHOULDER,O_SH_PAVED_WIDTH,Outside Shoulder Paved Width,Paved width of outside shoulder.,m,,Metric
ANALYSIS_SHOULDER,O_SH_SURFACE_THICKNESS,Outside Shoulder Surface Thickness,Average thickness of outside shoulder surface.,mm,,Metric
ANALYSIS_SHOULDER,O_SH_SURFACE_TYPE,Outside Shoulder Surface Type Code,Code for surface type of material used for outside shoulder.,,SH_SURFACE_MAT,
ANALYSIS_SHOULDER,O_SH_SURFACE_TYPE_EXP,Outside Shoulder Surface Type Code (Code Expansion),Code for surface type of material used for outside shoulder. (Code Expansion),,,
ANALYSIS_SHOULDER,O_SH_WIDTH,Outside Shoulder Width,Total width of outside shoulder (paved and unpaved).,m,,Metric
ANALYSIS_SHOULDER,O_SH_REINFORCED,Outside Shoulder Reinforcing Code,Code indicating whether outside shoulder PCC shoulder slab is reinforced or not.,,YES_NO,
ANALYSIS_SHOULDER,O_SH_REINFORCED_EXP,Outside Shoulder Reinforcing Code (Code Expansion),Code indicating whether outside shoulder PCC shoulder slab is reinforced or not. (Code Expansion),,,
ANALYSIS_SHOULDER,O_SH_JOINTS,Outside Shoulder Joint Match Code,Code indicating whether joints in outside shoulder were constructed to match joints in adjacent slab.,,YES_NO,
ANALYSIS_SHOULDER,O_SH_JOINTS_EXP,Outside Shoulder Joint Match Code (Code Expansion),Code indicating whether joints in outside shoulder were constructed to match joints in adjacent slab. (Code Expansion),,,
ANALYSIS_SHOULDER,O_SH_JOINT_SKEWNESS,Outside PCC Shoulder Joint Skewness,Average Deviation of outside shoulder contraction joint (skewness).,m,,Metric
ANALYSIS_SHOULDER,O_SH_PCC_AVG_JOINT_SPACING,Average Outside PCC Shoulder Joint Spacing,Average joint spacing for PCC outside shoulders.,m,,Metric
ANALYSIS_TST_AC,STATE_CODE,State Code,Numerical code for state or province. U.S. codes are consistent with Federal Information Processing Standards.,,STATE_PROVINCE,
ANALYSIS_TST_AC,STATE_CODE_EXP,State Code (Code Expansion),Numerical code for state or province. U.S. codes are consistent with Federal Information Processing Standards. (Code Expansion),,,
ANALYSIS_TST_AC,SHRP_ID,LTPP Section Identifier,Test section identification number assigned by LTPP program. Must be combined with STATE_CODE to be unique.,,,
ANALYSIS_TST_AC,CONSTRUCTION_NO,Construction Number,Event number used to relate changes in pavement structure with other time dependent data elements. This field is set to 1 when a test section is initially accepted into LTPP and is incremented with each change to the layer structure.,,,
ANALYSIS_TST_AC,LAYER_NO,Layer Number,"Unique sequential number assigned to pavement layers, starting with layer 1 as the deepest layer (subgrade).",,,
ANALYSIS_TST_AC,LAYER_TYPE,Layer Type Code,Code identifying the type of layer.,,LAYER_TYPE,
ANALYSIS_TST_AC,LAYER_TYPE_EXP,Layer Type Code (Code Expansion),Code identifying the type of layer. (Code Expansion),,,
ANALYSIS_TST_AC,REPR_THICKNESS,Representative Thickness,Representative thickness for a layer in a section.,mm,,Metric
ANALYSIS_TST_AC,MATL_CODE,Material Code,Code corresponding to the material type classification.,,MATERIAL,
ANALYSIS_TST_AC,MATL_CODE_EXP,Material Code (Code Expansion),Code corresponding to the material type classification. (Code Expansion),,,
ANALYSIS_TST_AC,DESCRIPTION,Layer Description Code,Code indicating general type of layer.,,DESCRIPTION,
ANALYSIS_TST_AC,DESCRIPTION_EXP,Layer Description Code (Code Expansion),Code indicating general type of layer. (Code Expansion),,,
ANALYSIS_TST_AC,ESTAR_LINK_GROUP,Dynamic Modulus Linking Key Group,Records in ANALYSIS_TST_AC_ESTAR that apply to this section and layer.,,,
ANALYSIS_TST_AC,DSR_COMPLEX_MODULUS_TANK,Tank Asphalt Binder DSR Complex Modulus,Dynamic Shear Rheometer Complex Modulus for tank asphalt binder.,kPa,,Metric
ANALYSIS_TST_AC,DSR_COMPLEX_PHASE_ANGLE_TANK,Tank Asphalt Binder DSR Phase Angle,Dynamic Shear Rheometer Phase Angle for tank asphalt binder.,deg,,Metric
ANALYSIS_TST_AC,DSR_COMPLEX_MODULUS_RTFO,RTFO Aged Asphalt Binder DSR Complex Modulus,Dynamic Shear Rheometer Complex Modulus for RTFO conditioned asphalt binder.,kPa,,Metric
ANALYSIS_TST_AC,DSR_COMPLEX_PHASE_ANGLE_RTFO,RTFO Aged Asphalt Binder DSR Phase Angle,Dynamic Shear Rheometer Phase Angle for RTFO conditioned asphalt binder.,deg,,Metric
ANALYSIS_TST_AC,DSR_COMPLEX_MODULUS_PAV,PAV Aged Asphalt Binder DSR Complex Modulus,Dynamic Shear Rheometer Complex Modulus for PAV conditioned asphalt binder.,kPa,,Metric
ANALYSIS_TST_AC,DSR_COMPLEX_PHASE_ANGLE_PAV,PAV Aged Asphalt Binder DSR Phase Angle,Dynamic Shear Rheometer Phase Angle for PAV conditioned asphalt binder.,deg,,Metric
ANALYSIS_TST_AC,IDT_AVERAGE,Indirect Tensile Strength Average,"Average indirect tensile strength of specimens 1, 2 and 3.",MPa,,Metric
ANALYSIS_TST_AC,IDT_TEST_TEMPERATURE,Indirect Tensile Strength Test Temperature,Test temperature for Indirect Tensile Strength testing.,deg C,,Metric
ANALYSIS_TST_AC,IDT_LOADING_RATE,Indirect Tensile Strength Loading Rate,The constant rate at which the load is applied for indirect tensile strength testing.,mm/min,,Metric
ANALYSIS_TST_AC,ABSOLUTE_VISC_140_F,Absolute Viscosity 140 F,Absolute viscosity at 140 degrees F.,poise,,Metric
ANALYSIS_TST_AC,KINEMATIC_VISC_275_F,Kinematic Viscosity 275 F,Kinematic viscosity at 275 degrees F.,centistokes,,Metric
ANALYSIS_TST_AC,IDT_POISSON_USED,Indirect Tensile Poisson Ratio,Poisson's ratio used for subsequent calculations.,,,
ANALYSIS_TST_AC,POISSON_RATIO_TEST_TEMP,Poisson Ratio Test Temperature,Test temperature for testing/estimation of Poisson's Ratio.,deg C,,Metric
ANALYSIS_TST_AC,AIR_VOIDS_AVG_WP,Average Air Voids Wheelpath,Average calculated air voids in the wheel path.,%,,Metric
ANALYSIS_TST_AC,AIR_VOIDS_AVG_NWP,Average Air Voids Non-Wheelpath,Average calculated air voids outside the wheel path.,%,,Metric
ANALYSIS_TST_AC,ONE_AND_HALF_PASSING,Percent Passing 1 1/2 Inch Sieve,Percent aggregate passing the 1 1/2 inch sieve.,%,,Metric
ANALYSIS_TST_AC,ONE_PASSING,Percent Passing 1 Inch Sieve,Percent aggregate passing the 1 inch sieve.,%,,Metric
ANALYSIS_TST_AC,THREE_FOURTHS_PASSING,Percent Passing 3/4 Inch Sieve,Percent aggregate passing the 3/4 inch sieve.,%,,Metric
ANALYSIS_TST_AC,ONE_HALF_PASSING,Percent Passing 1/2 Inch Sieve,Percent aggregate passing the 1/2 inch sieve.,%,,Metric
ANALYSIS_TST_AC,THREE_EIGHTHS_PASSING,Percent Passing 3/8 Inch Sieve,Percent aggregate passing the 3/8 inch sieve.,%,,Metric
ANALYSIS_TST_AC,NO_4_PASSING,Percent Passing Number 4 Sieve,Percent aggregate passing the #4 sieve.,%,,Metric
ANALYSIS_TST_AC,NO_10_PASSING,Percent Passing Number 10 Sieve,Percent aggregate passing the #10 sieve.,%,,Metric
ANALYSIS_TST_AC,NO_40_PASSING,Percent Passing Number 40 Sieve,Percent aggregate passing the #40 sieve.,%,,Metric
ANALYSIS_TST_AC,NO_80_PASSING,Percent Passing Number 80 Sieve,Percent aggregate passing the #80 sieve.,%,,Metric
ANALYSIS_TST_AC,NO_200_PASSING,Percent Passing Number 200 Sieve,Percent aggregate passing the #200 sieve.,%,,Metric
ANALYSIS_TST_AC,ASPHALT_CONTENT_MEAN,Average Asphalt Content,Mean asphalt content - percent by weight of total mixture.,%,,Metric
ANALYSIS_TST_AC,MAX_SPEC_GRAVITY,Maximum Specific Gravity,Maximum specific gravity of the asphalt concrete sample.,,,
ANALYSIS_TST_AC,BSG,Bulk Specific Gravity,Bulk specific gravity of the asphalt bound layer.,,,
ANALYSIS_TST_AC,THERMAL_CONDUCTIVITY,Thermal Conductivity,Thermal conductivity of material.,kcal/hr/m/deg C,,Metric
ANALYSIS_TST_AC,HEAT_CAPACITY,Heat Capacity,Heat capacity of material.,Cal/g/deg C,,Metric
ANALYSIS_TST_AC,SUR_SHORTWAVE_ABSORP,Surface Shortwave Absorption,Surface shortwave absorptivity of material.,,,
ANALYSIS_TST_AC,COEF_THERMAL_CONTRACTION,Coefficient of Thermal Contraction,Measure of how much the aggregate shrinks when cooled.,1/deg C,,Metric
ANALYSIS_TST_AC,AGGR_SPEC_GRAVITY,Aggregate Specific Gravity,Specific gravity of the mixture aggregate.,,,
ANALYSIS_TST_AC,BINDER_SPEC_GRAVITY,Binder Specific Gravity,Specific gravity of the binder.,,,
ANALYSIS_TST_AC,VOIDS_MINERAL_AGGR,Voids in Mineral Aggregate,Mean voids in mineral aggregate.,%,,Metric
ANALYSIS_TST_AC,VOIDS_FILLED_ASPHALT,Asphalt Filled Voids,Voids filled with asphalt.,%,,Metric
ANALYSIS_TST_AC,PROJECT_LAYER_CODE,Project Layer Code,Sequential alphabetic code assigned to identify group project wide layers.,,,
ANALYSIS_TST_AC_CRCOM_SUPPORT,STATE_CODE,State Code,Numerical code for state or province. U.S. codes are consistent with Federal Information Processing Standards.,,STATE_PROVINCE,
ANALYSIS_TST_AC_CRCOM_SUPPORT,STATE_CODE_EXP,State Code (Code Expansion),Numerical code for state or province. U.S. codes are consistent with Federal Information Processing Standards. (Code Expansion),,,
ANALYSIS_TST_AC_CRCOM_SUPPORT,SHRP_ID,LTPP Section Identifier,Test section identification number assigned by LTPP program. Must be combined with STATE_CODE to be unique.,,,
ANALYSIS_TST_AC_CRCOM_SUPPORT,LAYER_NO,Layer Number,"Unique sequential number assigned to pavement layers, starting with layer 1 as the deepest layer (subgrade).",,,
ANALYSIS_TST_AC_CRCOM_SUPPORT,CONSTRUCTION_NO,Construction Number,Event number used to relate changes in pavement structure with other time dependent data elements. This field is set to 1 when a test section is initially accepted into LTPP and is incremented with each change to the layer structure.,,,
ANALYSIS_TST_AC_CRCOM_SUPPORT,TEST_TEMPERATURE,Test Temperature,Temperature at which test was performed.,deg C,,Metric
ANALYSIS_TST_AC_CRCOM_SUPPORT,MATL_PROPERTY,Materials Characteristic,Material property type.,,,
ANALYSIS_TST_AC_CRCOM_SUPPORT,PROPERTY_MINIMUM,Minimum Property Value,Minimum of the material property values measured or used for imputation.,,,
ANALYSIS_TST_AC_CRCOM_SUPPORT,PROPERTY_MAXIMUM,Maximum Property Value,Maximum of the material property values measured or used for imputation.,,,
ANALYSIS_TST_AC_CRCOM_SUPPORT,PROPERTY_MEDIAN,Median Property Value,Median of the material property values measured or used for imputation.,,,
ANALYSIS_TST_AC_CRCOM_SUPPORT,PROPERTY_AVERAGE,Average Property Value,Average of the material property values measured or used for imputation.,,,
ANALYSIS_TST_AC_CRCOM_SUPPORT,PROPERTY_STANDARD_DEVIATION,Standard Deviation of Property Value,Standard deviation of the material property values measured or used for imputation.,,,
ANALYSIS_TST_AC_CRCOM_SUPPORT,PROPERTY_COEFF_VARIATION,Coefficient of Variation of Property Value,Coefficient of variation of the material property values measured or used for imputation.,,,
ANALYSIS_TST_AC_CRCOM_SUPPORT,REP_CODE_SOURCE_VARIABILITY,Representative Data Source Variability,Subjective measure to rate the source of data and its variability. A measure of the goodness of estimate for the representative material property value.,,REP_CODE_SOURCE_VARIABILITY,
ANALYSIS_TST_AC_CRCOM_SUPPORT,REP_CODE_SOURCE_VARIABILITY_EXP,Representative Data Source Variability (Code Expansion),Subjective measure to rate the source of data and its variability. A measure of the goodness of estimate for the representative material property value. (Code Expansion),,,
ANALYSIS_TST_AC_CREEP_COMP,STATE_CODE,State Code,Numerical code for state or province. U.S. codes are consistent with Federal Information Processing Standards.,,STATE_PROVINCE,
ANALYSIS_TST_AC_CREEP_COMP,STATE_CODE_EXP,State Code (Code Expansion),Numerical code for state or province. U.S. codes are consistent with Federal Information Processing Standards. (Code Expansion),,,
ANALYSIS_TST_AC_CREEP_COMP,SHRP_ID,LTPP Section Identifier,Test section identification number assigned by LTPP program. Must be combined with STATE_CODE to be unique.,,,
ANALYSIS_TST_AC_CREEP_COMP,CONSTRUCTION_NO,Construction Number,Event number used to relate changes in pavement structure with other time dependent data elements. This field is set to 1 when a test section is initially accepted into LTPP and is incremented with each change to the layer structure.,,,
ANALYSIS_TST_AC_CREEP_COMP,LAYER_NO,Layer Number,"Unique sequential number assigned to pavement layers, starting with layer 1 as the deepest layer (subgrade).",,,
ANALYSIS_TST_AC_CREEP_COMP,FIELD_SET,Field Sampling Event Number,Sequential number indicating the field sampling event. Assigned 1 for first sample event and incremented by 1 for subsequent events.,,,
ANALYSIS_TST_AC_CREEP_COMP,TEST_TEMPERATURE,Test Temperature,Temperature at which test was performed.,deg C,,Metric
ANALYSIS_TST_AC_CREEP_COMP,CREEP_COMP_1_SEC,Creep Compliance 1 Second,Creep compliance value at 1 second.,1/GPa,,Metric
ANALYSIS_TST_AC_CREEP_COMP,CREEP_COMP_2_SEC,Creep Compliance 2 Seconds,Creep compliance value at 2 seconds.,1/GPa,,Metric
ANALYSIS_TST_AC_CREEP_COMP,CREEP_COMP_5_SEC,Creep Compliance 5 Seconds,Creep compliance value at 5 seconds.,1/GPa,,Metric
ANALYSIS_TST_AC_CREEP_COMP,CREEP_COMP_10_SEC,Creep Compliance 10 Seconds,Creep compliance value at 10 seconds.,1/GPa,,Metric
ANALYSIS_TST_AC_CREEP_COMP,CREEP_COMP_20_SEC,Creep Compliance 20 Seconds,Creep compliance value at 20 seconds.,1/GPa,,Metric
ANALYSIS_TST_AC_CREEP_COMP,CREEP_COMP_50_SEC,Creep Compliance 50 Seconds,Creep compliance value at 50 seconds.,1/GPa,,Metric
ANALYSIS_TST_AC_CREEP_COMP,CREEP_COMP_100_SEC,Creep Compliance 100 Seconds,Creep compliance value at 100 seconds.,1/GPa,,Metric
ANALYSIS_TST_AC_SUPPORT,STATE_CODE,State Code,Numerical code for state or province. U.S. codes are consistent with Federal Information Processing Standards.,,STATE_PROVINCE,
ANALYSIS_TST_AC_SUPPORT,STATE_CODE_EXP,State Code (Code Expansion),Numerical code for state or province. U.S. codes are consistent with Federal Information Processing Standards. (Code Expansion),,,
ANALYSIS_TST_AC_SUPPORT,SHRP_ID,LTPP Section Identifier,Test section identification number assigned by LTPP program. Must be combined with STATE_CODE to be unique.,,,
ANALYSIS_TST_AC_SUPPORT,CONSTRUCTION_NO,Construction Number,Event number used to relate changes in pavement structure with other time dependent data elements. This field is set to 1 when a test section is initially accepted into LTPP and is incremented with each change to the layer structure.,,,
ANALYSIS_TST_AC_SUPPORT,LAYER_NO,Layer Number,"Unique sequential number assigned to pavement layers, starting with layer 1 as the deepest layer (subgrade).",,,
ANALYSIS_TST_AC_SUPPORT,MATL_PROPERTY,Materials Characteristic,Material property type.,,,
ANALYSIS_TST_AC_SUPPORT,PROPERTY_MINIMUM,Minimum Property Value,Minimum of the material property values measured or used for imputation.,,,
ANALYSIS_TST_AC_SUPPORT,PROPERTY_MAXIMUM,Maximum Property Value,Maximum of the material property values measured or used for imputation.,,,
