TABLE_NAME,FIELD_NAME,FIELD_ALIAS,FIELD_DESCRIPTION,FIELD_UNIT,FIELD_CODETYPE,UNIT_SYSTEM
ANALYSIS_DIS_AC,STATE_CODE,State Code,Numerical code for state or province. U.S. codes are consistent with Federal Information Processing Standards.,,STATE_PROVINCE,
ANALYSIS_DIS_AC,STATE_CODE_EXP,State Code (Code Expansion),Numerical code for state or province. U.S. codes are consistent with Federal Information Processing Standards. (Code Expansion),,,
ANALYSIS_DIS_AC,SHRP_ID,LTPP Section Identifier,Test section identification number assigned by LTPP program. Must be combined with STATE_CODE to be unique.,,,
ANALYSIS_DIS_AC,CONSTRUCTION_NO,Construction Number,Event number used to relate changes in pavement structure with other time dependent data elements. This field is set to 1 when a test section is initially accepted into LTPP and is incremented with each change to the layer structure.,,,
ANALYSIS_DIS_AC,SURVEY_DATE,Survey Date,Date survey was performed.,,,
ANALYSIS_DIS_AC,HPMS16_CRACKING_PERCENT_AC,2016 HPMS AC Cracking Percentage,Percent of section cracked using 2016 HPMS Field Guide definitions. Includes only longitudinal and fatigue cracking in assumed 1m wide wheel paths.,%,,Metric
ANALYSIS_DIS_AC,MEPDG_CRACKING_PERCENT_AC,MEPDG AC Cracking Percentage,"The total area of alligator cracking summed across all levels of severity, divided by the total area of the test section, in accordance with MEPDG definitions. Note that LTPP alligator cracking interpretations are not restricted to the wheel path.",%,,Metric
ANALYSIS_DIS_AC,MEPDG_TRANS_CRACK_LENGTH_AC,MEPDG AC Transverse Cracking Length,"Total length of sealed and unsealed transverse cracks at all levels of severity, divided by test section length in accordance with current pavement MEPDG distress definitions.",m/km,,Metric
ANALYSIS_DIS_AC,MEPDG_LONG_CRACK_LENGTH_AC,MEPDG AC Longitudinal Cracking Length,Total length of sealed and unsealed longitudinal cracks in the wheel path at all severity levels divided by test section length.,m/km,,Metric
ANALYSIS_DIS_AC,ME_PERCENT_WHEEL_PATH_CRACK,MEPDG Wheel Path Cracking Percentage,Percentage of cracking in assumed 0.61 meter wide wheel paths corresponding to the MEPDG_CRACKING_PERCENT_AC field reported in the 2016 and 2017 LTPP data releases,%,,Metric
ANALYSIS_DIS_AC,SURVEY_WIDTH,Survey Width,Width of pavement surveyed for distress measurements.,m,,Metric
ANALYSIS_DIS_AC,GATOR_CRACK_A,Alligator Cracking Area Total,Total alligator (fatigue) cracking area.,sq m,,Metric
ANALYSIS_DIS_AC,GATOR_CRACK_A_L,Low Severity Alligator Cracking Area,"Area of alligator (fatigue) cracking of low severity. (No or few connecting cracks, not spalled or sealed, no pumping evident.)",sq m,,Metric
ANALYSIS_DIS_AC,GATOR_CRACK_A_M,Medium Severity Alligator Cracking Area,"Area of alligator (fatigue) cracking of moderate severity. (Interconnected cracks possibly slightly spalled, may be sealed, pumping may be evident.)",sq m,,Metric
ANALYSIS_DIS_AC,GATOR_CRACK_A_H,High Severity Alligator Cracking Area,"Area of alligator (fatigue) cracking of high severity. (Moderately or severely spalled interconnected cracks, may be sealed, pumping may be evident.)",sq m,,Metric
ANALYSIS_DIS_AC,BLK_CRACK_A,Block Cracking Area Total,Total area of block cracking.,sq m,,Metric
ANALYSIS_DIS_AC,BLK_CRACK_A_L,Low Severity Block Cracking Area,Area of low severity block cracking. (Cracks of unknown width well sealed or with mean width of 6 mm or less.),sq m,,Metric
ANALYSIS_DIS_AC,BLK_CRACK_A_M,Medium Severity Block Cracking Area,Area of moderate severity block cracking. (Mean crack width from 6 to 19 mm or under 19 mm with adjacent low severity random cracking.),sq m,,Metric
ANALYSIS_DIS_AC,BLK_CRACK_A_H,High Severity Block Cracking Area,Area of high severity block cracking. (Mean crack width greater than 19 mm or under 19 mm with moderate to high severity random cracking.),sq m,,Metric
ANALYSIS_DIS_AC,EDGE_CRACK_L,Edge Crack Length,Total length of edge cracking.,m,,Metric
ANALYSIS_DIS_AC,EDGE_CRACK_L_L,Low Severity Edge Crack Length,Length of low severity edge cracking.,m,,Metric
ANALYSIS_DIS_AC,EDGE_CRACK_L_M,Medium Severity Edge Crack Length,Length of moderate severity edge cracking.,m,,Metric
ANALYSIS_DIS_AC,EDGE_CRACK_L_H,High Severity Edge Crack Length,Length of high severity edge cracking.,m,,Metric
ANALYSIS_DIS_AC,LONG_CRACK_WP_L,Wheel Path Longitudinal Crack Length Total,Total longitudinal cracking length in wheel path.,m,,Metric
ANALYSIS_DIS_AC,LONG_CRACK_WP_L_L,Low Severity Wheel Path Longitudinal Crack Length,"Length of low severity, longitudinal cracking in wheel path. (Cracks of unknown width well sealed or with mean width of 6 mm or less.)",m,,Metric
ANALYSIS_DIS_AC,LONG_CRACK_WP_L_M,Medium Severity Wheel Path Longitudinal Crack Length,"Length of moderate severity, longitudinal cracking in wheel path. (Mean crack width from 6 to 19 mm or under 19 mm with adjacent low severity random cracking.)",m,,Metric
ANALYSIS_DIS_AC,LONG_CRACK_WP_L_H,High Severity Wheel Path Longitudinal Crack Length,"Length of high severity, longitudinal cracking in wheel path. (Mean crack width greater than 19 mm or under 19 mm with adjacent moderate to high severity random cracking.)",m,,Metric
ANALYSIS_DIS_AC,LONG_CRACK_NWP_L,Non-Wheel Path Longitudinal Crack Length Total,Total length of non-wheel path longitudinal cracking.,m,,Metric
ANALYSIS_DIS_AC,LONG_CRACK_NWP_L_L,Low Severity Non-Wheel Path Longitudinal Crack Length,"Length of low severity, non-wheel path longitudinal cracking. (Cracks of unknown width well sealed or with mean width of 6 mm or less.)",m,,Metric
ANALYSIS_DIS_AC,LONG_CRACK_NWP_L_M,Medium Severity Non-Wheel Path Longitudinal Crack Length,"Length of moderate severity, non-wheel path longitudinal cracking. (Mean crack width from 6 to 19 mm or under 19 mm with adjacent low severity random cracking.)",m,,Metric
ANALYSIS_DIS_AC,LONG_CRACK_NWP_L_H,High Severity Non-Wheel Path Longitudinal Crack Length,"Length of high severity, non-wheel path longitudinal cracking. (Mean crack width greater than 19 mm or under 19 mm with adjacent moderate to high severity random cracking.)",m,,Metric
ANALYSIS_DIS_AC,LONG_CRACK_WP_SEAL_L,Well-Sealed Wheel Path Longitudinal Crack Length Total,Total well sealed longitudinal cracking length in wheel path.,m,,Metric
ANALYSIS_DIS_AC,LONG_CRACK_WP_SEAL_L_L,Low Severity Well-Sealed Wheel Path Longitudinal Crack Length,"Length of low severity, well sealed longitudinal cracking in wheel path. (Cracks of unknown width or with mean width of 6 mm or less.)",m,,Metric
ANALYSIS_DIS_AC,LONG_CRACK_WP_SEAL_L_M,Medium Severity Well-Sealed Wheel Path Longitudinal Crack Length,"Length of moderate severity, well sealed longitudinal cracking in wheel path. (Mean crack width from 6 to 19 mm or under 19 mm with adjacent low severity random cracking.)",m,,Metric
ANALYSIS_DIS_AC,LONG_CRACK_WP_SEAL_L_H,High Severity Well-Sealed Wheel Path Longitudinal Crack Length,"Length of high severity, well sealed longitudinal cracking in wheel path. (Crack mean width greater than 19 mm or under 19 mm with adjacent moderate to high severity random cracking.)",m,,Metric
ANALYSIS_DIS_AC,LONG_CRACK_NWP_SEAL_L,Non-Well-Sealed Wheel Path Longitudinal Crack Length Total,Total length of well sealed non-wheel path longitudinal cracking.,m,,Metric
ANALYSIS_DIS_AC,LONG_CRACK_NWP_SEAL_L_L,Low Severity Non-Wheel Path Well-Sealed Longitudinal Crack Length,"Length of low severity, well sealed non-wheel path longitudinal cracking. (Cracks of unknown width or with mean width of 6 mm or less.)",m,,Metric
ANALYSIS_DIS_AC,LONG_CRACK_NWP_SEAL_L_M,Medium Severity Non-Wheel Path Well-Sealed Longitudinal Crack Length,"Length of moderate severity, well sealed non-wheel path longitudinal cracking. (Mean crack width from 6 to 19 mm or under 19 mm with adjacent low severity random cracking.)",m,,Metric
ANALYSIS_DIS_AC,LONG_CRACK_NWP_SEAL_L_H,High Severity Non-Wheel Path Well-Sealed Longitudinal Crack Length,"Length of high severity, well sealed non-wheel path longitudinal cracking. (Mean crack width greater than 19 mm or under 19 mm with adjacent moderate to high severity random cracking.)",m,,Metric
ANALYSIS_DIS_AC,TRANS_CRACK_NO,Transverse Crack Number Total,Total number of transverse cracks.,,,
ANALYSIS_DIS_AC,TRANS_CRACK_NO_L,Low Severity Transverse Cracks Number,Number of low severity transverse cracks. (Cracks of unknown width well sealed or with mean width of 6 mm or less.),,,
ANALYSIS_DIS_AC,TRANS_CRACK_NO_M,Medium Severity Transverse Cracks Number,Number of moderate severity transverse cracks. (Mean crack width from 6 to 19 mm or under 19 mm with adjacent low severity random cracking.),,,
ANALYSIS_DIS_AC,TRANS_CRACK_NO_H,High Severity Transverse Cracks Number,Number of high severity transverse cracks. (Mean crack width greater than 19 mm or under 19 mm with adjacent moderate to high severity random cracking.),,,
ANALYSIS_DIS_AC,TRANS_CRACK_L,Transverse Crack Length Total,Total transverse cracking length.,m,,Metric
ANALYSIS_DIS_AC,TRANS_CRACK_L_L,Low Severity Transverse Crack Length,Length of low severity transverse cracking. (Cracks of unknown width well sealed or with mean width of 6 mm or less.),m,,Metric
ANALYSIS_DIS_AC,TRANS_CRACK_L_M,Medium Severity Transverse Crack Length,Length of moderate severity transverse cracking. (Crack mean width from 6 to 19 mm or under 19 mm with adjacent low severity random cracking.),m,,Metric
ANALYSIS_DIS_AC,TRANS_CRACK_L_H,High Severity Transverse Crack Length,Length of high severity transverse cracking. (Mean crack width greater than 19 mm or under 19 mm with adjacent moderate to high severity random cracking.),m,,Metric
ANALYSIS_DIS_AC,TRANS_CRACK_SEAL_L,Well Sealed Transverse Crack Length Total,Total length of well sealed transverse cracking.,m,,Metric
ANALYSIS_DIS_AC,TRANS_CRACK_SEAL_L_L,Low Severity Well Sealed Transverse Crack Length,"Length of well sealed, low severity transverse cracking. (Cracks of unknown width or with mean width of 6 mm or less.)",m,,Metric
ANALYSIS_DIS_AC,TRANS_CRACK_SEAL_L_M,Medium Severity Well Sealed Transverse Crack Length,"Length of well sealed, moderate severity transverse cracking. (Mean crack width from 6 to 19 mm or under 19 mm with adjacent low severity random cracking.)",m,,Metric
ANALYSIS_DIS_AC,TRANS_CRACK_SEAL_L_H,High Severity Well Sealed Transverse Crack Length,"Length of well sealed, high severity transverse cracking. (Mean crack width greater than 19 mm or under 19 mm with adjacent moderate to high severity random cracking.)",m,,Metric
ANALYSIS_DIS_AC,PATCH_NO,Patches Number Total,Total number of patches.,,,
ANALYSIS_DIS_AC,PATCH_NO_L,Low Severity Patches Number,Number of patches/patch deteriorations with low severity distress of any type.,,,
ANALYSIS_DIS_AC,PATCH_NO_M,Medium Severity Patches Number,Number of patches/patch deteriorations with moderate severity distress of any type.,,,
ANALYSIS_DIS_AC,PATCH_NO_H,High Severity Patches Number,Number of patches/patch deteriorations with high severity distress of any type.,,,
ANALYSIS_DIS_AC,PATCH_A,Patches Area Total,Total area of patching.,sq m,,Metric
ANALYSIS_DIS_AC,PATCH_A_L,Low Severity Patches Area,Area of patching with low severity distress or patch deterioration.,sq m,,Metric
ANALYSIS_DIS_AC,PATCH_A_M,Medium Severity Patches Area,Area of patching with moderate severity distress or patch deterioration.,sq m,,Metric
ANALYSIS_DIS_AC,PATCH_A_H,High Severity Patches Area,Area of patching with high severity distress or patch deterioration.,sq m,,Metric
ANALYSIS_DIS_AC,POTHOLES_NO,Potholes Number Total,Total number of potholes.,,,
ANALYSIS_DIS_AC,POTHOLES_NO_L,Low Severity Potholes Number,Number of low severity potholes (less than 25 mm deep).,,,
ANALYSIS_DIS_AC,POTHOLES_NO_M,Medium Severity Potholes Number,Number of moderate severity potholes (from 25 to 50 mm deep).,,,
ANALYSIS_DIS_AC,POTHOLES_NO_H,High Severity Potholes Number,Number of high severity potholes (more than 50 mm deep).,,,
ANALYSIS_DIS_AC,POTHOLES_A,Potholes Area Total,Total pothole area.,sq m,,Metric
ANALYSIS_DIS_AC,POTHOLES_A_L,Low Severity Pothole Area,Area of low severity potholes (less than 25 mm deep).,sq m,,Metric
ANALYSIS_DIS_AC,POTHOLES_A_M,Medium Severity Pothole Area,Area of moderate severity potholes (from 25 to 50 mm deep).,sq m,,Metric
ANALYSIS_DIS_AC,POTHOLES_A_H,High Severity Pothole Area,Area of high severity potholes (more than 50 mm deep).,sq m,,Metric
ANALYSIS_DIS_AC,SHOVING_NO,Shoving Number,Number of areas where shoving exists.,,,
ANALYSIS_DIS_AC,SHOVING_A,Shoving Area,"Area of shoving, localized longitudinal displacement of the pavement surface.",sq m,,Metric
ANALYSIS_DIS_AC,BLEEDING,Bleeding Area,"Presence of excess asphalt on the pavement surface which may create a shiny, glass-like reflective surface.",sq m,,Metric
ANALYSIS_DIS_AC,POLISH_AGG_A,Polished Aggregate Area,Area of polished aggregate (binder worn away to expose coarse aggregate).,sq m,,Metric
ANALYSIS_DIS_AC,RAVELING,Raveling Area,Wearing away of the pavement surface caused by the dislodging of aggregate particles and loss of asphalt binder.,sq m,,Metric
ANALYSIS_DIS_AC,PUMPING_NO,Pumping and Bleeding Number,Number of occurrences of water bleeding and pumping.,,,
ANALYSIS_DIS_AC,PUMPING_L,Pumping and Bleeding Length,Length of pavement affected by water bleeding and pumping.,m,,Metric
ANALYSIS_DIS_AC,WP_LENGTH_CRACKED,Wheel Path Length Cracked,Wheel path cracking length.,m,,Metric
ANALYSIS_DIS_AC,TRANS_CRACK_L_GT183,Transverse Crack Length Greater Than 1.83m,Total length of transverse cracks greater than 1.83 meters.,m,,Metric
ANALYSIS_DIS_AC,LONGIGATOR_CRACKING,Longigator Crack Area,Longitudinal cracking area at a foot-width plus the alligator cracking area. Used as a measure to identify change in distress definition.,sq m,,Metric
ANALYSIS_DIS_AC,BLOCKVERSE_CRACKING,Blockverse Crack Area,Transverse cracking area at a foot-length plus the block cracking area. Used as a measure to identify change in distress definition.,sq m,,Metric
ANALYSIS_DIS_AC,OTHER,Other,Description of surface distress present but not otherwise accounted for by the survey.,,,
ANALYSIS_DIS_AC,HPMS16_CRACKING_PERCENT_AC_FLAG,2016 HPMS AC Cracking Percentage Outlier Type,Flag indicating that the HPMS 2016 cracking percent is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_AC,HPMS16_CRACKING_PERCENT_AC_FLAG_EXP,2016 HPMS AC Cracking Percentage Outlier Type (Code Expansion),Flag indicating that the HPMS 2016 cracking percent is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_AC,MEPDG_CRACKING_PERCENT_AC_FLAG,MEPDG AC Cracking Percentage Outlier Type,Flag indicating that the MEPDG cracking percent is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_AC,MEPDG_CRACKING_PERCENT_AC_FLAG_EXP,MEPDG AC Cracking Percentage Outlier Type (Code Expansion),Flag indicating that the MEPDG cracking percent is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_AC,MEPDG_TRANS_CRACK_LENGTH_AC_FLAG,MEPDG AC Longitudinal Cracking Length Outlier Type,Flag indicating that the MEPDG transverse cracking length is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_AC,MEPDG_TRANS_CRACK_LENGTH_AC_FLAG_EXP,MEPDG AC Longitudinal Cracking Length Outlier Type (Code Expansion),Flag indicating that the MEPDG transverse cracking length is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_AC,MEPDG_LONG_CRACK_LENGTH_AC_FLAG,MEPDG AC Transverse Cracking Length Outlier Type,Flag indicating that the MEPDG longitudinal cracking length is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_AC,MEPDG_LONG_CRACK_LENGTH_AC_FLAG_EXP,MEPDG AC Transverse Cracking Length Outlier Type (Code Expansion),Flag indicating that the MEPDG longitudinal cracking length is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_AC,WP_LENGTH_CRACKED_FLAG,Wheel Path Length Cracked Outlier Type,Flag indicating that the wheel path cracking length is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_AC,WP_LENGTH_CRACKED_FLAG_EXP,Wheel Path Length Cracked Outlier Type (Code Expansion),Flag indicating that the wheel path cracking length is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_AC,GATOR_CRACK_A_FLAG,Alligator Cracking Area Outlier Type,Flag indicating that the alligator (fatigue) cracking area is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_AC,GATOR_CRACK_A_FLAG_EXP,Alligator Cracking Area Outlier Type (Code Expansion),Flag indicating that the alligator (fatigue) cracking area is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_AC,BLK_CRACK_A_FLAG,Block Cracking Area Outlier Type,Flag indicating that the block cracking area is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_AC,BLK_CRACK_A_FLAG_EXP,Block Cracking Area Outlier Type (Code Expansion),Flag indicating that the block cracking area is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_AC,EDGE_CRACK_L_FLAG,Edge Crack Length Outlier Type,Flag indicating that the edge cracking length is a potential anomaly,,PERFORMANCE_FLAG,
ANALYSIS_DIS_AC,EDGE_CRACK_L_FLAG_EXP,Edge Crack Length Outlier Type (Code Expansion),Flag indicating that the edge cracking length is a potential anomaly (Code Expansion),,,
ANALYSIS_DIS_AC,LONG_CRACK_WP_L_FLAG,Wheel Path Longitudinal Crack Length Outlier Type,Flag indicating that the length of longitudinal cracking in wheel path is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_AC,LONG_CRACK_WP_L_FLAG_EXP,Wheel Path Longitudinal Crack Length Outlier Type (Code Expansion),Flag indicating that the length of longitudinal cracking in wheel path is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_AC,LONG_CRACK_WP_SEAL_L_FLAG,Well-Sealed Wheel Path Longitudinal Crack Length Outlier Type,Flag indicating that the length of well sealed longitudinal cracking in wheel path is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_AC,LONG_CRACK_WP_SEAL_L_FLAG_EXP,Well-Sealed Wheel Path Longitudinal Crack Length Outlier Type (Code Expansion),Flag indicating that the length of well sealed longitudinal cracking in wheel path is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_AC,LONG_CRACK_NWP_L_FLAG,Non-Wheel Path Longitudinal Crack Length Outlier Type,Flag indicating that the non-wheel path longitudinal cracking length is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_AC,LONG_CRACK_NWP_L_FLAG_EXP,Non-Wheel Path Longitudinal Crack Length Outlier Type (Code Expansion),Flag indicating that the non-wheel path longitudinal cracking length is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_AC,LONG_CRACK_NWP_SEAL_L_FLAG,Non-Well-Sealed Wheel Path Longitudinal Crack Length Outlier Type,Flag indicating that the well sealed non-wheel path longitudinal cracking length is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_AC,LONG_CRACK_NWP_SEAL_L_FLAG_EXP,Non-Well-Sealed Wheel Path Longitudinal Crack Length Outlier Type (Code Expansion),Flag indicating that the well sealed non-wheel path longitudinal cracking length is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_AC,TRANS_CRACK_NO_FLAG,Transverse Crack Number Outlier Type,Flag indicating that the number of transverse cracks is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_AC,TRANS_CRACK_NO_FLAG_EXP,Transverse Crack Number Outlier Type (Code Expansion),Flag indicating that the number of transverse cracks is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_AC,TRANS_CRACK_L_FLAG,Transverse Crack Length Outlier Type,Flag indicating that the length of transverse cracking is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_AC,TRANS_CRACK_L_FLAG_EXP,Transverse Crack Length Outlier Type (Code Expansion),Flag indicating that the length of transverse cracking is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_AC,TRANS_CRACK_SEAL_L_FLAG,Well Sealed Transverse Crack Length Outlier Type,Flag indicating that the length of well sealed transverse cracking is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_AC,TRANS_CRACK_SEAL_L_FLAG_EXP,Well Sealed Transverse Crack Length Outlier Type (Code Expansion),Flag indicating that the length of well sealed transverse cracking is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_AC,PATCH_NO_FLAG,Patches Number Outlier Type,Flag indicating that the number of patches is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_AC,PATCH_NO_FLAG_EXP,Patches Number Outlier Type (Code Expansion),Flag indicating that the number of patches is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_AC,PATCH_A_FLAG,Patches Area Outlier Type,Flag indicating that the area of patches is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_AC,PATCH_A_FLAG_EXP,Patches Area Outlier Type (Code Expansion),Flag indicating that the area of patches is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_AC,POTHOLES_NO_FLAG,Potholes Number Outlier Type,Flag indicating that the number of potholes is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_AC,POTHOLES_NO_FLAG_EXP,Potholes Number Outlier Type (Code Expansion),Flag indicating that the number of potholes is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_AC,POTHOLES_A_FLAG,Potholes Area Outlier Type,Flag indicating that the area of potholes is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_AC,POTHOLES_A_FLAG_EXP,Potholes Area Outlier Type (Code Expansion),Flag indicating that the area of potholes is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_AC,SHOVING_NO_FLAG,Shoving Number Outlier Type,Flag indicating that the number of areas where shoving exists is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_AC,SHOVING_NO_FLAG_EXP,Shoving Number Outlier Type (Code Expansion),Flag indicating that the number of areas where shoving exists is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_AC,SHOVING_A_FLAG,Shoving Area Outlier Type,"Flag indicating that the area of shoving, localized longitudinal displacement of the pavement surface, is a potential anomaly.",,PERFORMANCE_FLAG,
ANALYSIS_DIS_AC,SHOVING_A_FLAG_EXP,Shoving Area Outlier Type (Code Expansion),"Flag indicating that the area of shoving, localized longitudinal displacement of the pavement surface, is a potential anomaly. (Code Expansion)",,,
ANALYSIS_DIS_AC,BLEEDING_FLAG,Bleeding Outlier Type,Flag indicating that the presence of excess asphalt on the surface is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_AC,BLEEDING_FLAG_EXP,Bleeding Outlier Type (Code Expansion),Flag indicating that the presence of excess asphalt on the surface is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_AC,POLISH_AGG_A_FLAG,Polished Aggregate Area Outlier Type,Flag indicating that the area of polished aggregate is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_AC,POLISH_AGG_A_FLAG_EXP,Polished Aggregate Area Outlier Type (Code Expansion),Flag indicating that the area of polished aggregate is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_AC,RAVELING_FLAG,Raveling Outlier Type,Flag indicating that the wearing away of the pavement surface caused by the dislodging of aggregate particles and loss of asphalt binder is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_AC,RAVELING_FLAG_EXP,Raveling Outlier Type (Code Expansion),Flag indicating that the wearing away of the pavement surface caused by the dislodging of aggregate particles and loss of asphalt binder is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_AC,PUMPING_NO_FLAG,Pumping Number Outlier Type,Flag indicating that the number of occurrences of water bleeding and pumping is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_AC,PUMPING_NO_FLAG_EXP,Pumping Number Outlier Type (Code Expansion),Flag indicating that the number of occurrences of water bleeding and pumping is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_AC,PUMPING_L_FLAG,Pumping Length Outlier Type,Flag indicating that the length of pavement affected by water bleeding and pumping is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_AC,PUMPING_L_FLAG_EXP,Pumping Length Outlier Type (Code Expansion),Flag indicating that the length of pavement affected by water bleeding and pumping is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_AC,LONGIGATOR_CRACKING_FLAG,Longigator Crack Area Outlier Type,Flag indicating the area of longigator cracking is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_AC,LONGIGATOR_CRACKING_FLAG_EXP,Longigator Crack Area Outlier Type (Code Expansion),Flag indicating the area of longigator cracking is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_AC,BLOCKVERSE_CRACKING_FLAG,Blockverse Crack Area Outlier Type,Flag indicating that the area of blockverse cracking is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_AC,BLOCKVERSE_CRACKING_FLAG_EXP,Blockverse Crack Area Outlier Type (Code Expansion),Flag indicating that the area of blockverse cracking is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_AC,PAVEMENT_FAMILY,Pavement Family,Code indicating pavement family assigned based on experiment design and layer structure of the pavement section.,,PAVEMENT_FAMILY,
ANALYSIS_DIS_AC,PAVEMENT_FAMILY_EXP,Pavement Family (Code Expansion),Code indicating pavement family assigned based on experiment design and layer structure of the pavement section. (Code Expansion),,,
ANALYSIS_DIS_CRCP,SHRP_ID,LTPP Section Identifier,Test section identification number assigned by LTPP program. Must be combined with STATE_CODE to be unique.,,,
ANALYSIS_DIS_CRCP,STATE_CODE,State Code,Numerical code for state or province. U.S. codes are consistent with Federal Information Processing Standards.,,STATE_PROVINCE,
ANALYSIS_DIS_CRCP,STATE_CODE_EXP,State Code (Code Expansion),Numerical code for state or province. U.S. codes are consistent with Federal Information Processing Standards. (Code Expansion),,,
ANALYSIS_DIS_CRCP,SURVEY_DATE,Survey Date,Date survey was performed.,,,
ANALYSIS_DIS_CRCP,CONSTRUCTION_NO,Construction Number,Event number used to relate changes in pavement structure with other time dependent data elements. This field is set to 1 when a test section is initially accepted into LTPP and is incremented with each change to the layer structure.,,,
ANALYSIS_DIS_CRCP,HPMS16_CRACKING_PERCENT_CRCP,2016 HPMS CRCP Cracking Percentage,"Percent of section cracked using 2016 HPMS Field Guide definitions. Includes punchouts, patching, and longitudinal cracking.",%,,Metric
ANALYSIS_DIS_CRCP,MEPDG_PUNCHOUTS_CRCP,MEPDG CRCP Punchouts,Number of punchouts per unit length using AASHTO MEPDG definitions.  Includes medium and high severity punchouts.,1/km,,Metric
ANALYSIS_DIS_CRCP,SURVEY_WIDTH,Survey Width,Width of pavement surveyed for distress measurements.,m,,Metric
ANALYSIS_DIS_CRCP,DURAB_CRACK_A,Durability Crack Area,Total area of durability cracking.,sq m,,Metric
ANALYSIS_DIS_CRCP,DURAB_CRACK_A_L,Low Severity Durability Crack Area,"Area of low severity durability (""D"") cracking.",sq m,,Metric
ANALYSIS_DIS_CRCP,DURAB_CRACK_A_M,Medium Severity Durability Crack Area,"Area of moderate severity durability (""D"") cracking.",sq m,,Metric
ANALYSIS_DIS_CRCP,DURAB_CRACK_A_H,High Severity Durability Crack Area,"Area of high severity durability (""D"") cracking.",sq m,,Metric
ANALYSIS_DIS_CRCP,DURAB_CRACK_NO,Durability Crack Number,Total number of areas affected by durability cracking.,,,
ANALYSIS_DIS_CRCP,DURAB_CRACK_NO_L,Low Severity Durability Crack Number,"Number of areas affected by low severity durability (""D"") cracking.",,,
ANALYSIS_DIS_CRCP,DURAB_CRACK_NO_M,Medium Severity Durability Crack Number,"Number of areas affected by moderate severity durability (""D"") cracking.",,,
ANALYSIS_DIS_CRCP,DURAB_CRACK_NO_H,High Severity Durability Crack Number,"Number of areas affected by high severity durability (""D"") cracking.",,,
