STATE_CODE,STATE_CODE_EXP,SHRP_ID,CONSTRUCTION_NO,SURVEY_DATE,HPMS16_CRACKING_PERCENT_AC,MEPDG_CRACKING_PERCENT_AC,MEPDG_TRANS_CRACK_LENGTH_AC,MEPDG_LONG_CRACK_LENGTH_AC,ME_PERCENT_WHEEL_PATH_CRACK,SURVEY_WIDTH,GATOR_CRACK_A,GATOR_CRACK_A_L,GATOR_CRACK_A_M,GATOR_CRACK_A_H,BLK_CRACK_A,BLK_CRACK_A_L,BLK_CRACK_A_M,BLK_CRACK_A_H,EDGE_CRACK_L,EDGE_CRACK_L_L,EDGE_CRACK_L_M,EDGE_CRACK_L_H,LONG_CRACK_WP_L,LONG_CRACK_WP_L_L,LONG_CRACK_WP_L_M,LONG_CRACK_WP_L_H,LONG_CRACK_NWP_L,LONG_CRACK_NWP_L_L,LONG_CRACK_NWP_L_M,LONG_CRACK_NWP_L_H,LONG_CRACK_WP_SEAL_L,LONG_CRACK_WP_SEAL_L_L,LONG_CRACK_WP_SEAL_L_M,LONG_CRACK_WP_SEAL_L_H,LONG_CRACK_NWP_SEAL_L,LONG_CRACK_NWP_SEAL_L_L,LONG_CRACK_NWP_SEAL_L_M,LONG_CRACK_NWP_SEAL_L_H,TRANS_CRACK_NO,TRANS_CRACK_NO_L,TRANS_CRACK_NO_M,TRANS_CRACK_NO_H,TRANS_CRACK_L,TRANS_CRACK_L_L,TRANS_CRACK_L_M,TRANS_CRACK_L_H,TRANS_CRACK_SEAL_L,TRANS_CRACK_SEAL_L_L,TRANS_CRACK_SEAL_L_M,TRANS_CRACK_SEAL_L_H,PATCH_NO,PATCH_NO_L,PATCH_NO_M,PATCH_NO_H,PATCH_A,PATCH_A_L,PATCH_A_M,PATCH_A_H,POTHOLES_NO,POTHOLES_NO_L,POTHOLES_NO_M,POTHOLES_NO_H,POTHOLES_A,POTHOLES_A_L,POTHOLES_A_M,POTHOLES_A_H,SHOVING_NO,SHOVING_A,BLEEDING,POLISH_AGG_A,RAVELING,PUMPING_NO,PUMPING_L,WP_LENGTH_CRACKED,TRANS_CRACK_L_GT183,LONGIGATOR_CRACKING,BLOCKVERSE_CRACKING,OTHER,HPMS16_CRACKING_PERCENT_AC_FLAG,HPMS16_CRACKING_PERCENT_AC_FLAG_EXP,MEPDG_CRACKING_PERCENT_AC_FLAG,MEPDG_CRACKING_PERCENT_AC_FLAG_EXP,MEPDG_TRANS_CRACK_LENGTH_AC_FLAG_EX,MEPDG_TRANS_CRACK_LENGTH_AC_FLAG,MEPDG_LONG_CRACK_LENGTH_AC_FLAG,MEPDG_LONG_CRACK_LENGTH_AC_FLAG_EXP,WP_LENGTH_CRACKED_FLAG,WP_LENGTH_CRACKED_FLAG_EXP,GATOR_CRACK_A_FLAG,GATOR_CRACK_A_FLAG_EXP,BLK_CRACK_A_FLAG_EXP,BLK_CRACK_A_FLAG,EDGE_CRACK_L_FLAG,EDGE_CRACK_L_FLAG_EXP,LONG_CRACK_WP_L_FLAG,LONG_CRACK_WP_L_FLAG_EXP,LONG_CRACK_WP_SEAL_L_FLAG,LONG_CRACK_WP_SEAL_L_FLAG_EXP,LONG_CRACK_NWP_L_FLAG,LONG_CRACK_NWP_L_FLAG_EXP,LONG_CRACK_NWP_SEAL_L_FLAG_EXP,LONG_CRACK_NWP_SEAL_L_FLAG,TRANS_CRACK_NO_FLAG,TRANS_CRACK_NO_FLAG_EXP,TRANS_CRACK_L_FLAG,TRANS_CRACK_L_FLAG_EXP,TRANS_CRACK_SEAL_L_FLAG,TRANS_CRACK_SEAL_L_FLAG_EXP,PATCH_NO_FLAG_EXP,PATCH_NO_FLAG,PATCH_A_FLAG,PATCH_A_FLAG_EXP,POTHOLES_NO_FLAG,POTHOLES_NO_FLAG_EXP,POTHOLES_A_FLAG,POTHOLES_A_FLAG_EXP,SHOVING_NO_FLAG,SHOVING_NO_FLAG_EXP,SHOVING_A_FLAG_EXP,SHOVING_A_FLAG,BLEEDING_FLAG,BLEEDING_FLAG_EXP,POLISH_AGG_A_FLAG,POLISH_AGG_A_FLAG_EXP,RAVELING_FLAG,RAVELING_FLAG_EXP,PUMPING_NO_FLAG,PUMPING_NO_FLAG_EXP,PUMPING_L_FLAG,PUMPING_L_FLAG_EXP,LONGIGATOR_CRACKING_FLAG,LONGIGATOR_CRACKING_FLAG_EXP,BLOCKVERSE_CRACKING_FLAG,BLOCKVERSE_CRACKING_FLAG_EXP,PAVEMENT_FAMILY,PAVEMENT_FAMILY_EXP
4,Arizona,1024,4,Mon Aug 21 1995 20:00:00 GMT-0400 (Eastern Daylight Time),7,0,80.2,506.9,4,3.700000047683716,0,0,0,0,0,0,0,0,0,0,0,0,38.599998474121094,38.599998474121094,0,0,8,8,0,0,38.599998474121094,38.599998474121094,0,0,8,8,0,0,4,4,0,0,6.099999904632568,6.099999904632568,0,0,6.099999904632568,6.099999904632568,0,0,2,1,0,1,0.800000011920929,0.10000000149011612,0,0.699999988079071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.599998474121094,2.200000047683716,38.599998474121094,6.099999904632568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1024,4,Wed Nov 08 1995 19:00:00 GMT-0500 (Eastern Standard Time),6,0,115.6,437.2,4,3.700000047683716,0,0,0,0,0,0,0,0,0,0,0,0,33.29999923706055,33.29999923706055,0,0,2.700000047683716,2.700000047683716,0,0,33.29999923706055,33.29999923706055,0,0,2.700000047683716,2.700000047683716,0,0,7,7,0,0,8.800000190734863,8.800000190734863,0,0,8.800000190734863,8.800000190734863,0,0,2,1,0,1,0.8999999761581421,0.20000000298023224,0,0.699999988079071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.29999923706055,2.4000000953674316,33.29999923706055,8.800000190734863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1024,4,Wed Feb 07 1996 19:00:00 GMT-0500 (Eastern Standard Time),3,0,91.9,245.6,2,3.799999952316284,0,0,0,0,0,0,0,0,0,0,0,0,18.700000762939453,18.700000762939453,0,0,29.5,13.199999809265137,3.299999952316284,13,18.700000762939453,18.700000762939453,0,0,23.600000381469727,12.800000190734863,3.299999952316284,7.5,5,5,0,0,7,7,0,0,7,7,0,0,2,1,0,1,0.800000011920929,0.10000000149011612,0,0.699999988079071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.700000762939453,2.200000047683716,18.700000762939453,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1024,4,Wed Apr 03 1996 19:00:00 GMT-0500 (Eastern Standard Time),6,0,91.9,408.4,4,3.799999952316284,0.6000000238418579,0.6000000238418579,0,0,0,0,0,0,0,0,0,0,31.100000381469727,24.100000381469727,0,7,29.600000381469727,13.199999809265137,3.4000000953674316,13,31.100000381469727,24.100000381469727,0,7,11.800000190734863,8.399999618530273,3.4000000953674316,0,5,5,0,0,7,7,0,0,7,7,0,0,2,1,0,1,0.800000011920929,0.10000000149011612,0,0.699999988079071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,2.5,31.700000762939453,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1024,4,Wed Aug 14 1996 20:00:00 GMT-0400 (Eastern Daylight Time),8,3,0,204.1,5,3.799999952316284,15,15,0,0,0,0,0,0,0,0,0,0,17.899999618530273,17.899999618530273,0,0,3.299999952316284,3.299999952316284,0,0,13.199999809265137,13.199999809265137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0.8999999761581421,0.10000000149011612,0,0.800000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.900001525878906,0,32.900001525878906,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1024,4,Wed Jun 12 1996 20:00:00 GMT-0400 (Eastern Daylight Time),7,2,0,204.8,4,3.799999952316284,11,11,0,0,0,0,0,0,0,0,0,0,18,18,0,0,3.299999952316284,3.299999952316284,0,0,13.199999809265137,13.199999809265137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0.8999999761581421,0.10000000149011612,0,0.800000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,29,0,,,,,,,,,,,,,,,,,,,,C,Unexplained trend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1024,6,Wed Jan 14 1998 19:00:00 GMT-0500 (Eastern Standard Time),8,0,80.2,607.9,5,3.700000047683716,0,0,0,0,0,0,0,0,0,0,0,0,46.29999923706055,46.29999923706055,0,0,8,8,0,0,46.29999923706055,46.29999923706055,0,0,8,8,0,0,4,4,0,0,6.099999904632568,6.099999904632568,0,0,6.099999904632568,6.099999904632568,0,0,4,3,0,1,1.5,0.699999988079071,0,0.800000011920929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.29999923706055,2.200000047683716,46.29999923706055,6.099999904632568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1024,7,Sun Jun 14 1998 20:00:00 GMT-0400 (Eastern Daylight Time),28,15,83.9,190.4,17,3.700000047683716,85,0,36.900001525878906,48.099998474121094,0,0,0,0,0,0,0,0,16.299999237060547,15,0,1.2999999523162842,12,12,0,0,12.699999809265137,11.399999618530273,0,1.2999999523162842,9.199999809265137,9.199999809265137,0,0,4,4,0,0,6.400000095367432,6.400000095367432,0,0,6.400000095367432,6.400000095367432,0,0,4,3,0,1,1.5,0.699999988079071,0,0.800000011920929,0,0,0,0,0,0,0,0,0,0,,,,0,0,157.5,5.199999809265137,101.30000305175781,6.400000095367432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1024,7,Tue Apr 21 1998 20:00:00 GMT-0400 (Eastern Daylight Time),30,15,83.9,187.8,18,3.700000047683716,85,0,37,48,0,0,0,0,0,0,0,0,16.100000381469727,15,0,1.100000023841858,12,12,0,0,12.5,11.399999618530273,0,1.100000023841858,9.199999809265137,9.199999809265137,0,0,4,4,0,0,6.400000095367432,6.400000095367432,0,0,6.400000095367432,6.400000095367432,0,0,4,3,0,1,1.5,0.699999988079071,0,0.800000011920929,0,0,0,0,0,0,0,0,0,0,,,,0,0,167.10000610351562,4.800000190734863,101.0999984741211,6.400000095367432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1024,7,Sun Oct 25 1998 19:00:00 GMT-0500 (Eastern Standard Time),30,15,83.9,191,18,3.700000047683716,86.5,0,38.5,48,0,0,0,0,0,0,0,0,16.399999618530273,15.300000190734863,0,1.100000023841858,12.300000190734863,12.300000190734863,0,0,12.699999809265137,11.600000381469727,0,1.100000023841858,9.199999809265137,9.199999809265137,0,0,4,4,0,0,6.400000095367432,6.400000095367432,0,0,6.400000095367432,6.400000095367432,0,0,4,3,0,1,1.5,0.699999988079071,0,0.800000011920929,0,0,0,0,0,0,0,0,0,0,,,,0,0,170.39999389648438,5.199999809265137,102.9000015258789,6.400000095367432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1024,8,Wed Feb 10 2021 19:00:00 GMT-0500 (Eastern Standard Time),18,5,433.4,0,11,3.799999952316284,27.700000762939453,0.800000011920929,4,22.899999618530273,0,0,0,0,0,0,0,0,0,0,0,0,328.70001220703125,1,40.900001525878906,286.79998779296875,0,0,0,0,0,0,0,0,102,17,67,18,66,7.900000095367432,45.79999923706055,12.300000190734863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,36.70000076293945,106,6.300000190734863,27.700000762939453,66,BOTH LONGITUDINAL JOINTS DAMAGED. CHIP SEAL LOOKING MATERIAL LANE AND SHOULDER.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1024,8,Wed Feb 27 2019 19:00:00 GMT-0500 (Eastern Standard Time),18,5,378.2,4.5,11,3.799999952316284,26.299999237060547,12.5,2.200000047683716,11.600000381469727,0,0,0,0,0,0,0,0,0.699999988079071,0.699999988079071,0,0,320.8999938964844,18,224.3000030517578,78.5999984741211,0,0,0,0,0,0,0,0,97,93,4,0,57.599998474121094,53.5,4.099999904632568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,36.5,106.5,4,27,57.599998474121094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1024,8,Sun Jan 29 2017 19:00:00 GMT-0500 (Eastern Standard Time),17,4,189.1,4.5,11,3.799999952316284,25.399999618530273,13.800000190734863,1.2999999523162842,10.300000190734863,0,0,0,0,0,0,0,0,0.699999988079071,0.699999988079071,0,0,310.5,25.5,229.6999969482422,55.29999923706055,0,0,0,0,0,0,0,0,60,58,2,0,28.799999237060547,26.5,2.299999952316284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,39.900001525878906,101.0999984741211,0,26.100000381469727,28.799999237060547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1024,8,Wed Nov 05 2014 19:00:00 GMT-0500 (Eastern Standard Time),14,3,62.3,0,8,3.799999952316284,18.600000381469727,9,0.8999999761581421,8.699999809265137,0,0,0,0,0,0,0,0,0,0,0,0,306,59.79999923706055,246.1999969482422,0,0,0,0,0,0,0,0,0,13,13,0,0,9.5,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,32.900001525878906,80.5,2,18.600000381469727,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1024,8,Tue Feb 07 2012 19:00:00 GMT-0500 (Eastern Standard Time),12,2,7.2,0,7,3.700000047683716,13.600000381469727,12.899999618530273,0,0.699999988079071,0,0,0,0,0,0,0,0,0,0,0,0,303.1000061035156,128.5,174.60000610351562,0,0,0,0,0,0,0,0,0,2,1,1,0,1.100000023841858,0.4000000059604645,0.699999988079071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.4000000953674316,65.69999694824219,0,13.600000381469727,1.100000023841858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1024,8,Tue Jan 14 2003 19:00:00 GMT-0500 (Eastern Standard Time),0,0,0,0,0,3.700000047683716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1024,8,Tue Jan 25 2000 19:00:00 GMT-0500 (Eastern Standard Time),0,0,0,0,0,3.700000047683716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,C,Unexplained trend,,,,,,,C,Unexplained trend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1024,8,Tue Apr 19 2005 20:00:00 GMT-0400 (Eastern Daylight Time),0,0,0,0,0,3.799999952316284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.800000190734863,6.800000190734863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1024,8,Wed Jan 06 2010 19:00:00 GMT-0500 (Eastern Standard Time),10,3,0,0,6,3.799999952316284,14.5,13.600000381469727,0,0.8999999761581421,0,0,0,0,0,0,0,0,0,0,0,0,294,159.1999969482422,134.8000030517578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.200000047683716,56.70000076293945,0,14.5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1024,8,Mon Jan 15 2007 19:00:00 GMT-0500 (Eastern Standard Time),6,1,0,0,3,3.700000047683716,8.399999618530273,7.900000095367432,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,196.89999389648438,196.89999389648438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.7999999523162842,31.399999618530273,0,8.399999618530273,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1025,3,Mon May 06 1996 20:00:00 GMT-0400 (Eastern Daylight Time),2,2,4,0,1,3.700000047683716,8.600000381469727,0,0,8.600000381469727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.6000000238418579,0.6000000238418579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.60000610351562,0,0,0,0,8.600000381469727,0,8.600000381469727,0.6000000238418579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1025,4,Tue Dec 01 1998 19:00:00 GMT-0500 (Eastern Standard Time),0,0,78.8,0,0,3.799999952316284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.100000381469727,9.100000381469727,0,0,0,0,0,0,0,0,0,0,24,24,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,12,SECTION EXHIBITING 116.4M OF BLEEDING BUT WAS NOT RATED DUE TO FOG SEAL SURFACE.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1025,5,Wed Apr 20 2005 20:00:00 GMT-0400 (Eastern Daylight Time),0,0,0,0,0,3.799999952316284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.30000305175781,73.5999984741211,42.900001525878906,6.800000190734863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1025,5,Tue Jan 16 2007 19:00:00 GMT-0500 (Eastern Standard Time),0,0,0,0,0,3.799999952316284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249.8000030517578,155.39999389648438,53.099998474121094,41.29999923706055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1025,5,Wed Jan 26 2000 19:00:00 GMT-0500 (Eastern Standard Time),0,0,0,0,0,3.700000047683716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1025,5,Wed Jan 15 2003 19:00:00 GMT-0500 (Eastern Standard Time),0,0,0,0,0,3.700000047683716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.20000076293945,3.0999999046325684,38.099998474121094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1025,6,Wed Feb 08 2012 19:00:00 GMT-0500 (Eastern Standard Time),1,0,29.6,0,0,3.700000047683716,0.20000000298023224,0.20000000298023224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258.20001220703125,43.900001525878906,150.8000030517578,63.5,0,0,0,0,0,0,0,0,8,8,0,0,4.5,4.5,0,0,0,0,0,0,1,0,0,1,137.60000610351562,0,0,137.60000610351562,0,0,0,0,0,0,0,0,0,0,0,0,0,2,38.20000076293945,0.699999988079071,0,0.20000000298023224,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1025,6,Sun Nov 02 2014 19:00:00 GMT-0500 (Eastern Standard Time),2,2,62.3,0,1,3.700000047683716,10.5,0,2.799999952316284,7.699999809265137,0,0,0,0,0,0,0,0,0,0,0,0,259.79998779296875,2.9000000953674316,141.8000030517578,115.0999984741211,0,0,0,0,0,0,0,0,11,8,3,0,9.5,6.400000095367432,3.0999999046325684,0,0,0,0,0,1,0,0,1,138,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,425.8999938964844,6,9.5,9.800000190734863,0,10.5,9.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,Unexplained trend,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1025,7,Mon Jan 30 2017 19:00:00 GMT-0500 (Eastern Standard Time),2,2,211.5,3.2,1,3.700000047683716,10.300000190734863,0.10000000149011612,1,9.199999809265137,0,0,0,0,0,0,0,0,0.5,0,0.5,0,231.1999969482422,0,68.5,162.6999969482422,0,0,0,0,0,0,0,0,32,30,2,0,32.20000076293945,14.899999618530273,17.299999237060547,0,0,0,0,0,7,0,0,7,161.10000610351562,0,0,161.10000610351562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5,0,10.800000190734863,32.20000076293945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1034,2,Thu Apr 04 1996 19:00:00 GMT-0500 (Eastern Standard Time),44,67,405.7,0,27,4,405.79998779296875,0,0,405.79998779296875,0,0,0,0,0,0,0,0,0,0,0,0,20.200000762939453,0,20.200000762939453,0,0,0,0,0,0,0,0,0,47,2,36,9,61.79999923706055,2.299999952316284,46.20000076293945,13.300000190734863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270.29998779296875,25.600000381469727,405.79998779296875,61.79999923706055,SECTION EXHIBITING 305M OF BLEEDING BUT WAS NOT RATED DUE TO SURFACE TREATMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1034,3,Sun Jul 14 1996 20:00:00 GMT-0400 (Eastern Daylight Time),43,46,44.7,0,26,3.700000047683716,261,112.9000015258789,0,148.10000610351562,282.79998779296875,282.79998779296875,0,0,0,0,0,0,0,0,0,0,2.5999999046325684,2.5999999046325684,0,0,0,0,0,0,0,0,0,0,7,7,0,0,6.800000190734863,6.800000190734863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,244,0,261,289.6000061035156,SECTION EXHIBITING BLEEDING BUT WAS NOT RATED DUE TO SURFACE TREATMENT.,,,C,Unexplained trend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1034,4,Thu Dec 03 1998 19:00:00 GMT-0500 (Eastern Standard Time),47,27,472.6,148.9,29,3.799999952316284,154.60000610351562,58.5,72.19999694824219,23.899999618530273,113,0,113,0,0,0,0,0,22.700000762939453,16.200000762939453,0,6.5,11.199999809265137,11.199999809265137,0,0,0,0,0,0,0,0,0,0,63,29,21,13,72,34.099998474121094,25.100000381469727,12.800000190734863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.70001220703125,12.800000190734863,177.3000030517578,185,SECTION EXHIBITING BLEEDING BUT WAS NOT RATED DUE TO SURFACE TREATMENT.,,,C,Unexplained trend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
4,Arizona,1034,4,Mon May 07 2001 20:00:00 GMT-0400 (Eastern Daylight Time),52,35,587.6,171.3,32,3.799999952316284,203,79.5,99.80000305175781,23.700000762939453,114.80000305175781,0,114.80000305175781,0,0,0,0,0,26.100000381469727,17.799999237060547,2.799999952316284,5.5,39.900001525878906,13.600000381469727,20.799999237060547,5.5,0,0,0,0,0,0,0,0,94,47,31,16,89.5,43.5,32,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,17.200000762939453,229.10000610351562,204.3000030517578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ACUB,Asphalt concrete over unbound base/subgrade
