STATE_CODE,STATE_CODE_EXP,SHRP_ID,LAYER_NO,CONSTRUCTION_NO,TEST_TEMPERATURE,MATL_PROPERTY,PROPERTY_MINIMUM,PROPERTY_MAXIMUM,PROPERTY_MEDIAN,PROPERTY_AVERAGE,PROPERTY_STANDARD_DEVIATION,PROPERTY_COEFF_VARIATION,REP_CODE_SOURCE_VARIABILITY,REP_CODE_SOURCE_VARIABILITY_EXP
4,Arizona,1024,6,8,-10,CREEP_COMP_100_SEC,0.145,0.155,0.15,0.15,0.00707107,0.04714045,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1025,3,5,5,CREEP_COMP_100_SEC,0.321,0.394,0.3575,0.3575,0.0516188,0.14438824,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1025,3,5,5,CREEP_COMP_20_SEC,0.177,0.202,0.1895,0.1895,0.01767767,0.09328586,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1025,3,5,25,CREEP_COMP_20_SEC,2.032,2.179,2.1055,2.1055,0.1039447,0.04936818,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1025,3,5,5,CREEP_COMP_10_SEC,0.144,0.16,0.152,0.152,0.01131371,0.07443229,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1025,3,5,25,CREEP_COMP_10_SEC,1.498,1.643,1.5705,1.5705,0.10253048,0.06528525,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1025,3,5,5,CREEP_COMP_5_SEC,0.115,0.128,0.1215,0.1215,0.00919239,0.07565752,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1025,3,5,25,CREEP_COMP_5_SEC,1.078,1.224,1.151,1.151,0.10323759,0.08969382,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1025,3,5,5,CREEP_COMP_2_SEC,0.09,0.099,0.0945,0.0945,0.00636396,0.0673435,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1025,3,5,5,CREEP_COMP_1_SEC,0.076,0.082,0.079,0.079,0.00424264,0.05370431,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1025,3,5,5,CREEP_COMP_50_SEC,0.25,0.293,0.2715,0.2715,0.03040559,0.11199113,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1025,3,5,-10,CREEP_COMP_50_SEC,0.055,0.069,0.062,0.062,0.00989949,0.15966927,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1025,3,5,25,CREEP_COMP_100_SEC,3.87,4.189,4.0295,4.0295,0.22556706,0.05597892,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1025,3,5,-10,CREEP_COMP_100_SEC,0.063,0.078,0.0705,0.0705,0.0106066,0.15044825,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1025,3,5,-10,CREEP_COMP_20_SEC,0.047,0.063,0.055,0.055,0.01131371,0.20570379,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1025,3,5,-10,CREEP_COMP_10_SEC,0.043,0.059,0.051,0.051,0.01131371,0.22183742,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1025,3,5,-10,CREEP_COMP_5_SEC,0.04,0.055,0.0475,0.0475,0.0106066,0.22329688,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1025,3,5,25,CREEP_COMP_2_SEC,0.662,0.788,0.725,0.725,0.08909545,0.12289028,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1025,3,5,-10,CREEP_COMP_2_SEC,0.036,0.051,0.0435,0.0435,0.0106066,0.24382992,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1025,3,5,25,CREEP_COMP_1_SEC,0.467,0.566,0.5165,0.5165,0.07000357,0.1355345,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1025,3,5,-10,CREEP_COMP_1_SEC,0.033,0.046,0.0395,0.0395,0.00919239,0.23271869,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1025,3,5,25,CREEP_COMP_50_SEC,3.036,3.099,3.0675,3.0675,0.04454773,0.01452249,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1025,6,5,-10,CREEP_COMP_20_SEC,0.079,0.084,0.0815,0.0815,0.00353553,0.04338078,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1025,6,5,-10,CREEP_COMP_50_SEC,0.092,0.098,0.095,0.095,0.00424264,0.04465938,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1025,6,5,25,CREEP_COMP_50_SEC,1.828,2.592,2.21,2.21,0.54022958,0.24444777,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1025,6,5,25,CREEP_COMP_20_SEC,1.246,1.82,1.533,1.533,0.40587929,0.26476144,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1025,6,5,25,CREEP_COMP_5_SEC,0.716,1.067,0.8915,0.8915,0.24819448,0.27840099,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1025,6,5,-10,CREEP_COMP_10_SEC,0.071,0.075,0.073,0.073,0.00282843,0.03874558,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1025,6,5,5,CREEP_COMP_5_SEC,0.161,0.164,0.1625,0.1625,0.00212132,0.01305428,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1025,6,5,25,CREEP_COMP_100_SEC,2.413,3.402,2.9075,2.9075,0.69932861,0.24052575,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1025,6,5,25,CREEP_COMP_10_SEC,0.949,1.372,1.1605,1.1605,0.29910617,0.25773905,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1025,6,5,-10,CREEP_COMP_5_SEC,0.065,0.068,0.0665,0.0665,0.00212132,0.03189955,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1025,6,5,5,CREEP_COMP_2_SEC,0.131,0.134,0.1325,0.1325,0.00212132,0.01600996,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1025,6,5,25,CREEP_COMP_2_SEC,0.498,0.691,0.5945,0.5945,0.13647161,0.22955695,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1025,6,5,5,CREEP_COMP_1_SEC,0.112,0.116,0.114,0.114,0.00282843,0.02481076,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1025,6,5,-10,CREEP_COMP_2_SEC,0.056,0.061,0.0585,0.0585,0.00353553,0.06043648,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1025,6,5,5,CREEP_COMP_20_SEC,0.224,0.244,0.234,0.234,0.01414214,0.06043648,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1025,6,5,-10,CREEP_COMP_100_SEC,0.109,0.113,0.111,0.111,0.00282843,0.02548133,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1025,6,5,25,CREEP_COMP_1_SEC,0.381,0.54,0.4605,0.4605,0.11242998,0.24414762,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1025,6,5,-10,CREEP_COMP_1_SEC,0.049,0.055,0.052,0.052,0.00424264,0.08158924,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1025,6,5,5,CREEP_COMP_100_SEC,0.359,0.402,0.3805,0.3805,0.03040559,0.07990957,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1025,6,5,5,CREEP_COMP_50_SEC,0.286,0.321,0.3035,0.3035,0.02474874,0.08154444,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1025,6,5,5,CREEP_COMP_10_SEC,0.186,0.197,0.1915,0.1915,0.00777817,0.0406171,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1034,3,5,-10,CREEP_COMP_1_SEC,0.039,0.048,0.0435,0.0435,0.00636396,0.14629795,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1034,3,5,5,CREEP_COMP_20_SEC,0.096,0.102,0.099,0.099,0.00424264,0.04285496,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1034,3,5,-10,CREEP_COMP_2_SEC,0.041,0.052,0.0465,0.0465,0.00777817,0.16727257,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1034,3,5,25,CREEP_COMP_2_SEC,0.135,0.16,0.1475,0.1475,0.01767767,0.11984861,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1034,3,5,-10,CREEP_COMP_5_SEC,0.043,0.055,0.049,0.049,0.00848528,0.17316901,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1034,3,5,25,CREEP_COMP_5_SEC,0.164,0.193,0.1785,0.1785,0.0205061,0.11488009,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1034,3,5,-10,CREEP_COMP_10_SEC,0.046,0.057,0.0515,0.0515,0.00777817,0.15103252,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1034,3,5,25,CREEP_COMP_10_SEC,0.192,0.222,0.207,0.207,0.0212132,0.10247924,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1034,3,5,-10,CREEP_COMP_100_SEC,0.06,0.073,0.0665,0.0665,0.00919239,0.1382314,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1034,3,5,-10,CREEP_COMP_50_SEC,0.054,0.067,0.0605,0.0605,0.00919239,0.1519403,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1034,3,5,-10,CREEP_COMP_20_SEC,0.048,0.062,0.055,0.055,0.00989949,0.17999082,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1034,3,5,5,CREEP_COMP_1_SEC,0.067,0.072,0.0695,0.0695,0.00353553,0.05087099,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1034,3,5,5,CREEP_COMP_2_SEC,0.074,0.077,0.0755,0.0755,0.00212132,0.02809696,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1034,3,5,5,CREEP_COMP_5_SEC,0.082,0.087,0.0845,0.0845,0.00353553,0.04184064,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1034,3,5,5,CREEP_COMP_10_SEC,0.087,0.095,0.091,0.091,0.00565685,0.06216323,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1034,3,5,25,CREEP_COMP_100_SEC,0.372,0.382,0.377,0.377,0.00707107,0.01875615,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1034,3,5,5,CREEP_COMP_100_SEC,0.121,0.134,0.1275,0.1275,0.00919239,0.07209716,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1034,3,5,25,CREEP_COMP_50_SEC,0.298,0.313,0.3055,0.3055,0.0106066,0.03471883,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1034,3,5,5,CREEP_COMP_50_SEC,0.108,0.118,0.113,0.113,0.00707107,0.06257582,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1034,3,5,25,CREEP_COMP_20_SEC,0.229,0.256,0.2425,0.2425,0.01909188,0.07872941,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1034,3,5,25,CREEP_COMP_1_SEC,0.115,0.136,0.1255,0.1255,0.01484924,0.11832066,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1062,4,5,-10,CREEP_COMP_1_SEC,0.061,0.084,0.0725,0.0725,0.01626346,0.22432353,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1062,4,5,25,CREEP_COMP_1_SEC,0.299,0.468,0.3835,0.3835,0.11950105,0.31160638,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1062,4,5,5,CREEP_COMP_1_SEC,0.108,0.144,0.126,0.126,0.02545584,0.20203051,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1062,4,5,-10,CREEP_COMP_2_SEC,0.068,0.095,0.0815,0.0815,0.01909188,0.23425623,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1062,4,5,25,CREEP_COMP_2_SEC,0.374,0.608,0.491,0.491,0.16546299,0.33699183,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1062,4,5,5,CREEP_COMP_2_SEC,0.121,0.174,0.1475,0.1475,0.03747666,0.25407905,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1062,4,5,-10,CREEP_COMP_5_SEC,0.074,0.106,0.09,0.09,0.02262742,0.25141574,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1062,4,5,25,CREEP_COMP_5_SEC,0.515,0.849,0.682,0.682,0.23617366,0.3462957,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1062,4,5,5,CREEP_COMP_5_SEC,0.143,0.215,0.179,0.179,0.05091169,0.28442284,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1062,4,5,-10,CREEP_COMP_10_SEC,0.081,0.121,0.101,0.101,0.02828427,0.28004229,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1062,4,5,25,CREEP_COMP_10_SEC,0.67,1.124,0.897,0.897,0.32102648,0.35788905,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1062,4,5,5,CREEP_COMP_10_SEC,0.163,0.253,0.208,0.208,0.06363961,0.30595966,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1062,4,5,-10,CREEP_COMP_20_SEC,0.088,0.134,0.111,0.111,0.03252691,0.29303524,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1062,4,5,25,CREEP_COMP_20_SEC,0.852,1.464,1.158,1.158,0.43274935,0.3737041,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1062,4,5,5,CREEP_COMP_20_SEC,0.187,0.302,0.2445,0.2445,0.08131728,0.33258601,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1062,4,5,-10,CREEP_COMP_100_SEC,0.118,0.211,0.1645,0.1645,0.06576093,0.3997625,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1062,4,5,25,CREEP_COMP_100_SEC,1.552,2.845,2.1985,2.1985,0.91428907,0.41586949,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1062,4,5,5,CREEP_COMP_100_SEC,0.284,0.483,0.3835,0.3835,0.14071425,0.36692112,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1062,4,5,-10,CREEP_COMP_50_SEC,0.102,0.169,0.1355,0.1355,0.04737615,0.34963952,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1062,4,5,25,CREEP_COMP_50_SEC,1.205,2.118,1.6615,1.6615,0.64558849,0.38855762,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1062,4,5,5,CREEP_COMP_50_SEC,0.234,0.39,0.312,0.312,0.11030866,0.35355339,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1065,4,6,-10,CREEP_COMP_1_SEC,0.052,0.065,0.0585,0.0585,0.00919239,0.15713484,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1065,4,6,5,CREEP_COMP_1_SEC,0.069,0.086,0.0775,0.0775,0.01202082,0.15510729,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1065,4,6,5,CREEP_COMP_50_SEC,0.179,0.188,0.1835,0.1835,0.00636396,0.03468099,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1065,4,6,25,CREEP_COMP_50_SEC,1.174,1.188,1.181,1.181,0.00989949,0.0083823,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1065,4,6,5,CREEP_COMP_100_SEC,0.217,0.226,0.2215,0.2215,0.00636396,0.0287312,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1065,4,6,25,CREEP_COMP_100_SEC,1.513,1.519,1.516,1.516,0.00424264,0.00279858,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1065,4,6,5,CREEP_COMP_20_SEC,0.137,0.154,0.1455,0.1455,0.01202082,0.08261729,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1065,4,6,25,CREEP_COMP_20_SEC,0.883,0.884,0.8835,0.8835,0.00070711,0.00080035,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1065,4,6,25,CREEP_COMP_10_SEC,0.702,0.713,0.7075,0.7075,0.00777817,0.01099389,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1065,4,6,25,CREEP_COMP_5_SEC,0.544,0.568,0.556,0.556,0.01697056,0.03052259,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1065,4,6,25,CREEP_COMP_2_SEC,0.389,0.415,0.402,0.402,0.01838478,0.04573327,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1065,4,6,25,CREEP_COMP_1_SEC,0.309,0.327,0.318,0.318,0.01272792,0.04002491,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,1065,4,6,-10,CREEP_COMP_50_SEC,0.084,0.103,0.0935,0.0935,0.01343503,0.14369015,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1065,4,6,-10,CREEP_COMP_100_SEC,0.093,0.114,0.1035,0.1035,0.01484924,0.14347094,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1065,4,6,-10,CREEP_COMP_20_SEC,0.074,0.091,0.0825,0.0825,0.01202082,0.14570685,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1065,4,6,5,CREEP_COMP_10_SEC,0.115,0.134,0.1245,0.1245,0.01343503,0.10791188,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1065,4,6,-10,CREEP_COMP_10_SEC,0.068,0.083,0.0755,0.0755,0.0106066,0.14048479,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1065,4,6,5,CREEP_COMP_5_SEC,0.098,0.116,0.107,0.107,0.01272792,0.11895254,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1065,4,6,-10,CREEP_COMP_5_SEC,0.064,0.079,0.0715,0.0715,0.0106066,0.14834408,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1065,4,6,5,CREEP_COMP_2_SEC,0.082,0.098,0.09,0.09,0.01131371,0.12570787,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,1065,4,6,-10,CREEP_COMP_2_SEC,0.057,0.072,0.0645,0.0645,0.0106066,0.16444344,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,6060,3,5,-10,CREEP_COMP_100_SEC,0.107,0.107,0.107,0.107,,,AS,Representative property from a single measurement.
4,Arizona,6060,3,5,5,CREEP_COMP_20_SEC,0.161,0.161,0.161,0.161,,,AS,Representative property from a single measurement.
4,Arizona,6060,3,5,25,CREEP_COMP_1_SEC,0.195,0.195,0.195,0.195,,,AS,Representative property from a single measurement.
4,Arizona,6060,3,5,5,CREEP_COMP_1_SEC,0.121,0.121,0.121,0.121,,,AS,Representative property from a single measurement.
4,Arizona,6060,3,5,-10,CREEP_COMP_20_SEC,0.096,0.096,0.096,0.096,,,AS,Representative property from a single measurement.
4,Arizona,6060,3,5,5,CREEP_COMP_50_SEC,0.177,0.177,0.177,0.177,,,AS,Representative property from a single measurement.
4,Arizona,6060,3,5,-10,CREEP_COMP_2_SEC,0.083,0.083,0.083,0.083,,,AS,Representative property from a single measurement.
4,Arizona,6060,3,5,25,CREEP_COMP_2_SEC,0.217,0.217,0.217,0.217,,,AS,Representative property from a single measurement.
4,Arizona,6060,3,5,25,CREEP_COMP_50_SEC,0.432,0.432,0.432,0.432,,,AS,Representative property from a single measurement.
4,Arizona,6060,3,5,25,CREEP_COMP_10_SEC,0.297,0.297,0.297,0.297,,,AS,Representative property from a single measurement.
4,Arizona,6060,3,5,5,CREEP_COMP_2_SEC,0.129,0.129,0.129,0.129,,,AS,Representative property from a single measurement.
4,Arizona,6060,3,5,-10,CREEP_COMP_5_SEC,0.088,0.088,0.088,0.088,,,AS,Representative property from a single measurement.
4,Arizona,6060,3,5,-10,CREEP_COMP_50_SEC,0.1,0.1,0.1,0.1,,,AS,Representative property from a single measurement.
4,Arizona,6060,3,5,5,CREEP_COMP_100_SEC,0.194,0.194,0.194,0.194,,,AS,Representative property from a single measurement.
4,Arizona,6060,3,5,25,CREEP_COMP_5_SEC,0.265,0.265,0.265,0.265,,,AS,Representative property from a single measurement.
4,Arizona,6060,3,5,5,CREEP_COMP_10_SEC,0.151,0.151,0.151,0.151,,,AS,Representative property from a single measurement.
4,Arizona,6060,3,5,25,CREEP_COMP_100_SEC,0.503,0.503,0.503,0.503,,,AS,Representative property from a single measurement.
4,Arizona,6060,3,5,5,CREEP_COMP_5_SEC,0.14,0.14,0.14,0.14,,,AS,Representative property from a single measurement.
4,Arizona,6060,3,5,-10,CREEP_COMP_10_SEC,0.091,0.091,0.091,0.091,,,AS,Representative property from a single measurement.
4,Arizona,6060,3,5,-10,CREEP_COMP_1_SEC,0.079,0.079,0.079,0.079,,,AS,Representative property from a single measurement.
4,Arizona,6060,3,5,25,CREEP_COMP_20_SEC,0.35,0.35,0.35,0.35,,,AS,Representative property from a single measurement.
4,Arizona,6060,7,5,-10,CREEP_COMP_1_SEC,0.032,0.043,0.0375,0.0375,0.00777817,0.20741799,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,6060,7,5,5,CREEP_COMP_1_SEC,0.052,0.06,0.056,0.056,0.00565685,0.10101525,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,6060,7,5,-10,CREEP_COMP_2_SEC,0.044,0.054,0.049,0.049,0.00707107,0.14430751,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,6060,7,5,5,CREEP_COMP_2_SEC,0.056,0.065,0.0605,0.0605,0.00636396,0.10518944,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,6060,7,5,-10,CREEP_COMP_5_SEC,0.046,0.058,0.052,0.052,0.00848528,0.16317849,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,6060,7,5,5,CREEP_COMP_5_SEC,0.063,0.075,0.069,0.069,0.00848528,0.12297509,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,6060,7,5,-10,CREEP_COMP_10_SEC,0.048,0.06,0.054,0.054,0.00848528,0.15713484,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,6060,7,5,5,CREEP_COMP_10_SEC,0.071,0.084,0.0775,0.0775,0.00919239,0.11861146,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,6060,7,5,-10,CREEP_COMP_100_SEC,0.055,0.071,0.063,0.063,0.01131371,0.17958267,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,6060,7,5,5,CREEP_COMP_100_SEC,0.111,0.14,0.1255,0.1255,0.0205061,0.16339519,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
4,Arizona,6060,7,5,25,CREEP_COMP_20_SEC,0.747,0.802,0.7745,0.7745,0.03889087,0.05021417,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,6060,7,5,25,CREEP_COMP_50_SEC,1.174,1.267,1.2205,1.2205,0.06576093,0.05388032,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,6060,7,5,25,CREEP_COMP_100_SEC,1.752,1.801,1.7765,1.7765,0.03464823,0.01950365,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,6060,7,5,25,CREEP_COMP_10_SEC,0.535,0.574,0.5545,0.5545,0.02757716,0.04973339,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,6060,7,5,25,CREEP_COMP_5_SEC,0.389,0.416,0.4025,0.4025,0.01909188,0.04743325,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,6060,7,5,25,CREEP_COMP_2_SEC,0.261,0.285,0.273,0.273,0.01697056,0.06216323,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,6060,7,5,25,CREEP_COMP_1_SEC,0.209,0.221,0.215,0.215,0.00848528,0.03946642,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
4,Arizona,6060,7,5,5,CREEP_COMP_20_SEC,0.079,0.096,0.0875,0.0875,0.01202082,0.13738075,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
