STATE_CODE,STATE_CODE_EXP,SHRP_ID,LAYER_NO,CONSTRUCTION_NO,TEST_TEMPERATURE,MATL_PROPERTY,PROPERTY_MINIMUM,PROPERTY_MAXIMUM,PROPERTY_MEDIAN,PROPERTY_AVERAGE,PROPERTY_STANDARD_DEVIATION,PROPERTY_COEFF_VARIATION,REP_CODE_SOURCE_VARIABILITY,REP_CODE_SOURCE_VARIABILITY_EXP
39,Ohio,0112,5,1,-10,CREEP_COMP_50_SEC,0.136,0.136,0.136,0.136,,,AS,Representative property from a single measurement.
39,Ohio,0112,5,1,5,CREEP_COMP_20_SEC,0.263,0.263,0.263,0.263,,,AS,Representative property from a single measurement.
39,Ohio,0112,5,1,25,CREEP_COMP_20_SEC,7.426,7.426,7.426,7.426,,,AS,Representative property from a single measurement.
39,Ohio,0112,5,1,-10,CREEP_COMP_20_SEC,0.111,0.111,0.111,0.111,,,AS,Representative property from a single measurement.
39,Ohio,0112,5,1,5,CREEP_COMP_10_SEC,0.204,0.204,0.204,0.204,,,AS,Representative property from a single measurement.
39,Ohio,0112,5,1,25,CREEP_COMP_10_SEC,5.031,5.031,5.031,5.031,,,AS,Representative property from a single measurement.
39,Ohio,0112,5,1,-10,CREEP_COMP_10_SEC,0.095,0.095,0.095,0.095,,,AS,Representative property from a single measurement.
39,Ohio,0112,5,1,5,CREEP_COMP_5_SEC,0.164,0.164,0.164,0.164,,,AS,Representative property from a single measurement.
39,Ohio,0112,5,1,25,CREEP_COMP_5_SEC,3.367,3.367,3.367,3.367,,,AS,Representative property from a single measurement.
39,Ohio,0112,5,1,-10,CREEP_COMP_5_SEC,0.086,0.086,0.086,0.086,,,AS,Representative property from a single measurement.
39,Ohio,0112,5,1,5,CREEP_COMP_2_SEC,0.128,0.128,0.128,0.128,,,AS,Representative property from a single measurement.
39,Ohio,0112,5,1,25,CREEP_COMP_2_SEC,2.04,2.04,2.04,2.04,,,AS,Representative property from a single measurement.
39,Ohio,0112,5,1,-10,CREEP_COMP_2_SEC,0.073,0.073,0.073,0.073,,,AS,Representative property from a single measurement.
39,Ohio,0112,5,1,5,CREEP_COMP_1_SEC,0.103,0.103,0.103,0.103,,,AS,Representative property from a single measurement.
39,Ohio,0112,5,1,-10,CREEP_COMP_1_SEC,0.054,0.054,0.054,0.054,,,AS,Representative property from a single measurement.
39,Ohio,0112,5,1,25,CREEP_COMP_1_SEC,1.033,1.033,1.033,1.033,,,AS,Representative property from a single measurement.
87,Ontario,1620,7,2,-10,CREEP_COMP_5_SEC,0.058,0.065,0.0615,0.0615,0.00494975,0.0804837,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
87,Ontario,1620,7,2,25,CREEP_COMP_1_SEC,0.685,0.732,0.7085,0.7085,0.03323402,0.04690758,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
87,Ontario,1620,7,2,-10,CREEP_COMP_20_SEC,0.074,0.084,0.079,0.079,0.00707107,0.08950719,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
87,Ontario,1620,7,2,-10,CREEP_COMP_10_SEC,0.065,0.074,0.0695,0.0695,0.00636396,0.09156778,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
87,Ontario,1620,7,2,-10,CREEP_COMP_1_SEC,0.045,0.051,0.048,0.048,0.00424264,0.08838835,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
87,Ontario,1620,7,2,5,CREEP_COMP_20_SEC,0.229,0.286,0.2575,0.2575,0.04030509,0.15652461,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1620,7,2,25,CREEP_COMP_20_SEC,3.706,4.611,4.1585,4.1585,0.63993164,0.15388521,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1620,7,2,5,CREEP_COMP_50_SEC,0.32,0.397,0.3585,0.3585,0.05444722,0.1518751,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1620,7,2,25,CREEP_COMP_50_SEC,6.609,8.536,7.5725,7.5725,1.36259477,0.17993988,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1620,7,2,-10,CREEP_COMP_50_SEC,0.091,0.108,0.0995,0.0995,0.01202082,0.12081221,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1620,7,2,5,CREEP_COMP_100_SEC,0.422,0.523,0.4725,0.4725,0.07141778,0.15114875,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1620,7,2,25,CREEP_COMP_100_SEC,10.351,13.371,11.861,11.861,2.13546248,0.18004068,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1620,7,2,-10,CREEP_COMP_100_SEC,0.109,0.129,0.119,0.119,0.01414214,0.11884148,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1620,7,2,5,CREEP_COMP_10_SEC,0.18,0.229,0.2045,0.2045,0.03464823,0.16942901,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1620,7,2,25,CREEP_COMP_10_SEC,2.382,2.926,2.654,2.654,0.38466609,0.14493824,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1620,7,2,5,CREEP_COMP_5_SEC,0.149,0.184,0.1665,0.1665,0.02474874,0.14864107,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1620,7,2,25,CREEP_COMP_5_SEC,1.583,1.881,1.732,1.732,0.21071782,0.12166156,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1620,7,2,5,CREEP_COMP_2_SEC,0.118,0.139,0.1285,0.1285,0.01484924,0.11555831,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1620,7,2,25,CREEP_COMP_2_SEC,0.916,1.075,0.9955,0.9955,0.11242998,0.1129382,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1620,7,2,-10,CREEP_COMP_2_SEC,0.049,0.057,0.053,0.053,0.00565685,0.1067331,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1620,7,2,5,CREEP_COMP_1_SEC,0.102,0.119,0.1105,0.1105,0.01202082,0.10878566,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1620,8,2,-10,CREEP_COMP_20_SEC,0.116,0.116,0.116,0.116,,,AS,Representative property from a single measurement.
87,Ontario,1620,8,2,-10,CREEP_COMP_1_SEC,0.066,0.066,0.066,0.066,,,AS,Representative property from a single measurement.
87,Ontario,1620,8,2,5,CREEP_COMP_20_SEC,0.412,0.412,0.412,0.412,,,AS,Representative property from a single measurement.
87,Ontario,1620,8,2,5,CREEP_COMP_100_SEC,0.778,0.778,0.778,0.778,,,AS,Representative property from a single measurement.
87,Ontario,1620,8,2,25,CREEP_COMP_100_SEC,20.077,20.077,20.077,20.077,,,AS,Representative property from a single measurement.
87,Ontario,1620,8,2,-10,CREEP_COMP_100_SEC,0.171,0.171,0.171,0.171,,,AS,Representative property from a single measurement.
87,Ontario,1620,8,2,5,CREEP_COMP_50_SEC,0.58,0.58,0.58,0.58,,,AS,Representative property from a single measurement.
87,Ontario,1620,8,2,25,CREEP_COMP_50_SEC,12.607,12.607,12.607,12.607,,,AS,Representative property from a single measurement.
87,Ontario,1620,8,2,-10,CREEP_COMP_50_SEC,0.142,0.142,0.142,0.142,,,AS,Representative property from a single measurement.
87,Ontario,1620,8,2,5,CREEP_COMP_10_SEC,0.321,0.321,0.321,0.321,,,AS,Representative property from a single measurement.
87,Ontario,1620,8,2,25,CREEP_COMP_10_SEC,4.233,4.233,4.233,4.233,,,AS,Representative property from a single measurement.
87,Ontario,1620,8,2,-10,CREEP_COMP_10_SEC,0.1,0.1,0.1,0.1,,,AS,Representative property from a single measurement.
87,Ontario,1620,8,2,5,CREEP_COMP_5_SEC,0.256,0.256,0.256,0.256,,,AS,Representative property from a single measurement.
87,Ontario,1620,8,2,25,CREEP_COMP_5_SEC,2.697,2.697,2.697,2.697,,,AS,Representative property from a single measurement.
87,Ontario,1620,8,2,-10,CREEP_COMP_5_SEC,0.088,0.088,0.088,0.088,,,AS,Representative property from a single measurement.
87,Ontario,1620,8,2,5,CREEP_COMP_2_SEC,0.2,0.2,0.2,0.2,,,AS,Representative property from a single measurement.
87,Ontario,1620,8,2,25,CREEP_COMP_2_SEC,1.518,1.518,1.518,1.518,,,AS,Representative property from a single measurement.
87,Ontario,1620,8,2,-10,CREEP_COMP_2_SEC,0.074,0.074,0.074,0.074,,,AS,Representative property from a single measurement.
87,Ontario,1620,8,2,5,CREEP_COMP_1_SEC,0.17,0.17,0.17,0.17,,,AS,Representative property from a single measurement.
87,Ontario,1620,8,2,25,CREEP_COMP_1_SEC,1.083,1.083,1.083,1.083,,,AS,Representative property from a single measurement.
87,Ontario,1620,8,2,25,CREEP_COMP_20_SEC,6.749,6.749,6.749,6.749,,,AS,Representative property from a single measurement.
87,Ontario,1620,10,3,5,CREEP_COMP_2_SEC,0.242,0.275,0.2585,0.2585,0.02333452,0.09026895,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
87,Ontario,1620,10,3,5,CREEP_COMP_100_SEC,1.133,1.304,1.2185,1.2185,0.12091526,0.09923288,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
87,Ontario,1620,10,3,5,CREEP_COMP_50_SEC,0.844,0.953,0.8985,0.8985,0.07707464,0.08578146,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
87,Ontario,1620,10,3,-10,CREEP_COMP_1_SEC,0.07,0.085,0.0775,0.0775,0.0106066,0.13685938,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1620,10,3,25,CREEP_COMP_1_SEC,1.384,1.609,1.4965,1.4965,0.15909903,0.10631408,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1620,10,3,5,CREEP_COMP_1_SEC,0.187,0.22,0.2035,0.2035,0.02333452,0.11466596,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1620,10,3,-10,CREEP_COMP_2_SEC,0.08,0.098,0.089,0.089,0.01272792,0.14301036,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1620,10,3,25,CREEP_COMP_2_SEC,1.96,2.348,2.154,2.154,0.27435743,0.12737114,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1620,10,3,-10,CREEP_COMP_5_SEC,0.093,0.118,0.1055,0.1055,0.01767767,0.16756085,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1620,10,3,25,CREEP_COMP_5_SEC,2.845,3.804,3.3245,3.3245,0.6781154,0.20397516,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1620,10,3,5,CREEP_COMP_5_SEC,0.332,0.392,0.362,0.362,0.04242641,0.11720002,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1620,10,3,-10,CREEP_COMP_10_SEC,0.107,0.138,0.1225,0.1225,0.02192031,0.17894131,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1620,10,3,25,CREEP_COMP_10_SEC,3.982,5.4,4.691,4.691,1.00267742,0.21374492,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1620,10,3,5,CREEP_COMP_10_SEC,0.434,0.513,0.4735,0.4735,0.05586144,0.11797558,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1620,10,3,-10,CREEP_COMP_20_SEC,0.124,0.16,0.142,0.142,0.02545584,0.17926651,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1620,10,3,25,CREEP_COMP_20_SEC,5.297,7.577,6.437,6.437,1.61220346,0.25045883,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1620,10,3,5,CREEP_COMP_20_SEC,0.576,0.672,0.624,0.624,0.06788225,0.10878566,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1620,10,3,-10,CREEP_COMP_100_SEC,0.191,0.265,0.228,0.228,0.0523259,0.22949957,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1620,10,3,25,CREEP_COMP_100_SEC,10.612,17.072,13.842,13.842,4.56790981,0.3300036,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1620,10,3,-10,CREEP_COMP_50_SEC,0.156,0.21,0.183,0.183,0.03818377,0.20865446,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1620,10,3,25,CREEP_COMP_50_SEC,7.855,11.851,9.853,9.853,2.8255987,0.28677547,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1680,6,2,-10,CREEP_COMP_1_SEC,0.061,0.067,0.064,0.064,0.00424264,0.06629126,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
87,Ontario,1680,6,2,5,CREEP_COMP_20_SEC,0.278,0.463,0.3705,0.3705,0.13081475,0.35307626,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1680,6,2,-10,CREEP_COMP_2_SEC,0.068,0.074,0.071,0.071,0.00424264,0.0597555,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
87,Ontario,1680,6,2,25,CREEP_COMP_2_SEC,1.17,1.269,1.2195,1.2195,0.07000357,0.0574035,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
87,Ontario,1680,6,2,-10,CREEP_COMP_5_SEC,0.077,0.085,0.081,0.081,0.00565685,0.06983771,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
87,Ontario,1680,6,2,25,CREEP_COMP_5_SEC,1.856,1.993,1.9245,1.9245,0.09687363,0.05033704,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
87,Ontario,1680,6,2,-10,CREEP_COMP_10_SEC,0.086,0.094,0.09,0.09,0.00565685,0.06285394,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
87,Ontario,1680,6,2,25,CREEP_COMP_10_SEC,2.591,2.912,2.7515,2.7515,0.22698128,0.08249365,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
87,Ontario,1680,6,2,-10,CREEP_COMP_100_SEC,0.141,0.155,0.148,0.148,0.00989949,0.06688848,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
87,Ontario,1680,6,2,25,CREEP_COMP_100_SEC,8.674,9.297,8.9855,8.9855,0.44052752,0.04902649,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
87,Ontario,1680,6,2,-10,CREEP_COMP_50_SEC,0.121,0.128,0.1245,0.1245,0.00494975,0.03975701,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
87,Ontario,1680,6,2,25,CREEP_COMP_50_SEC,5.752,6.506,6.129,6.129,0.53315851,0.08698948,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
87,Ontario,1680,6,2,-10,CREEP_COMP_20_SEC,0.098,0.107,0.1025,0.1025,0.00636396,0.06208742,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
87,Ontario,1680,6,2,25,CREEP_COMP_20_SEC,3.673,4.175,3.924,3.924,0.3549676,0.09046065,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
87,Ontario,1680,6,2,5,CREEP_COMP_1_SEC,0.116,0.18,0.148,0.148,0.04525483,0.30577591,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1680,6,2,5,CREEP_COMP_2_SEC,0.135,0.221,0.178,0.178,0.06081118,0.34163586,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1680,6,2,5,CREEP_COMP_5_SEC,0.175,0.289,0.232,0.232,0.08061017,0.34745764,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1680,6,2,5,CREEP_COMP_10_SEC,0.222,0.362,0.292,0.292,0.09899495,0.3390238,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1680,6,2,5,CREEP_COMP_100_SEC,0.542,0.874,0.708,0.708,0.23475945,0.33158115,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1680,6,2,5,CREEP_COMP_50_SEC,0.399,0.65,0.5245,0.5245,0.1774838,0.33838666,AH,Representative property from two or more measurements with a coefficient of variation greater than a threshold that is material dependent.
87,Ontario,1680,6,2,25,CREEP_COMP_1_SEC,0.817,0.854,0.8355,0.8355,0.02616295,0.03131412,AL,Representative property from two or more measurements with a coefficient of variation less than or equal to a threshold that is material dependent.
87,Ontario,1806,6,3,25,CREEP_COMP_1_SEC,1.526,1.526,1.526,1.526,,,AS,Representative property from a single measurement.
87,Ontario,1806,6,3,5,CREEP_COMP_1_SEC,0.132,0.132,0.132,0.132,,,AS,Representative property from a single measurement.
87,Ontario,1806,6,3,-10,CREEP_COMP_2_SEC,0.067,0.067,0.067,0.067,,,AS,Representative property from a single measurement.
87,Ontario,1806,6,3,25,CREEP_COMP_2_SEC,2.546,2.546,2.546,2.546,,,AS,Representative property from a single measurement.
87,Ontario,1806,6,3,5,CREEP_COMP_2_SEC,0.157,0.157,0.157,0.157,,,AS,Representative property from a single measurement.
87,Ontario,1806,6,3,-10,CREEP_COMP_5_SEC,0.077,0.077,0.077,0.077,,,AS,Representative property from a single measurement.
87,Ontario,1806,6,3,25,CREEP_COMP_5_SEC,4.141,4.141,4.141,4.141,,,AS,Representative property from a single measurement.
87,Ontario,1806,6,3,5,CREEP_COMP_5_SEC,0.21,0.21,0.21,0.21,,,AS,Representative property from a single measurement.
87,Ontario,1806,6,3,-10,CREEP_COMP_10_SEC,0.086,0.086,0.086,0.086,,,AS,Representative property from a single measurement.
87,Ontario,1806,6,3,25,CREEP_COMP_10_SEC,6.346,6.346,6.346,6.346,,,AS,Representative property from a single measurement.
87,Ontario,1806,6,3,5,CREEP_COMP_10_SEC,0.266,0.266,0.266,0.266,,,AS,Representative property from a single measurement.
87,Ontario,1806,6,3,-10,CREEP_COMP_20_SEC,0.098,0.098,0.098,0.098,,,AS,Representative property from a single measurement.
87,Ontario,1806,6,3,25,CREEP_COMP_20_SEC,9.128,9.128,9.128,9.128,,,AS,Representative property from a single measurement.
87,Ontario,1806,6,3,5,CREEP_COMP_20_SEC,0.341,0.341,0.341,0.341,,,AS,Representative property from a single measurement.
87,Ontario,1806,6,3,-10,CREEP_COMP_100_SEC,0.141,0.141,0.141,0.141,,,AS,Representative property from a single measurement.
87,Ontario,1806,6,3,25,CREEP_COMP_100_SEC,21.758,21.758,21.758,21.758,,,AS,Representative property from a single measurement.
87,Ontario,1806,6,3,5,CREEP_COMP_100_SEC,0.725,0.725,0.725,0.725,,,AS,Representative property from a single measurement.
87,Ontario,1806,6,3,-10,CREEP_COMP_50_SEC,0.12,0.12,0.12,0.12,,,AS,Representative property from a single measurement.
87,Ontario,1806,6,3,25,CREEP_COMP_50_SEC,15.161,15.161,15.161,15.161,,,AS,Representative property from a single measurement.
87,Ontario,1806,6,3,5,CREEP_COMP_50_SEC,0.515,0.515,0.515,0.515,,,AS,Representative property from a single measurement.
87,Ontario,1806,6,3,-10,CREEP_COMP_1_SEC,0.061,0.061,0.061,0.061,,,AS,Representative property from a single measurement.
