section_key,STATE_CODE_EXP,OBSERVATION_DATE,IRI_MRI,predicted,residual,arch
Arizona_1001,Arizona,1990-03-24,1.0651999950408935,1.0844948085550752,-0.01929481351418172,rf
Arizona_1001,Arizona,1992-02-28,1.07260000705719,1.097144778019475,-0.024544770962285023,rf
Arizona_1001,Arizona,1993-02-18,1.1010000228881835,1.1103164263057719,-0.009316403417588326,rf
Arizona_1001,Arizona,1995-03-06,1.1311999797821044,1.1184402349270492,0.012759744855055155,rf
Arizona_1006,Arizona,1990-03-24,0.7585999965667725,1.1458081415612118,-0.38720814499443934,rf
Arizona_1006,Arizona,1992-01-21,0.9302000045776367,1.1230244990446068,-0.19282449446697003,rf
Arizona_1006,Arizona,1993-02-18,1.0794000148773193,1.1136444997883321,-0.03424448491101284,rf
Arizona_1006,Arizona,1995-03-02,0.8019999980926513,1.0763028941919006,-0.2743028960992493,rf
Arizona_1006,Arizona,1997-01-28,0.8348000049591064,1.0860086917619416,-0.25120868680283515,rf
Arizona_1006,Arizona,1997-12-04,0.8381999850273132,1.086622778787507,-0.24842279376019372,rf
Arizona_1006,Arizona,1998-12-08,0.8587999939918518,1.1031720756890886,-0.2443720816972368,rf
Arizona_1006,Arizona,1999-11-09,0.8860000014305115,1.1084265577590136,-0.22242655632850206,rf
Arizona_1006,Arizona,2001-11-09,0.8569999933242798,1.1126618187575414,-0.25566182543326166,rf
Arizona_1006,Arizona,2004-02-03,0.8584000110626221,1.1276401871998112,-0.2692401761371891,rf
Arizona_1006,Arizona,2007-01-23,0.8868000030517578,1.144705165272433,-0.25790516222067517,rf
Arizona_1006,Arizona,2010-01-25,0.909000015258789,1.1506130851325918,-0.2416130698738027,rf
Arizona_1006,Arizona,2011-12-10,0.9525999903678894,1.1492410275506681,-0.1966410371827787,rf
Arizona_1006,Arizona,2012-12-12,0.9601999998092652,1.1500818783303715,-0.18988187852110627,rf
Arizona_1006,Arizona,2014-02-08,0.9818000078201294,1.0849322140552182,-0.10313220623508879,rf
Arizona_1006,Arizona,2014-11-15,1.0126000046730042,1.0849322140552182,-0.07233220938221407,rf
Arizona_1006,Arizona,2015-12-09,1.0100000023841857,1.0803899481477819,-0.07038994576359614,rf
Arizona_1006,Arizona,2016-12-16,1.0335999965667724,1.0841563787088027,-0.05055638214203029,rf
Arizona_1006,Arizona,2019-05-15,1.0762000322341918,1.1055350066154255,-0.02933497438123367,rf
Arizona_1006,Arizona,2021-01-21,1.1228000164031982,1.1016508861563707,0.021149130246827408,rf
Arizona_1015,Arizona,1990-03-17,1.121749997138977,1.0495077965800428,0.07224220055893427,rf
Arizona_1015,Arizona,1992-01-12,0.981599998474121,1.052587749382431,-0.07098775090830989,rf
Arizona_1015,Arizona,1993-02-26,1.0950000047683717,1.0509071943214545,0.04409281044691715,rf
